------Generation 0------
Rule  1: 1115111111b2c, Class:  1, CF:0.00873402, Len: 13, Fitness_tra: 0
Rule 85: 1151451521211, Class:  0, CF:0.390642, Len: 13, Fitness_tra: 0
Rule 86: 8115115181192, Class:  1, CF:0.562337, Len: 13, Fitness_tra: 0
Rule 87: 5415212311122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1dd18241c1122, Class:  0, CF:0.989332, Len: 13, Fitness_tra: 0
Rule 89: 1151c11111152, Class:  0, CF:0.916997, Len: 13, Fitness_tra: 0
Rule 90: 1151514121221, Class:  1, CF:0.0896655, Len: 13, Fitness_tra: 0
Rule 91: 730c708000501, Class:  1, CF:0.980236, Len:  7, Fitness_tra: 1
Rule 92: 2511118122012, Class:  0, CF:0.852604, Len: 12, Fitness_tra: 0
Rule 93: 3112135152c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111d821311114, Class:  2, CF:0.137305, Len: 13, Fitness_tra: 0
Rule 95: 1125215212111, Class:  1, CF:0.99218, Len:  0, Fitness_tra: 0
Rule 96: 1155215111211, Class:  1, CF:0.956847, Len: 13, Fitness_tra: 0
Rule 97: 21d1127151131, Class:  2, CF:0.682478, Len: 13, Fitness_tra: 0
Rule 98: d128211121112, Class:  2, CF:0.180158, Len: 13, Fitness_tra: 0
Rule 99: 2511700080500, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 1411d2211171c, Class:  0, CF:0.70096, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.6725
------Result------
Miss_rate(tra)	:35.6725
Miss_rate(tst)	:34.2857
ARL				:12.0423

------Generation 70------
Rule  1: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 46
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 22
Rule  3: 1100011110020, Class:  1, CF:0.311499, Len:  7, Fitness_tra: 10
Rule  4: 15112c4181121, Class:  1, CF:0.566744, Len: 13, Fitness_tra: 1
Rule  5: 1125215212111, Class:  1, CF:0.99218, Len: 13, Fitness_tra: 1
Rule  6: e00c708000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 11dd151112111, Class:  2, CF:0.616217, Len: 13, Fitness_tra: 1
Rule  8: 1512151221013, Class:  1, CF:0.967978, Len: 12, Fitness_tra: 0
Rule  9: 115d111111221, Class:  1, CF:0.933472, Len: 13, Fitness_tra: 0
Rule 10: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 0
Rule 11: 00cc70800405b, Class:  1, CF:0.0650934, Len:  7, Fitness_tra: 0
Rule 12: c211211522111, Class:  2, CF:0.93152, Len: 13, Fitness_tra: 0
Rule 13: c000000007550, Class:  1, CF:0.536431, Len:  4, Fitness_tra: 0
Rule 14: 1111111111551, Class:  1, CF:0.906274, Len: 13, Fitness_tra: 0
Rule 15: 1c1115511216d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9218511558555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 221d811112112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 18: 1251c11c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1811191c1c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 1c11212114832, Class:  1, CF:0.0736923, Len: 13, Fitness_tra: 0
Rule 82: 5d1112b111118, Class:  0, CF:0.648958, Len: 13, Fitness_tra: 0
Rule 83: 2211c15182511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 8115155812111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 1151451521211, Class:  0, CF:0.390642, Len: 13, Fitness_tra: 0
Rule 86: 8115115181192, Class:  1, CF:0.562337, Len: 13, Fitness_tra: 0
Rule 87: 5415212311122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1dd18241c1122, Class:  0, CF:0.989332, Len: 13, Fitness_tra: 0
Rule 89: 1151c11111152, Class:  0, CF:0.916997, Len: 13, Fitness_tra: 0
Rule 90: 1151514121221, Class:  1, CF:0.0896655, Len: 13, Fitness_tra: 0
Rule 91: 730c708000501, Class:  1, CF:0.980236, Len:  7, Fitness_tra: 1
Rule 92: 2511118122012, Class:  0, CF:0.852604, Len: 12, Fitness_tra: 0
Rule 93: 3112135152c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111d821311114, Class:  2, CF:0.137305, Len: 13, Fitness_tra: 0
Rule 95: 1125215212111, Class:  1, CF:0.99218, Len:  0, Fitness_tra: 0
Rule 96: 1155215111211, Class:  1, CF:0.956847, Len: 13, Fitness_tra: 0
Rule 97: 21d1127151131, Class:  2, CF:0.682478, Len: 13, Fitness_tra: 0
Rule 98: d128211121112, Class:  2, CF:0.180158, Len: 13, Fitness_tra: 0
Rule 99: 2511700080500, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 1411d2211171c, Class:  0, CF:0.70096, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.6725
------Result------
Miss_rate(tra)	:35.6725
Miss_rate(tst)	:34.2857
ARL				:12.0423

------Generation 80------
Rule  1: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 46
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 22
Rule  3: 1100011110020, Class:  1, CF:0.311499, Len:  7, Fitness_tra: 10
Rule  4: 15112c4181121, Class:  1, CF:0.566744, Len: 13, Fitness_tra: 1
Rule  5: 1125215212111, Class:  1, CF:0.99218, Len: 13, Fitness_tra: 1
Rule  6: e00c708000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 11dd151112111, Class:  2, CF:0.616217, Len: 13, Fitness_tra: 1
Rule  8: 1512151221013, Class:  1, CF:0.967978, Len: 12, Fitness_tra: 0
Rule  9: 115d111111221, Class:  1, CF:0.933472, Len: 13, Fitness_tra: 0
Rule 10: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 0
Rule 11: 00cc70800405b, Class:  1, CF:0.0650934, Len:  7, Fitness_tra: 0
Rule 12: c211211522111, Class:  2, CF:0.93152, Len: 13, Fitness_tra: 0
Rule 13: c000000007550, Class:  1, CF:0.536431, Len:  4, Fitness_tra: 0
Rule 14: 1111111111551, Class:  1, CF:0.906274, Len: 13, Fitness_tra: 0
Rule 15: 1c1115511216d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9218511558555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 221d811112112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 18: 1251c11c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1811191c1c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 1c11212114832, Class:  1, CF:0.0736923, Len: 13, Fitness_tra: 0
Rule 82: 5d1112b111118, Class:  0, CF:0.648958, Len: 13, Fitness_tra: 0
Rule 83: 2211c15182511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 84: 8115155812111, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 85: 1151451521211, Class:  0, CF:0.390642, Len: 13, Fitness_tra: 0
Rule 86: 8115115181192, Class:  1, CF:0.562337, Len: 13, Fitness_tra: 0
Rule 87: 5415212311122, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1dd18241c1122, Class:  0, CF:0.989332, Len: 13, Fitness_tra: 0
Rule 89: 1151c11111152, Class:  0, CF:0.916997, Len: 13, Fitness_tra: 0
Rule 90: 1151514121221, Class:  1, CF:0.0896655, Len: 13, Fitness_tra: 0
Rule 91: 730c708000501, Class:  1, CF:0.980236, Len:  7, Fitness_tra: 1
Rule 92: 2511118122012, Class:  0, CF:0.852604, Len: 12, Fitness_tra: 0
Rule 93: 3112135152c31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 111d821311114, Class:  2, CF:0.137305, Len: 13, Fitness_tra: 0
Rule 95: 1125215212111, Class:  1, CF:0.99218, Len:  0, Fitness_tra: 0
Rule 96: 1155215111211, Class:  1, CF:0.956847, Len: 13, Fitness_tra: 0
Rule 97: 21d1127151131, Class:  2, CF:0.682478, Len: 13, Fitness_tra: 0
Rule 98: d128211121112, Class:  2, CF:0.180158, Len: 13, Fitness_tra: 0
Rule 99: 2511700080500, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule100: 1411d2211171c, Class:  0, CF:0.70096, Len: 13, Fitness_tra: 0
------Current------
Miss_rate(tra)	:35.6725
------Result------
Miss_rate(tra)	:35.6725
Miss_rate(tst)	:34.2857
ARL				:12.0423

------Generation 90------
Rule  1: 2001130000131, Class:  2, CF:0.87569, Len:  7, Fitness_tra: 41
Rule  2: 070000c000000, Class:  0, CF:0.395184, Len:  2, Fitness_tra: 22
Rule  3: 1100011110020, Class:  1, CF:0.311499, Len:  7, Fitness_tra: 10
Rule  4: 15112c4181121, Class:  1, CF:0.566744, Len: 13, Fitness_tra: 1
Rule  5: 1125215212111, Class:  1, CF:0.99218, Len: 13, Fitness_tra: 1
Rule  6: e00c708000500, Class:  0, CF:  1, Len:  5, Fitness_tra: 1
Rule  7: 11dd151112111, Class:  2, CF:0.616217, Len: 13, Fitness_tra: 0
Rule  8: 730c708000501, Class:  1, CF:0.980236, Len:  7, Fitness_tra: 1
Rule  9: 1512151221013, Class:  1, CF:0.967978, Len: 12, Fitness_tra: 0
Rule 10: 1111111111111, Class:  1, CF:0.176346, Len: 13, Fitness_tra: 0
Rule 11: 00cc70800405b, Class:  1, CF:0.0650934, Len:  7, Fitness_tra: 0
Rule 12: c211211522111, Class:  2, CF:0.93152, Len: 13, Fitness_tra: 0
Rule 13: c000000007550, Class:  1, CF:0.536431, Len:  4, Fitness_tra: 0
Rule 14: 1111111111551, Class:  1, CF:0.906274, Len: 13, Fitness_tra: 0
Rule 15: 1c1115511216d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 9218511558555, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 221d811112112, Class:  2, CF:0.993024, Len: 13, Fitness_tra: 0
Rule 18: 1251c11c18511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 19: 1811191c1c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 8000000007007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 1151141318112, Class:  2, CF:0.0761808, Len: 13, Fitness_tra: 0
Rule 22: 81152d5c81511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 23: 5118115581555, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 24: 1211215154131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1151115114591, Class:  0, CF:0.850081, Len: 13, Fitness_tra: 0
Rule 27: d1d1127111178, Class:  0, CF:0.998112, Len: 13, Fitness_tra: 0
Rule 28: 8228111151512, Class:  0, CF:0.997312, Len: 13, Fitness_tra: 0
Rule 29: 1415218111111, Class:  1, CF:0.936083, Len: 13, Fitness_tra: 0
Rule 30: 2413418121112, Class:  0, CF:0.978356, Len: 13, Fitness_tra: 0
Rule 31: 115213d112811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1195111114112, Class:  2, CF:0.659234, Len: 13, Fitness_tra: 0
Rule 33: 5452211221591, Class:  0, CF:0.795095, Len: 13, Fitness_tra: 0
Rule 34: 125219d251d13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2131111112511, Class:  1, CF:0.965597, Len: 13, Fitness_tra: 0
Rule 36: 111d224148122, Class:  0, CF:0.571967, Len: 13, Fitness_tra: 0
Rule 37: 1818215811113, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 9252835211591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: e115595581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 9111217325412, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 41: 111d821311111, Class:  2, CF:0.430681, Len: 13, Fitness_tra: 0
Rule 42: 1115c11111412, Class:  2, CF:0.47567, Len: 13, Fitness_tra: 0
Rule 43: 1115821321221, Class:  1, CF:0.99078, Len: 13, Fitness_tra: 0
Rule 44: 8115411157112, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 45: 1551211329422, Class:  2, CF:  1, Len: 13, Fitness_tra: 0
Rule 46: 1111d5d581513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 155d212311242, Class:  1, CF:0.0502338, Len: 13, Fitness_tra: 0
Rule 48: 5551171211111, Class:  2, CF:0.995989, Len: 13, Fitness_tra: 0
Rule 49: 1111121111154, Class:  0, CF:0.148067, Len: 13, Fitness_tra: 0
Rule 50: 15515c1521241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 3112135152d31, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 8113115117112, Class:  0, CF:0.898743, Len: 13, Fitness_tra: 0
Rule 53: 2211218184111, Class:  0, CF:0.858513, Len: 13, Fitness_tra: 0
Rule 54: 2111188112511, Class:  0, CF:0.222896, Len: 13, Fitness_tra: 0
Rule 55: 11d1218122214, Class:  0, CF:0.775268, Len: 13, Fitness_tra: 0
Rule 56: 3112151111115, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 57: 2000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 18d2115c58115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 5131511181515, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 919521b311221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1221211181512, Class:  1, CF:0.224378, Len: 13, Fitness_tra: 0
Rule 62: 1411115c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 9191215158511, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 64: 1155812348121, Class:  2, CF:0.908982, Len: 13, Fitness_tra: 0
Rule 65: 390800dc08005, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 115d155251212, Class:  0, CF:0.998546, Len: 13, Fitness_tra: 0
Rule 67: 3111131158131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 000000c084550, Class:  0, CF:0.504186, Len:  5, Fitness_tra: 0
Rule 69: 555d8c218112c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 5151814123442, Class:  0, CF:0.999863, Len: 13, Fitness_tra: 0
Rule 71: 1812151121511, Class:  1, CF:  1, Len: 13, Fitness_tra: 0
Rule 72: 1d91d221117bc, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 8155252112531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 1211131151159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1111112122111, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d111212121112, Class:  0, CF:0.924329, Len: 13, Fitness_tra: 0
Rule 77: 513557c1c5271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: d115514221271, Class:  0, CF:0.327832, Len: 13, Fitness_tra: 0
Rule 79: 53551243c1121, Class:  1, CF:0.935429, Len: 13, Fitness_tra: 0
Rule 80: 3838111111111, Class:  2, CF:0.0585812, Len: 13, Fitness_tra: 0
Rule 81: 8111112112112, Class:  0, CF:0.324434, Len: 13, Fitness_tra: 0
Rule 82: 12152511811e2, Class:  1, CF:0.99586, Len: 13, Fitness_tra: 0
Rule 83: 1411111121111, Class:  2, CF:0.0747312, Len: 13, Fitness_tra: 0
Rule 84: 11d5cc4181221, Class:  1, CF:0.326869, Len: 13, Fitness_tra: 0
Rule 85: 0000400000950, Class:  1, CF:  1, Len:  3, Fitness_tra: 0
Rule 86: 1151187125111, Class:  2, CF:0.996271, Len: 13, Fitness_tra: 0
Rule 87: 113551122311c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 211d211812111, Class:  2, CF:0.95667, Len: 13, Fitness_tra: 3
Rule 89: 000fe60004000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 93d112711121c, Class:  0, CF:0.997562, Len: 13, Fitness_tra: 0
Rule 91: 05905cc084251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 12d1111522111, Class:  2, CF:0.896626, Len: 13, Fitness_tra: 0
Rule 93: 1511525c58531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 8115255221571, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 95: 1151515114521, Class:  0, CF:  1, Len: 13, Fitness_tra: 0
Rule 96: 080200c101011, Class:  1, CF:0.294527, Len:  7, Fitness_tra: 2
Rule 97: 11e11721c9121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 181119151c511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
