------Generation 0------
Rule  1: c28bb12121c2211124, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1518423121d1581151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000c0900d0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000005000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  0, Fitness_tra: 0
Rule 99: 0a0100643010001110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00e0000000a0000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8673
------Result------
Miss_rate(tra)	:40.8673
Miss_rate(tst)	:43.5294
ARL				:4

------Generation 80------
Rule  1: 000070004000000006, Class:  2, CF:0.61923, Len:  3, Fitness_tra: 61
Rule  2: 0000c0000000000000, Class:  2, CF:0.294242, Len:  1, Fitness_tra: 24
Rule  3: 000000090000000000, Class:  0, CF:0.330922, Len:  1, Fitness_tra: 25
Rule  4: 000070000900000000, Class:  3, CF:0.274832, Len:  2, Fitness_tra: 17
Rule  5: 000000000503000000, Class:  0, CF:0.675301, Len:  2, Fitness_tra: 18
Rule  6: 000000000408009000, Class:  1, CF:0.854754, Len:  3, Fitness_tra: 13
Rule  7: e00840000000000000, Class:  1, CF:0.807951, Len:  3, Fitness_tra: 10
Rule  8: 00940000000000008e, Class:  1, CF:0.502124, Len:  4, Fitness_tra: 8
Rule  9: 00e000000000000003, Class:  2, CF:0.780693, Len:  2, Fitness_tra: 6
Rule 10: 009000000003070000, Class:  1, CF:0.0619937, Len:  3, Fitness_tra: 6
Rule 11: 09e000000000000b0d, Class:  1, CF:0.36269, Len:  4, Fitness_tra: 5
Rule 12: 00900b0000000000dc, Class:  3, CF:0.458867, Len:  4, Fitness_tra: 6
Rule 13: 0000a000000ee00000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 14: 303040120313500024, Class:  2, CF:  1, Len: 11, Fitness_tra: 0
Rule 15: 000980000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 16: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  4, Fitness_tra: 2
Rule 17: 000000000468000000, Class:  2, CF:0.0199005, Len:  3, Fitness_tra: 0
Rule 18: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 0000000000030d0000, Class:  2, CF:0.0953391, Len:  2, Fitness_tra: 1
Rule 20: 00000c000044000000, Class:  2, CF:0.442285, Len:  3, Fitness_tra: 1
Rule 21: 0000c000000c000000, Class:  2, CF:0.343017, Len:  2, Fitness_tra: 0
Rule 22: 0000060020000c0002, Class:  2, CF:0.827804, Len:  4, Fitness_tra: 0
Rule 23: c70005000700000000, Class:  0, CF:0.879128, Len:  4, Fitness_tra: 1
Rule 24: 18d802c0150006120d, Class:  1, CF:0.106657, Len: 12, Fitness_tra: 1
Rule 25: 0000000020009cc002, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 00000000000e00000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13122ccd298c8211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000020000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000943000e00020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1dd8c2c11514181282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1918423191d1911159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000007000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 511d2b181d1114819d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 16f8b1f43311681184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5e18111733591c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1851c14328442bc431, Class:  2, CF:0.298838, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13651b11619332c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5222712e112b221814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112471911c11cc511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 030d800c50000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 91187b3219e1311814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111274132212142118, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 363144126311182124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1212c7c2421841111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000c500d000c00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000b000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 933dc41c515d121218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c21244c5151cd81414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1a6114643e13351112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 508700400000050007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 56652c145111111289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000400, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000020000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 15122225284c582121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 003000000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000c0d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000050000000000, Class:  0, CF:0.148817, Len:  1, Fitness_tra: -3
Rule 89: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 006600000020c0000c, Class:  0, CF:0.108208, Len:  5, Fitness_tra: 0
Rule 92: 93d8c4c11154181212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00400b0000000000dc, Class:  2, CF:0.178911, Len:  4, Fitness_tra: -11
Rule 94: 000400000000000083, Class:  2, CF:0.539777, Len:  3, Fitness_tra: 2
Rule 95: 1518423121d1581151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000c0900d0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000005000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  0, Fitness_tra: 0
Rule 99: 0a0100643010001110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00e0000000a0000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8673
------Result------
Miss_rate(tra)	:40.8673
Miss_rate(tst)	:43.5294
ARL				:4

------Generation 90------
Rule  1: 000070004000000006, Class:  2, CF:0.61923, Len:  3, Fitness_tra: 61
Rule  2: 0000c0000000000000, Class:  2, CF:0.294242, Len:  1, Fitness_tra: 24
Rule  3: 000000090000000000, Class:  0, CF:0.330922, Len:  1, Fitness_tra: 25
Rule  4: 000070000900000000, Class:  3, CF:0.274832, Len:  2, Fitness_tra: 17
Rule  5: 000000000503000000, Class:  0, CF:0.675301, Len:  2, Fitness_tra: 18
Rule  6: 000000000408009000, Class:  1, CF:0.854754, Len:  3, Fitness_tra: 13
Rule  7: e00840000000000000, Class:  1, CF:0.807951, Len:  3, Fitness_tra: 10
Rule  8: 00940000000000008e, Class:  1, CF:0.502124, Len:  4, Fitness_tra: 8
Rule  9: 00e000000000000003, Class:  2, CF:0.780693, Len:  2, Fitness_tra: 6
Rule 10: 009000000003070000, Class:  1, CF:0.0619937, Len:  3, Fitness_tra: 6
Rule 11: 09e000000000000b0d, Class:  1, CF:0.36269, Len:  4, Fitness_tra: 5
Rule 12: 00900b0000000000dc, Class:  3, CF:0.458867, Len:  4, Fitness_tra: 6
Rule 13: 0000a000000ee00000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 14: 303040120313500024, Class:  2, CF:  1, Len: 11, Fitness_tra: 0
Rule 15: 000980000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 16: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  4, Fitness_tra: 2
Rule 17: 000000000468000000, Class:  2, CF:0.0199005, Len:  3, Fitness_tra: 0
Rule 18: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 0000000000030d0000, Class:  2, CF:0.0953391, Len:  2, Fitness_tra: 1
Rule 20: 00000c000044000000, Class:  2, CF:0.442285, Len:  3, Fitness_tra: 1
Rule 21: 0000c000000c000000, Class:  2, CF:0.343017, Len:  2, Fitness_tra: 0
Rule 22: 0000060020000c0002, Class:  2, CF:0.827804, Len:  4, Fitness_tra: 0
Rule 23: c70005000700000000, Class:  0, CF:0.879128, Len:  4, Fitness_tra: 1
Rule 24: 18d802c0150006120d, Class:  1, CF:0.106657, Len: 12, Fitness_tra: 1
Rule 25: 0000000020009cc002, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 00000000000e00000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13122ccd298c8211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000020000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000943000e00020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1dd8c2c11514181282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1918423191d1911159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000007000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 511d2b181d1114819d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 16f8b1f43311681184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5e18111733591c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1851c14328442bc431, Class:  2, CF:0.298838, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13651b11619332c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5222712e112b221814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112471911c11cc511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 030d800c50000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 91187b3219e1311814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111274132212142118, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 363144126311182124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1212c7c2421841111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000c500d000c00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000b000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 933dc41c515d121218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c21244c5151cd81414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1a6114643e13351112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 508700400000050007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 56652c145111111289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000400, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000020000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 15122225284c582121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 003000000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000c0d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000050000000000, Class:  0, CF:0.148817, Len:  1, Fitness_tra: -3
Rule 89: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 006600000020c0000c, Class:  0, CF:0.108208, Len:  5, Fitness_tra: 0
Rule 92: 93d8c4c11154181212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00400b0000000000dc, Class:  2, CF:0.178911, Len:  4, Fitness_tra: -11
Rule 94: 000400000000000083, Class:  2, CF:0.539777, Len:  3, Fitness_tra: 2
Rule 95: 1518423121d1581151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000c0900d0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000005000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  0, Fitness_tra: 0
Rule 99: 0a0100643010001110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 00e0000000a0000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:40.8673
------Result------
Miss_rate(tra)	:40.8673
Miss_rate(tst)	:43.5294
ARL				:4

------Generation 100------
Rule  1: 000070004000000006, Class:  2, CF:0.61923, Len:  3, Fitness_tra: 61
Rule  2: 0000c0000000000000, Class:  2, CF:0.294242, Len:  1, Fitness_tra: 24
Rule  3: 000000090000000000, Class:  0, CF:0.330922, Len:  1, Fitness_tra: 25
Rule  4: 000070000900000000, Class:  3, CF:0.274832, Len:  2, Fitness_tra: 17
Rule  5: 000000000503000000, Class:  0, CF:0.675301, Len:  2, Fitness_tra: 18
Rule  6: 000000000408009000, Class:  1, CF:0.854754, Len:  3, Fitness_tra: 13
Rule  7: e00840000000000000, Class:  1, CF:0.807951, Len:  3, Fitness_tra: 10
Rule  8: 00940000000000008e, Class:  1, CF:0.502124, Len:  4, Fitness_tra: 8
Rule  9: 00e000000000000003, Class:  2, CF:0.780693, Len:  2, Fitness_tra: 6
Rule 10: 009000000003070000, Class:  1, CF:0.0619937, Len:  3, Fitness_tra: 6
Rule 11: 09e000000000000b0d, Class:  1, CF:0.36269, Len:  4, Fitness_tra: 5
Rule 12: 00900b0000000000dc, Class:  3, CF:0.458867, Len:  4, Fitness_tra: 6
Rule 13: 0000a000000ee00000, Class:  2, CF:  1, Len:  3, Fitness_tra: 4
Rule 14: 303040120313500024, Class:  2, CF:  1, Len: 11, Fitness_tra: 0
Rule 15: 000980000000000000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 16: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  4, Fitness_tra: 2
Rule 17: 000000000468000000, Class:  2, CF:0.0199005, Len:  3, Fitness_tra: 0
Rule 18: 0000b000e00e000000, Class:  2, CF:  1, Len:  3, Fitness_tra: 1
Rule 19: 0000000000030d0000, Class:  2, CF:0.0953391, Len:  2, Fitness_tra: 1
Rule 20: 00000c000044000000, Class:  2, CF:0.442285, Len:  3, Fitness_tra: 1
Rule 21: 0000c000000c000000, Class:  2, CF:0.343017, Len:  2, Fitness_tra: 0
Rule 22: 0000060020000c0002, Class:  2, CF:0.827804, Len:  4, Fitness_tra: 0
Rule 23: c70005000700000000, Class:  0, CF:0.879128, Len:  4, Fitness_tra: 1
Rule 24: 18d802c0150006120d, Class:  1, CF:0.106657, Len: 12, Fitness_tra: 1
Rule 25: 0000000020009cc002, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 26: 00000000000e00000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 13122ccd298c8211c5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: d00000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000020000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 000000943000e00020, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 1dd8c2c11514181282, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 00f000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 1918423191d1911159, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 000000000000007000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 511d2b181d1114819d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 0000c0000500000050, Class:  2, CF:  1, Len:  3, Fitness_tra: 0
Rule 39: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 009000000000000000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 16f8b1f43311681184, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 5e18111733591c2111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1851c14328442bc431, Class:  2, CF:0.298838, Len: 18, Fitness_tra: 0
Rule 48: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 003000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 13651b11619332c111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 5222712e112b221814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 2112471911c11cc511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 030d800c50000c0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00a000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 91187b3219e1311814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 111274132212142118, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 363144126311182124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1212c7c2421841111e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000c500d000c00c0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000000000000d, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 00000b000000070000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 933dc41c515d121218, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: c21244c5151cd81414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000005000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1a6114643e13351112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 000000000500000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 508700400000050007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 56652c145111111289, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 000000000000000400, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000000000020000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 15122225284c582121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 003000000000000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000000000c0d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 000000005000000700, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 000000000000000600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000000b0000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 000000050000000000, Class:  0, CF:0.148817, Len:  1, Fitness_tra: -3
Rule 89: 000000000000000002, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 006600000020c0000c, Class:  0, CF:0.108208, Len:  5, Fitness_tra: 0
Rule 92: 93d8c4c11154181212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 00400b0000000000dc, Class:  2, CF:0.178911, Len:  4, Fitness_tra: -11
Rule 94: 000400000000000083, Class:  2, CF:0.539777, Len:  3, Fitness_tra: 2
Rule 95: 1518423121d1581151, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 00000c0900d0000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000000005000003000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 00e00b0000000000dc, Class:  3, CF:0.565391, Len:  0, Fitness_tra: 0
Rule 99: 0a0100643010001110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
