------Generation 0------
Rule  1: c5dcb132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 58d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d525b1e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1511751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1528be98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d852425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 58dd1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 0
Rule 58: 15522f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 000000e5, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 552816e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 15824291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 55114591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511c13ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 51111712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 852c4758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11ddb431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 881c11e2, Class:  0, CF:0.99842, Len:  8, Fitness_tra: 0
Rule 68: 82d27312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d814251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51841298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d51c713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51127f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d51414e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 81521721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 118278e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d514f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 151cb314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 8582141c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00300000, Class:  0, CF:0.11743, Len:  1, Fitness_tra: -203
Rule 82: 52117792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51852b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 585c7418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2d2c1338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1154b4d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: cd28451c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21322b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55c815e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1002100e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: 51101712, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 1d81425b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0115b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 551b16e1, Class:  0, CF:0.99974, Len:  8, Fitness_tra: 0
Rule 97: 0511151c, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 98: d50cc4e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 01000ce4, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 00010034, Class:  0, CF:  1, Len:  3, Fitness_tra: 21
------Current------
Miss_rate(tra)	:2.88316
------Result------
Miss_rate(tra)	:2.88316
Miss_rate(tst)	:4.72973
ARL				:4

------Generation 70------
Rule  1: 90000000, Class:  0, CF:0.567977, Len:  1, Fitness_tra: 57
Rule  2: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 57
Rule  3: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 34
Rule  4: 22441212, Class:  1, CF:0.976995, Len:  8, Fitness_tra: 13
Rule  5: c5dcb132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  6: c111be1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  7: 1511125c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 11812118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 58824252, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 8c42bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 15521131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5295bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1181b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 258c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 21d24111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1811495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51144b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 15517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115c2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 33181b14, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 551c7ae1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111237ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11524192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15514731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8188493c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d151b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 152cbb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 555111ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8d242918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181c421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2ccc73e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 15151418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c251719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22181914, Class:  1, CF:0.234751, Len:  8, Fitness_tra: 0
Rule 44: 15247491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1c5c1a1c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 1115b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c41b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9dcc1b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 51147718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 58d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d525b1e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1511751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1528be98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d852425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 58dd1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 0
Rule 58: 15522f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 000000e5, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 552816e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 15824291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 55114591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511c13ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 51111712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 852c4758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11ddb431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 881c11e2, Class:  0, CF:0.99842, Len:  8, Fitness_tra: 0
Rule 68: 82d27312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d814251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51841298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d51c713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51127f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d51414e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 81521721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 118278e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d514f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 151cb314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 8582141c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00300000, Class:  0, CF:0.11743, Len:  1, Fitness_tra: -203
Rule 82: 52117792, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 51852b9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 585c7418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2d2c1338, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1154b4d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: cd28451c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 21322b1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 55c815e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1002100e, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 93: 51101712, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 1d81425b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0115b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 551b16e1, Class:  0, CF:0.99974, Len:  8, Fitness_tra: 0
Rule 97: 0511151c, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 98: d50cc4e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 01000ce4, Class:  1, CF:  1, Len:  4, Fitness_tra: 0
Rule100: 00010034, Class:  0, CF:  1, Len:  3, Fitness_tra: 21
------Current------
Miss_rate(tra)	:2.88316
------Result------
Miss_rate(tra)	:2.88316
Miss_rate(tst)	:4.72973
ARL				:4

------Generation 80------
Rule  1: 00101050, Class:  0, CF:0.0177415, Len:  3, Fitness_tra: 0
Rule  2: 90000000, Class:  0, CF:0.567977, Len:  1, Fitness_tra: 68
Rule  3: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  4: 00010034, Class:  0, CF:  1, Len:  3, Fitness_tra: 24
Rule  5: 51101722, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule  6: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 24
Rule  7: 22441212, Class:  1, CF:0.976995, Len:  8, Fitness_tra: 8
Rule  8: 11812118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 1511125c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 8c42bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 15521131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5295bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1181b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 258c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 21d24111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1811495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51144b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 15517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115c2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 33181b14, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 551c7ae1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111237ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11524192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15514731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8188493c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d151b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 152cbb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 555111ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8d242918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181c421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2ccc73e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 15151418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c251719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22181914, Class:  1, CF:0.234751, Len:  8, Fitness_tra: 0
Rule 44: 15247491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1c5c1a1c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 1115b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c41b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9dcc1b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 51147718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 58d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d525b1e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1511751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1528be98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d852425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 58dd1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 0
Rule 58: 15522f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 000000e5, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 552816e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 15824291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 55114591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511c13ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 51111712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 852c4758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11ddb431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 881c11e2, Class:  0, CF:0.99842, Len:  8, Fitness_tra: 0
Rule 68: 82d27312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d814251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51841298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d51c713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51127f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d51414e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 81521721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 118278e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d514f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 151cb314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 8582141c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9511b132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 5814bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2d12133c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 11141ae2, Class:  0, CF:0.977686, Len:  8, Fitness_tra: 0
Rule 85: 988c7f91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 582c1992, Class:  0, CF:0.86731, Len:  8, Fitness_tra: 0
Rule 87: 55127a52, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 15522fe8, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 89: 3d512251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 9d241518, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 552216e1, Class:  0, CF:0.999752, Len:  8, Fitness_tra: 0
Rule 92: 0000400d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 85c71112, Class:  0, CF:0.354845, Len:  8, Fitness_tra: 0
Rule 94: 00000052, Class:  0, CF:0.112812, Len:  2, Fitness_tra: -164
Rule 95: 200c73e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: d1814413, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000c0b34, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 813c2c58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00bc0000, Class:  0, CF:0.0789554, Len:  2, Fitness_tra: 0
Rule100: 711c2732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:1.06222
------Result------
Miss_rate(tra)	:1.06222
Miss_rate(tst)	:1.35135
ARL				:4.375

------Generation 90------
Rule  1: 00101050, Class:  0, CF:0.0177415, Len:  3, Fitness_tra: 0
Rule  2: 90000000, Class:  0, CF:0.567977, Len:  1, Fitness_tra: 68
Rule  3: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 56
Rule  4: 00010034, Class:  0, CF:  1, Len:  3, Fitness_tra: 24
Rule  5: 51101722, Class:  1, CF:  1, Len:  7, Fitness_tra: 1
Rule  6: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 24
Rule  7: 22441212, Class:  1, CF:0.976995, Len:  8, Fitness_tra: 8
Rule  8: 11812118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule  9: 1511125c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 10: 8c42bb9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 15521131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 5295bb51, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1181b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 258c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 15: 21d24111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: c1811495, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 51144b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 15517111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 115c2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 33181b14, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 23: 551c7ae1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 111237ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 11524192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 15514731, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 8188493c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: d151b232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 152cbb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 555111ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 8d242918, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 181c421c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 2ccc73e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 15151418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: c251719c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 22181914, Class:  1, CF:0.234751, Len:  8, Fitness_tra: 0
Rule 44: 15247491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1c5c1a1c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 46: 1115b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 2c41b192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 9dcc1b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 51147718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 58d1b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: d525b1e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1511751c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1528be98, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: d852425c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 58dd1b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 000c0000, Class:  0, CF:0.177898, Len:  1, Fitness_tra: 0
Rule 58: 15522f11, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 59: 000000e5, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 60: 552816e1, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 61: 15824291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 55114591, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 511c13ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 64: 51111712, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 65: 852c4758, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11ddb431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 881c11e2, Class:  0, CF:0.99842, Len:  8, Fitness_tra: 0
Rule 68: 82d27312, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1d814251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 51841298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: d51c713c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 51127f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: d51414e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 81521721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 112c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 118278e4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d514f12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 151cb314, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 8582141c, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 9511b132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
