------Generation 0------
Rule  1: 1211b4ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 525c799c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 91c21418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 522c2e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 81211f34, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 851c4611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 285cb654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111f98, Class:  0, CF:0.990504, Len:  8, Fitness_tra: 0
Rule 88: d11cb3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5121b3ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1581113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 0a10000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 92: 122448b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 552720db, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 05112300, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 15571414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07000600, Class:  0, CF:0.510205, Len:  2, Fitness_tra: 591
Rule 97: 001c0095, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 17117762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 55822431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0800e19c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.8679
------Result------
Miss_rate(tra)	:21.8679
Miss_rate(tst)	:1.34228
ARL				:4.22449

------Generation 90------
Rule  1: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 479
Rule  2: 00030100, Class:  0, CF:0.368994, Len:  2, Fitness_tra: -78
Rule  3: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 92
Rule  4: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 41
Rule  5: 0700100c, Class:  0, CF:0.634815, Len:  3, Fitness_tra: -43
Rule  6: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 31
Rule  7: 09000000, Class:  0, CF:0.898799, Len:  1, Fitness_tra: 39
Rule  8: 00080000, Class:  0, CF:0.476994, Len:  1, Fitness_tra: -41
Rule  9: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 10: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 9
Rule 11: 0800000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 13: 00050020, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 020c13b1, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 15: 18000e02, Class:  1, CF:0.992429, Len:  4, Fitness_tra: 1
Rule 16: 00102108, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 17: 0802012c, Class:  0, CF:0.897129, Len:  5, Fitness_tra: 1
Rule 18: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 0
Rule 19: 1201200b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 15111f91, Class:  0, CF:0.838999, Len:  8, Fitness_tra: 0
Rule 21: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 0
Rule 22: 1c600614, Class:  0, CF:0.862693, Len:  6, Fitness_tra: 0
Rule 23: a0110002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 24: 0700141c, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: c511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5554141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd857298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8511baec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2588229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15812251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 588cb351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 282cba18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 188c4614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1814f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24512752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12214838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 58cc2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1d117738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15881212, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 12d14298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 55112334, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 85114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 252c4f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1182bf12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 181474e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 15512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 0
Rule 51: 52212411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 82117412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d2c4912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5851b652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 18114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15841512, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 998cb1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 91112a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25521295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 525c799c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 91c21418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 522c2e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 81211f34, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 851c4611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 285cb654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111f98, Class:  0, CF:0.990504, Len:  8, Fitness_tra: 0
Rule 88: d11cb3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5121b3ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1581113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 0a10000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 92: 122448b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 552720db, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 05112300, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 15571414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07000600, Class:  0, CF:0.510205, Len:  2, Fitness_tra: 591
Rule 97: 001c0095, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 17117762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 55822431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0800e19c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.8679
------Result------
Miss_rate(tra)	:21.8679
Miss_rate(tst)	:1.34228
ARL				:4.22449

------Generation 100------
Rule  1: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 479
Rule  2: 00030100, Class:  0, CF:0.368994, Len:  2, Fitness_tra: -78
Rule  3: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 92
Rule  4: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 41
Rule  5: 0700100c, Class:  0, CF:0.634815, Len:  3, Fitness_tra: -43
Rule  6: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 31
Rule  7: 09000000, Class:  0, CF:0.898799, Len:  1, Fitness_tra: 39
Rule  8: 00080000, Class:  0, CF:0.476994, Len:  1, Fitness_tra: -41
Rule  9: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 8
Rule 10: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 9
Rule 11: 0800000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 5
Rule 12: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 13: 00050020, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 14: 020c13b1, Class:  0, CF:  1, Len:  6, Fitness_tra: 1
Rule 15: 18000e02, Class:  1, CF:0.992429, Len:  4, Fitness_tra: 1
Rule 16: 00102108, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 17: 0802012c, Class:  0, CF:0.897129, Len:  5, Fitness_tra: 1
Rule 18: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 0
Rule 19: 1201200b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 15111f91, Class:  0, CF:0.838999, Len:  8, Fitness_tra: 0
Rule 21: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 0
Rule 22: 1c600614, Class:  0, CF:0.862693, Len:  6, Fitness_tra: 0
Rule 23: a0110002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 24: 0700141c, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: c511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5554141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd857298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8511baec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2588229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15812251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 588cb351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 282cba18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 188c4614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1814f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24512752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12214838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 58cc2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1d117738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15881212, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 12d14298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 55112334, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 85114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 252c4f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1182bf12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 181474e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 15512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 0
Rule 51: 52212411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 82117412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d2c4912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5851b652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 18114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15841512, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 998cb1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 91112a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25521295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 525c799c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 91c21418, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 522c2e91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 81211f34, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 851c4611, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 285cb654, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111f98, Class:  0, CF:0.990504, Len:  8, Fitness_tra: 0
Rule 88: d11cb3e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5121b3ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1581113c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 91: 0a10000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 3
Rule 92: 122448b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 552720db, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 05112300, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 95: 15571414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 07000600, Class:  0, CF:0.510205, Len:  2, Fitness_tra: 591
Rule 97: 001c0095, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 98: 17117762, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 55822431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0800e19c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
------Current------
Miss_rate(tra)	:21.8679
------Result------
Miss_rate(tra)	:21.8679
Miss_rate(tst)	:1.34228
ARL				:4.22449

------Generation 200------
Rule  1: 07000600, Class:  0, CF:0.510205, Len:  2, Fitness_tra: 412
Rule  2: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 13
Rule  3: 11141e51, Class:  1, CF:0.995273, Len:  8, Fitness_tra: 0
Rule  4: 000d0000, Class:  0, CF:  1, Len:  1, Fitness_tra: 41
Rule  5: 09000000, Class:  0, CF:0.898799, Len:  1, Fitness_tra: 14
Rule  6: 0006130c, Class:  0, CF:0.934319, Len:  4, Fitness_tra: 24
Rule  7: 00000005, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule  8: 0770000d, Class:  0, CF:  1, Len:  3, Fitness_tra: 7
Rule  9: 0800000d, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 10: 0a10000c, Class:  0, CF:  1, Len:  3, Fitness_tra: 2
Rule 11: 20022000, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 12: 00050020, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 13: 020c13b1, Class:  0, CF:  1, Len:  6, Fitness_tra: 0
Rule 14: 18000e02, Class:  1, CF:0.992429, Len:  4, Fitness_tra: 0
Rule 15: 0802012c, Class:  0, CF:0.897129, Len:  5, Fitness_tra: 0
Rule 16: 0800e19c, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 17: 55822431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 07000652, Class:  0, CF:0.617949, Len:  4, Fitness_tra: 0
Rule 19: 1201200b, Class:  0, CF:  1, Len:  5, Fitness_tra: 0
Rule 20: 15111f91, Class:  0, CF:0.838999, Len:  8, Fitness_tra: 0
Rule 21: 00000002, Class:  0, CF:0.0847333, Len:  1, Fitness_tra: 0
Rule 22: 1c600614, Class:  0, CF:0.862693, Len:  6, Fitness_tra: 0
Rule 23: a0110002, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 24: 0700141c, Class:  1, CF:  1, Len:  5, Fitness_tra: 0
Rule 25: c511b492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 5118b718, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 5554141c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: dd857298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 8511baec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2588229d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 15812251, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 588cb351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 282cba18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 188c4614, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: c1814f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 24512752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 12214838, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 58cc2432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1d117738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 15881212, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 43: 12d14298, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 55112334, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 85114be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 252c4f9c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1182bf12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 181474e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 15512292, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0c000000, Class:  1, CF:0.113766, Len:  1, Fitness_tra: 0
Rule 51: 52212411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 82117412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 1d2c4912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 5851b652, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 18114715, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15841512, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 58: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 998cb1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 15227198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 111121e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 62: 91112a58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 25521295, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 21522191, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 1d51b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: cd141a31, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 69: dd822492, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: c151b19c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 151322ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: c58c2451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 5811b31c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 552223e2, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 75: 5c11119c, Class:  0, CF:0.987257, Len:  8, Fitness_tra: 0
Rule 76: 815c7651, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1d541194, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 78: c1182f18, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 79: 551246e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: d2512214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 118141e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 221c4a1c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11112151, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 84: 11c22fec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 85: 15811a32, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: c5111931, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: c8182a14, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 88: 00000e00, Class:  1, CF:0.995536, Len:  1, Fitness_tra: 525
Rule 89: c8241a98, Class:  0, CF:0.97923, Len:  8, Fitness_tra: 0
Rule 90: 935823ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 12244841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 1801e705, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0700141c, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 94: 030d00b0, Class:  0, CF:  1, Len:  3, Fitness_tra: 0
Rule 95: 00000100, Class:  0, CF:0.362025, Len:  1, Fitness_tra: 27
Rule 96: 028c13b1, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 97: 15e1100c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1d244912, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
