------Generation 0------
Rule  1: cc88473c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 4
Rule 12: 10900000, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 13: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 14: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 15: 55080008, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: 31081120, Class:  0, CF:0.900803, Len:  6, Fitness_tra: 0
Rule 18: 00170810, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: d58411e1, Class:  1, CF:0.961937, Len:  8, Fitness_tra: 0
Rule 83: 55271711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2811b1ec, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 8d1c2b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 2511b21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 2222b1e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 211cb258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 51c2b711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 10
Rule 92: 00c00060, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 93: 51521708, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 322c1401, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 5
Rule 96: c0000be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 000b0000, Class:  1, CF:0.0698593, Len:  0, Fitness_tra: 0
Rule 98: b000c0a0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b0000000, Class:  0, CF:0.14442, Len:  1, Fitness_tra: -138
Rule100: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 119
------Current------
Miss_rate(tra)	:38.2353
------Result------
Miss_rate(tra)	:38.2353
Miss_rate(tst)	:19.5946
ARL				:2.03774

------Generation 80------
Rule  1: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 212
Rule  2: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 296
Rule  3: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 116
Rule  4: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 81
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 25
Rule  7: 000000b0, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  8: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 0
Rule  9: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 8
Rule 10: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 4
Rule 11: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 800b1520, Class:  0, CF:  1, Len:  5, Fitness_tra: 5
Rule 13: b0000002, Class:  0, CF:0.225126, Len:  2, Fitness_tra: 22
Rule 14: 10900000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 1
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3351bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: d8c44462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 188c2118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 335141e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2cd77b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 080b0000, Class:  1, CF:0.0884021, Len:  2, Fitness_tra: 9
Rule 92: 5c81060c, Class:  1, CF:0.436114, Len:  6, Fitness_tra: 0
Rule 93: d1006010, Class:  1, CF:0.129126, Len:  4, Fitness_tra: 0
Rule 94: 00d00000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 95: 00900010, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 96: 000000c0, Class:  0, CF:0.307195, Len:  1, Fitness_tra: -13
Rule 97: b000c000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 841cb232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00102b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 8e1c1462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.7456
------Result------
Miss_rate(tra)	:36.7456
Miss_rate(tst)	:20.9459
ARL				:2

------Generation 90------
Rule  1: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 212
Rule  2: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 296
Rule  3: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 116
Rule  4: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 81
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 25
Rule  7: 000000b0, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  8: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 0
Rule  9: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 8
Rule 10: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 4
Rule 11: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 800b1520, Class:  0, CF:  1, Len:  5, Fitness_tra: 5
Rule 13: b0000002, Class:  0, CF:0.225126, Len:  2, Fitness_tra: 22
Rule 14: 10900000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 1
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 39182132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1117b414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 55287738, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 85417b91, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 5155b131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 15217b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 11dc4b18, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 15122291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 5141bb58, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 51c5b491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 118214e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 8114b73d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 111521e3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 5159b258, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 841c2112, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 67: 5c84279c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 48514752, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1d8cb192, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 11121311, Class:  0, CF:0.142038, Len:  8, Fitness_tra: 0
Rule 72: c25111ec, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 73: 5152b198, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5c51b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: ee111732, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 3351bbe1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: d8c44462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 188c2118, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 86: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 335141e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2cd77b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 080b0000, Class:  1, CF:0.0884021, Len:  2, Fitness_tra: 9
Rule 92: 5c81060c, Class:  1, CF:0.436114, Len:  6, Fitness_tra: 0
Rule 93: d1006010, Class:  1, CF:0.129126, Len:  4, Fitness_tra: 0
Rule 94: 00d00000, Class:  0, CF:  1, Len:  0, Fitness_tra: 0
Rule 95: 00900010, Class:  0, CF:  1, Len:  2, Fitness_tra: 2
Rule 96: 000000c0, Class:  0, CF:0.307195, Len:  1, Fitness_tra: -13
Rule 97: b000c000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 841cb232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00102b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 8e1c1462, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:36.7456
------Result------
Miss_rate(tra)	:36.7456
Miss_rate(tst)	:20.9459
ARL				:2

------Generation 100------
Rule  1: 000c0000, Class:  0, CF:0.588376, Len:  1, Fitness_tra: 212
Rule  2: 000b0000, Class:  1, CF:0.0698593, Len:  1, Fitness_tra: 296
Rule  3: 00000008, Class:  0, CF:0.792641, Len:  1, Fitness_tra: 116
Rule  4: d5000000, Class:  1, CF:0.305996, Len:  2, Fitness_tra: 81
Rule  5: 00d00000, Class:  0, CF:  1, Len:  1, Fitness_tra: 39
Rule  6: 00000050, Class:  1, CF:0.0840604, Len:  1, Fitness_tra: 25
Rule  7: 000000b0, Class:  0, CF:  1, Len:  1, Fitness_tra: 11
Rule  8: 00000040, Class:  0, CF:0.0531363, Len:  1, Fitness_tra: 0
Rule  9: 11081120, Class:  0, CF:0.811294, Len:  6, Fitness_tra: 8
Rule 10: 90000000, Class:  0, CF:0.122205, Len:  1, Fitness_tra: 4
Rule 11: 00002112, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: 800b1520, Class:  0, CF:  1, Len:  5, Fitness_tra: 5
Rule 13: b0000002, Class:  0, CF:0.225126, Len:  2, Fitness_tra: 22
Rule 14: 10900000, Class:  0, CF:  1, Len:  2, Fitness_tra: 0
Rule 15: 000110a0, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 16: 050b0e00, Class:  0, CF:  1, Len:  3, Fitness_tra: 1
Rule 17: 00001700, Class:  0, CF:  1, Len:  2, Fitness_tra: 1
Rule 18: 31201101, Class:  0, CF:0.263682, Len:  6, Fitness_tra: 1
Rule 19: 93512751, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 5c21219c, Class:  0, CF:  1, Len:  8, Fitness_tra: 0
Rule 21: 82d5bb3c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 18112238, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 15d4471c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3112b212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 112232e8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 51827451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 221c7491, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: c1517be1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 8151b2e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: e11211ec, Class:  1, CF:0.227821, Len:  8, Fitness_tra: 0
Rule 41: 88547232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 56d114e1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 81427b32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 00000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
