------Generation 0------
Rule  1: f3118e5515e117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 24: 0000000000030000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 26: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9f86254254f23113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6f56114112a1d142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1913131517121161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11211b34311f2f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1321117417671111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b1d6f6335d12d711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 23115113222211a4, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 38: 1145c13ba1631f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111321211113f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 415f1912172255f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3613131311121441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21132d91f1311832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5336f61591911117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3f16291c87121225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11497511a961181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1f71b19133311887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1a91211151651254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f111812c1b12924c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 837d213b61f3d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 232f1351521457ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1f734d5161113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 71165155124c113b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2a6f5f7359f5e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3321714c1b311142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1123191581123411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: c15a598172c71117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1111413561331294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 415f6e35118221f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 731a311157141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5111154431a11872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1a132118311132e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3313152241121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 16131d15a165e592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 131111221815111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 66511d115b623272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 315115181bb45131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1351115531115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1f4315653111521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 8331111511611772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631f131111115124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2611415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5f134d1132f1d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3316133335629b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21225212f5e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1f11113154211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2f40410019110007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fa3121721132d21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5001020241450a66, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 81: 113393533d611442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111315213d31181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f090000020920b00, Class:  5, CF:0.180976, Len:  6, Fitness_tra: -2
Rule 84: 4113531554c21cf8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2313331115181742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4e8a535114149414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1fd3212127373111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 331f13155b11111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0500000000900000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a1e751838316117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5141713741115694, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00531512211c0700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f01181200092083c, Class:  0, CF:0.9974, Len: 11, Fitness_tra: -2
Rule 94: a033890062271200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1f0000000b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000100611021, Class:  2, CF:0.16919, Len:  6, Fitness_tra: -1
Rule 97: 5000000000d50000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1f70b09630001000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b01604305dd2ea06, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fa01e0d20b0018a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.5217
------Result------
Miss_rate(tra)	:61.5217
Miss_rate(tst)	:63.1818
ARL				:8

------Generation 90------
Rule  1: 5000711611010000, Class:  6, CF:0.730303, Len:  8, Fitness_tra: 52
Rule  2: 09000a0000000000, Class:  0, CF:0.695052, Len:  2, Fitness_tra: 40
Rule  3: a131892222171221, Class:  1, CF:0.872197, Len: 16, Fitness_tra: 36
Rule  4: 1e01000ce4400110, Class:  4, CF:0.912189, Len:  9, Fitness_tra: 27
Rule  5: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 10
Rule  6: 501104000dd20a06, Class:  9, CF:0.977371, Len:  9, Fitness_tra: 11
Rule  7: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 8
Rule  8: 00000f0005000000, Class:  0, CF:0.896825, Len:  2, Fitness_tra: 6
Rule  9: 000a000000000000, Class:  0, CF:0.690476, Len:  1, Fitness_tra: 5
Rule 10: 5000000000d50900, Class:  8, CF:0.915683, Len:  4, Fitness_tra: 5
Rule 11: 0001060300ac4000, Class:  5, CF:  1, Len:  6, Fitness_tra: 4
Rule 12: 111121183b113031, Class:  5, CF:  1, Len: 15, Fitness_tra: 3
Rule 13: f090000000980700, Class:  5, CF:  1, Len:  5, Fitness_tra: 2
Rule 14: e000000090090c00, Class:  4, CF:0.94757, Len:  4, Fitness_tra: 2
Rule 15: 4009004000090000, Class:  4, CF:0.242087, Len:  4, Fitness_tra: 2
Rule 16: 7111513321321294, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 17: 1013110054213000, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: e000110531010bb0, Class:  5, CF:  1, Len:  9, Fitness_tra: 1
Rule 19: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 20: 000000b00000f000, Class:  1, CF:0.402319, Len:  2, Fitness_tra: 0
Rule 21: 152210000000e15b, Class:  2, CF:0.54253, Len:  9, Fitness_tra: -2
Rule 22: 511124002dd21a16, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 23: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 24: 0000000000030000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 26: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9f86254254f23113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6f56114112a1d142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1913131517121161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11211b34311f2f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1321117417671111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b1d6f6335d12d711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 23115113222211a4, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 38: 1145c13ba1631f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111321211113f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 415f1912172255f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3613131311121441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21132d91f1311832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5336f61591911117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3f16291c87121225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11497511a961181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1f71b19133311887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1a91211151651254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f111812c1b12924c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 837d213b61f3d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 232f1351521457ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1f734d5161113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 71165155124c113b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2a6f5f7359f5e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3321714c1b311142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1123191581123411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: c15a598172c71117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1111413561331294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 415f6e35118221f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 731a311157141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5111154431a11872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1a132118311132e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3313152241121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 16131d15a165e592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 131111221815111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 66511d115b623272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 315115181bb45131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1351115531115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1f4315653111521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 8331111511611772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631f131111115124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2611415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5f134d1132f1d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3316133335629b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21225212f5e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1f11113154211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2f40410019110007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fa3121721132d21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5001020241450a66, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 81: 113393533d611442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111315213d31181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f090000020920b00, Class:  5, CF:0.180976, Len:  6, Fitness_tra: -2
Rule 84: 4113531554c21cf8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2313331115181742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4e8a535114149414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1fd3212127373111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 331f13155b11111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0500000000900000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a1e751838316117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5141713741115694, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00531512211c0700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f01181200092083c, Class:  0, CF:0.9974, Len: 11, Fitness_tra: -2
Rule 94: a033890062271200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1f0000000b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000100611021, Class:  2, CF:0.16919, Len:  6, Fitness_tra: -1
Rule 97: 5000000000d50000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1f70b09630001000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b01604305dd2ea06, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fa01e0d20b0018a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.5217
------Result------
Miss_rate(tra)	:61.5217
Miss_rate(tst)	:63.1818
ARL				:8

------Generation 100------
Rule  1: 5000711611010000, Class:  6, CF:0.730303, Len:  8, Fitness_tra: 52
Rule  2: 09000a0000000000, Class:  0, CF:0.695052, Len:  2, Fitness_tra: 40
Rule  3: a131892222171221, Class:  1, CF:0.872197, Len: 16, Fitness_tra: 36
Rule  4: 1e01000ce4400110, Class:  4, CF:0.912189, Len:  9, Fitness_tra: 27
Rule  5: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 10
Rule  6: 501104000dd20a06, Class:  9, CF:0.977371, Len:  9, Fitness_tra: 11
Rule  7: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 8
Rule  8: 00000f0005000000, Class:  0, CF:0.896825, Len:  2, Fitness_tra: 6
Rule  9: 000a000000000000, Class:  0, CF:0.690476, Len:  1, Fitness_tra: 5
Rule 10: 5000000000d50900, Class:  8, CF:0.915683, Len:  4, Fitness_tra: 5
Rule 11: 0001060300ac4000, Class:  5, CF:  1, Len:  6, Fitness_tra: 4
Rule 12: 111121183b113031, Class:  5, CF:  1, Len: 15, Fitness_tra: 3
Rule 13: f090000000980700, Class:  5, CF:  1, Len:  5, Fitness_tra: 2
Rule 14: e000000090090c00, Class:  4, CF:0.94757, Len:  4, Fitness_tra: 2
Rule 15: 4009004000090000, Class:  4, CF:0.242087, Len:  4, Fitness_tra: 2
Rule 16: 7111513321321294, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 17: 1013110054213000, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: e000110531010bb0, Class:  5, CF:  1, Len:  9, Fitness_tra: 1
Rule 19: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 20: 000000b00000f000, Class:  1, CF:0.402319, Len:  2, Fitness_tra: 0
Rule 21: 152210000000e15b, Class:  2, CF:0.54253, Len:  9, Fitness_tra: -2
Rule 22: 511124002dd21a16, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 23: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 24: 0000000000030000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 26: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 13e139184411523b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 9f86254254f23113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 6f56114112a1d142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 1913131517121161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 11211b34311f2f45, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1321117417671111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b1d6f6335d12d711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 23115113222211a4, Class:  0, CF:  1, Len: 16, Fitness_tra: 0
Rule 38: 1145c13ba1631f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 1111321211113f13, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 415f1912172255f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 3613131311121441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 21132d91f1311832, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 5336f61591911117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3f16291c87121225, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 11497511a961181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1f71b19133311887, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1a91211151651254, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: f111812c1b12924c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 837d213b61f3d61e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 232f1351521457ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1f734d5161113131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 71165155124c113b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2a6f5f7359f5e211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 3321714c1b311142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1123191581123411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: c15a598172c71117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 1111413561331294, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 415f6e35118221f5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 731a311157141115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 5111154431a11872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 1a132118311132e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3313152241121212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 16131d15a165e592, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 131111221815111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 66511d115b623272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 315115181bb45131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1351115531115bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1f4315653111521b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 8331111511611772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 631f131111115124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2611415d19111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 5f134d1132f1d121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 3316133335629b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 21225212f5e11111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1f11113154211111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2f40410019110007, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fa3121721132d21c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 5001020241450a66, Class:  9, CF:  1, Len: 11, Fitness_tra: 1
Rule 81: 113393533d611442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 111315213d31181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: f090000020920b00, Class:  5, CF:0.180976, Len:  6, Fitness_tra: -2
Rule 84: 4113531554c21cf8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2313331115181742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 4e8a535114149414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1fd3212127373111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 331f13155b11111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0500000000900000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1a1e751838316117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5141713741115694, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 00531512211c0700, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: f01181200092083c, Class:  0, CF:0.9974, Len: 11, Fitness_tra: -2
Rule 94: a033890062271200, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1f0000000b000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0000000100611021, Class:  2, CF:0.16919, Len:  6, Fitness_tra: -1
Rule 97: 5000000000d50000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1f70b09630001000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b01604305dd2ea06, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: fa01e0d20b0018a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:61.5217
------Result------
Miss_rate(tra)	:61.5217
Miss_rate(tst)	:63.1818
ARL				:8

------Generation 200------
Rule  1: 5000711611010000, Class:  6, CF:0.730303, Len:  8, Fitness_tra: 52
Rule  2: 09000a0000000000, Class:  0, CF:0.695052, Len:  2, Fitness_tra: 40
Rule  3: a131892222171221, Class:  1, CF:0.872197, Len: 16, Fitness_tra: 36
Rule  4: 1e01000ce4400110, Class:  4, CF:0.912189, Len:  9, Fitness_tra: 27
Rule  5: 09000000000b0009, Class:  8, CF:0.231892, Len:  3, Fitness_tra: 10
Rule  6: 501104000dd20a06, Class:  9, CF:0.977371, Len:  9, Fitness_tra: 11
Rule  7: 0000e00600000000, Class:  8, CF:0.62494, Len:  2, Fitness_tra: 8
Rule  8: 00000f0005000000, Class:  0, CF:0.896825, Len:  2, Fitness_tra: 6
Rule  9: 000a000000000000, Class:  0, CF:0.690476, Len:  1, Fitness_tra: 5
Rule 10: 5000000000d50900, Class:  8, CF:0.915683, Len:  4, Fitness_tra: 5
Rule 11: 0001060300ac4000, Class:  5, CF:  1, Len:  6, Fitness_tra: 4
Rule 12: 111121183b113031, Class:  5, CF:  1, Len: 15, Fitness_tra: 3
Rule 13: f090000000980700, Class:  5, CF:  1, Len:  5, Fitness_tra: 2
Rule 14: e000000090090c00, Class:  4, CF:0.94757, Len:  4, Fitness_tra: 2
Rule 15: 4009004000090000, Class:  4, CF:0.242087, Len:  4, Fitness_tra: 2
Rule 16: 7111513321321294, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
Rule 17: 1013110054213000, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 18: e000110531010bb0, Class:  5, CF:  1, Len:  9, Fitness_tra: 1
Rule 19: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 20: 000000b00000f000, Class:  1, CF:0.402319, Len:  2, Fitness_tra: 0
Rule 21: 152210000000e15b, Class:  2, CF:0.54253, Len:  9, Fitness_tra: -2
Rule 22: 511124002dd21a16, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 23: 511131002dd2daf6, Class:  9, CF:  1, Len: 14, Fitness_tra: 0
Rule 24: 0000000000030000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 211131122d12daf6, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 26: 5143711711115641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2156331e11121417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b32a11f139152117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 212f191211221ca8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
