------Generation 0------
Rule  1: 1313b28b31153613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 962f193514221916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13166115115b2118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a16111531619127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 16151857712d1136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0605000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 231f311131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1f23153bb2113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1141b21261f15f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111f6a9515118712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: ffe3191d21121122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1a51251231153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311611311115111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1111311211711f61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 61312d2c171b1c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1553361a69151134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0080000000000067, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 761af3e112142868, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2141915224495a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: ff311578b4111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 163af33151412512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 16516e915b111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21112b17153f1371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21b521db12613126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3111191812b11513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2121115bb14381a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 831a6e9535145711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113f19112322b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a111175183c6812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1356a319512c1134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: f613591844821422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 116f362155381142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1311111b1111a616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 513631e335122bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1125111b111351f1, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule 84: 91267174d4a21133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6a1f23111d115444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1313111711111f41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000020600000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000e80700, Class:  4, CF:0.240935, Len:  3, Fitness_tra: -15
Rule 89: 7153111131f4d114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 431113d131f2d271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 138513195126d16f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 102f492206353100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 192210020001c870, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 435f395513323917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0590018b20212811, Class:  8, CF:  1, Len: 12, Fitness_tra: 0
Rule 96: 1553311a61651164, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3196213511158113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 63c063180c145711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 160970300002a8e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: ba3f16221e122c72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.2609
------Result------
Miss_rate(tra)	:73.2609
Miss_rate(tst)	:75
ARL				:11.3333

------Generation 100------
Rule  1: 05000f0050000000, Class:  0, CF:0.995693, Len:  3, Fitness_tra: 55
Rule  2: 4115111163111151, Class:  2, CF:0.957997, Len: 16, Fitness_tra: 38
Rule  3: 0009f00f00000020, Class:  0, CF:0.794354, Len:  4, Fitness_tra: 14
Rule  4: 4009000000030800, Class:  8, CF:0.593219, Len:  4, Fitness_tra: 13
Rule  5: 117e11153131515b, Class:  2, CF:  1, Len: 16, Fitness_tra: 10
Rule  6: 092e0000000dc800, Class:  4, CF:0.593441, Len:  6, Fitness_tra: 2
Rule  7: 11b15512142116af, Class:  9, CF:0.0775585, Len: 16, Fitness_tra: 0
Rule  8: 1111f111551127b1, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 61c003100c105011, Class:  8, CF:  1, Len: 10, Fitness_tra: 4
Rule 10: 1111e35111125464, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 11214122223191b4, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 12: 5643551b72211faf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 165e211831651114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 131f165515125b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11811147111ea316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1316211514148513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 232e15d535116812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1113f11587121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1385111b71261a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 461131dd141218a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3313412152641211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5131111122721111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1a21114294f15572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1f23211112a13267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7691f11522212811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 21131511b2211114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 451133616311611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 31312319151211b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 561341b12191ac17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11111f36f9111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11d619181212d1a8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11119e513da25127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000f093000020900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6f1121b124121228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1359118316653114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1953319111141147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1148c7e2a131161e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 235a6a11111b1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: a6112328171b5141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 232f16ff111d2c5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2a15141b62fe5641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111131112141111, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 43: 4351315515323247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1113111242171181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1621581bb1111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 411a16a131125211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1e31355141115217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111331a19311274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 161f193961621712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 962f193514221916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13166115115b2118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a16111531619127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 16151857712d1136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0605000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 231f311131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1f23153bb2113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1141b21261f15f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111f6a9515118712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: ffe3191d21121122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1a51251231153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311611311115111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1111311211711f61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 61312d2c171b1c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1553361a69151134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0080000000000067, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 761af3e112142868, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2141915224495a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: ff311578b4111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 163af33151412512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 16516e915b111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21112b17153f1371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21b521db12613126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3111191812b11513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2121115bb14381a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 831a6e9535145711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113f19112322b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a111175183c6812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1356a319512c1134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: f613591844821422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 116f362155381142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1311111b1111a616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 513631e335122bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1125111b111351f1, Class:  6, CF:  1, Len: 16, Fitness_tra: 1
Rule 84: 91267174d4a21133, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6a1f23111d115444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1313111711111f41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000020600000, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000e80700, Class:  4, CF:0.240935, Len:  3, Fitness_tra: -15
Rule 89: 7153111131f4d114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 431113d131f2d271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 138513195126d16f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 102f492206353100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 192210020001c870, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 435f395513323917, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0590018b20212811, Class:  8, CF:  1, Len: 12, Fitness_tra: 0
Rule 96: 1553311a61651164, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 3196213511158113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 63c063180c145711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 160970300002a8e2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: ba3f16221e122c72, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:73.2609
------Result------
Miss_rate(tra)	:73.2609
Miss_rate(tst)	:75
ARL				:11.3333

------Generation 200------
Rule  1: 05000f0050000000, Class:  0, CF:0.995693, Len:  3, Fitness_tra: 55
Rule  2: 4115111163111151, Class:  2, CF:0.957997, Len: 16, Fitness_tra: 38
Rule  3: 0009f00f00000020, Class:  0, CF:0.794354, Len:  4, Fitness_tra: 16
Rule  4: 4009000000030800, Class:  8, CF:0.593219, Len:  4, Fitness_tra: 19
Rule  5: 117e11153131515b, Class:  2, CF:  1, Len: 16, Fitness_tra: 10
Rule  6: 61c003100c105011, Class:  8, CF:  1, Len: 10, Fitness_tra: 4
Rule  7: 092e0000000dc800, Class:  4, CF:0.593441, Len:  6, Fitness_tra: 2
Rule  8: 1111f111551127b1, Class:  9, CF:  1, Len: 16, Fitness_tra: 1
Rule  9: 1125111b111351f1, Class:  6, CF:  1, Len: 16, Fitness_tra: 0
Rule 10: 1111e35111125464, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 11: 11b15512142116af, Class:  9, CF:0.0775585, Len: 16, Fitness_tra: 5
Rule 12: 5643551b72211faf, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 165e211831651114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 131f165515125b42, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 11811147111ea316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 1316211514148513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 232e15d535116812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 1113f11587121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1385111b71261a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 461131dd141218a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 3313412152641211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 5131111122721111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1a21114294f15572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1f23211112a13267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7691f11522212811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 21131511b2211114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 451133616311611b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 31312319151211b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 561341b12191ac17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 11111f36f9111144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 11d619181212d1a8, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 11119e513da25127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 000f093000020900, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 6f1121b124121228, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 1359118316653114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1953319111141147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1148c7e2a131161e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 235a6a11111b1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: a6112328171b5141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 232f16ff111d2c5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2a15141b62fe5641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111131112141111, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 43: 4351315515323247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1113111242171181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1621581bb1111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 411a16a131125211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1e31355141115217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111331a19311274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 161f193961621712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 962f193514221916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13166115115b2118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a16111531619127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 16151857712d1136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0605000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 231f311131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1f23153bb2113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1141b21261f15f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 111f6a9515118712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: ffe3191d21121122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1a51251231153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 311611311115111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1111311211711f61, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 61312d2c171b1c21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1553361a69151134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0080000000000067, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 761af3e112142868, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2141915224495a6f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: ff311578b4111212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 163af33151412512, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 16516e915b111165, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 21112b17153f1371, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 21b521db12613126, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 3111191812b11513, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 2121115bb14381a6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 831a6e9535145711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 1113f19112322b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1a111175183c6812, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1356a319512c1134, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: f613591844821422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 116f362155381142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 135133e1611182b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 2321253511113854, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 13c55214711111f1, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 84: 0000009005000000, Class:  1, CF:0.0530085, Len:  2, Fitness_tra: -18
Rule 85: 7a261f63e1511281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 3311511115625112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: b31f1a31111111a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 113f1111f312341b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 5000000000000407, Class:  6, CF:0.967724, Len:  3, Fitness_tra: 69
Rule 90: 7311319151c11531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 461158ddb41118a3, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 11851941731e1351, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 10791115e0330850, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 262a6011101dc811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1922e35201a25474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 0191e13511155164, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 2323161f1121b9ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 05600f1038215150, Class:  5, CF:  1, Len: 11, Fitness_tra: 3
Rule 99: 19533a9111141147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 5393511152611291, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.3043
------Result------
Miss_rate(tra)	:66.3043
Miss_rate(tst)	:67.7273
ARL				:10.6875

------Generation 300------
Rule  1: 5000000000000407, Class:  6, CF:0.967724, Len:  3, Fitness_tra: 70
Rule  2: 05000f0050000000, Class:  0, CF:0.995693, Len:  3, Fitness_tra: 34
Rule  3: 11095212042316af, Class:  3, CF:0.856286, Len: 14, Fitness_tra: 52
Rule  4: 4115111163111151, Class:  2, CF:0.957997, Len: 16, Fitness_tra: 37
Rule  5: 4009000000030800, Class:  8, CF:0.593219, Len:  4, Fitness_tra: 18
Rule  6: 0009f00f00000020, Class:  0, CF:0.794354, Len:  4, Fitness_tra: 10
Rule  7: 0009521204231baf, Class:  3, CF:0.770086, Len: 12, Fitness_tra: 10
Rule  8: 117e11153131515b, Class:  2, CF:  1, Len: 16, Fitness_tra: 9
Rule  9: 107152120421165f, Class:  1, CF:0.974942, Len: 14, Fitness_tra: 7
Rule 10: 0000900d00f40b00, Class:  2, CF:  1, Len:  5, Fitness_tra: 8
Rule 11: 0500000000dd0800, Class:  4, CF:0.611841, Len:  4, Fitness_tra: -3
Rule 12: 000a000000000000, Class:  0, CF:0.790323, Len:  1, Fitness_tra: 7
Rule 13: e0000000000308d0, Class:  8, CF:0.875137, Len:  4, Fitness_tra: 7
Rule 14: 0e00000e0900000b, Class:  9, CF:0.924246, Len:  4, Fitness_tra: 2
Rule 15: 01c00f000c100010, Class:  8, CF:0.859235, Len:  6, Fitness_tra: 6
Rule 16: 0060990020207000, Class:  7, CF:0.184134, Len:  6, Fitness_tra: 4
Rule 17: 156000805821c080, Class:  4, CF:0.986311, Len: 10, Fitness_tra: 0
Rule 18: 902e19e514030a66, Class:  9, CF:0.997438, Len: 13, Fitness_tra: 0
Rule 19: 1300001000200080, Class:  1, CF:0.991297, Len:  5, Fitness_tra: 3
Rule 20: 008e6e3000020067, Class:  5, CF:0.888824, Len:  8, Fitness_tra: 5
Rule 21: 0590060000000000, Class:  8, CF:  1, Len:  3, Fitness_tra: 4
Rule 22: 05600f1038215150, Class:  5, CF:  1, Len: 11, Fitness_tra: 3
Rule 23: 1500001050060080, Class:  7, CF:0.037161, Len:  6, Fitness_tra: 3
Rule 24: 5001800050020400, Class:  9, CF:0.944862, Len:  6, Fitness_tra: -2
Rule 25: 11b15512142116af, Class:  9, CF:0.0775585, Len: 16, Fitness_tra: 2
Rule 26: 61c003100c105011, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 27: 1685001001260060, Class:  8, CF:  1, Len:  9, Fitness_tra: 1
Rule 28: 31012010004214b4, Class:  0, CF:0.998487, Len: 11, Fitness_tra: 0
Rule 29: 1580508050271184, Class:  7, CF:  1, Len: 12, Fitness_tra: 1
Rule 30: 1685401001240060, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 31: ff00000000000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 32: 156000105821c080, Class:  4, CF:0.989446, Len: 10, Fitness_tra: 1
Rule 33: 10016e3050021260, Class:  9, CF:  1, Len: 10, Fitness_tra: 1
Rule 34: 11705c103421d059, Class:  5, CF:  1, Len: 13, Fitness_tra: 1
Rule 35: 1a16104001619424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1953319111141147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 1148c7e2a131161e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 235a6a11111b1811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: a6112328171b5141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 232f16ff111d2c5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 2a15141b62fe5641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 1111131112141111, Class:  8, CF:  1, Len: 16, Fitness_tra: 0
Rule 43: 4351315515323247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 1113111242171181, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1621581bb1111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 411a16a131125211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1e31355141115217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1111331a19311274, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 161f193961621712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 962f193514221916, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 13166115115b2118, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a16111531619127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 16151857712d1136, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0605000000600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 231f311131121131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 1f23153bb2113111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 1141b21261f15f11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
