------Generation 0------
Rule  1: 669f20b000e00b20, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0111525b2511110f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111914710211120f, Class:  2, CF:0.846776, Len: 14, Fitness_tra: 0
Rule 44: 500020400004d00c, Class:  8, CF:0.898375, Len:  6, Fitness_tra: 0
Rule 45: 1a11414c54615572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 3121113b22151113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a1127111536c321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 11116123196111bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: f15611151132512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2353115915311412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1a111511db121841, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1131631d2c712162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6a161111353184b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1311211111191117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000a00020030000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0500060050000000, Class:  0, CF:0.950632, Len:  0, Fitness_tra: 0
Rule 88: 21111f2351613214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1f164111823cf232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 118631193d11921b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2513161119121b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1a11325454115372, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0018017202200170, Class:  4, CF:0.0124659, Len:  9, Fitness_tra: 7
Rule 95: 0110a10120001800, Class:  0, CF:0.695187, Len:  8, Fitness_tra: 0
Rule 96: 00009f1009020400, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1121113b12a51110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0002c10102000000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0e02c0e700301870, Class:  8, CF:0.886364, Len:  9, Fitness_tra: 0
Rule100: 00009f1033080100, Class:  5, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:38.913
------Result------
Miss_rate(tra)	:38.913
Miss_rate(tst)	:34.5455
ARL				:9.74468

------Generation 80------
Rule  1: 021010110a211010, Class:  6, CF:0.835172, Len: 10, Fitness_tra: 65
Rule  2: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 48
Rule  3: 020000000000000c, Class:  7, CF:0.0980895, Len:  2, Fitness_tra: 35
Rule  4: 1019100012101626, Class:  2, CF:0.578902, Len: 11, Fitness_tra: 30
Rule  5: b918111122901140, Class:  4, CF:0.773009, Len: 14, Fitness_tra: 30
Rule  6: 011050502521810f, Class:  1, CF:0.828427, Len: 11, Fitness_tra: 27
Rule  7: 090050500c070000, Class:  3, CF:0.114125, Len:  5, Fitness_tra: 25
Rule  8: 0514511011101002, Class:  5, CF:0.922995, Len: 11, Fitness_tra: 24
Rule  9: 0009b00000001800, Class:  8, CF:0.659277, Len:  4, Fitness_tra: 12
Rule 10: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 12
Rule 11: 2010101009171100, Class:  9, CF:0.841857, Len:  9, Fitness_tra: 13
Rule 12: a90055400b070041, Class:  3, CF:0.853649, Len:  9, Fitness_tra: 10
Rule 13: 0520261011820000, Class:  8, CF:  1, Len:  9, Fitness_tra: 9
Rule 14: 5000004000040850, Class:  8, CF:0.961694, Len:  5, Fitness_tra: 9
Rule 15: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 8
Rule 16: 05111e1217111113, Class:  5, CF:  1, Len: 15, Fitness_tra: 8
Rule 17: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 8
Rule 18: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 7
Rule 19: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 6
Rule 20: 5019100012040656, Class:  4, CF:0.781723, Len: 10, Fitness_tra: 6
Rule 21: 0021155d02201113, Class:  9, CF:0.699502, Len: 12, Fitness_tra: 6
Rule 22: 6111010250049021, Class:  1, CF:0.99956, Len: 11, Fitness_tra: 5
Rule 23: 00005060090204a0, Class:  9, CF:0.967178, Len:  6, Fitness_tra: 5
Rule 24: 00e000000e000000, Class:  9, CF:0.652778, Len:  2, Fitness_tra: 5
Rule 25: 1112c171a131120f, Class:  2, CF:  1, Len: 15, Fitness_tra: 5
Rule 26: 1919111122101140, Class:  4, CF:0.961711, Len: 14, Fitness_tra: 5
Rule 27: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 4
Rule 28: 0500a0101e080003, Class:  9, CF:  1, Len:  7, Fitness_tra: 4
Rule 29: 011112501211112f, Class:  1, CF:0.65424, Len: 14, Fitness_tra: 4
Rule 30: 41153212112326a3, Class:  9, CF:0.736868, Len: 16, Fitness_tra: 4
Rule 31: 000095e102081000, Class:  1, CF:0.43201, Len:  7, Fitness_tra: 3
Rule 32: 011801015000000e, Class:  0, CF:0.970935, Len:  7, Fitness_tra: 3
Rule 33: 1111451231611121, Class:  1, CF:0.950989, Len: 16, Fitness_tra: 3
Rule 34: 0501a0001205111f, Class:  4, CF:0.604085, Len: 10, Fitness_tra: 3
Rule 35: 0600000000000023, Class:  1, CF:0.707662, Len:  3, Fitness_tra: 3
Rule 36: 5000000f00000000, Class:  8, CF:0.0412777, Len:  2, Fitness_tra: 3
Rule 37: 0500a0001e010103, Class:  9, CF:0.950518, Len:  7, Fitness_tra: 2
Rule 38: 60188f0000000001, Class:  8, CF:0.875106, Len:  6, Fitness_tra: 2
Rule 39: 112152c112a11110, Class:  1, CF:0.674772, Len: 15, Fitness_tra: 2
Rule 40: 00009f1073080000, Class:  8, CF:0.716513, Len:  6, Fitness_tra: 1
Rule 41: 1111318311119211, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 42: 50002040b004d00c, Class:  8, CF:0.989881, Len:  7, Fitness_tra: 1
Rule 43: 0600700000000000, Class:  8, CF:0.193742, Len:  2, Fitness_tra: 1
Rule 44: 0000560050000000, Class:  0, CF:0.958281, Len:  3, Fitness_tra: 1
Rule 45: 022000000e050000, Class:  9, CF:0.0660122, Len:  4, Fitness_tra: 1
Rule 46: 00009f0003080000, Class:  8, CF:0.615828, Len:  4, Fitness_tra: 1
Rule 47: 0d0e0000b0d00c00, Class:  8, CF:0.886259, Len:  5, Fitness_tra: 1
Rule 48: d919511112211112, Class:  5, CF:0.576167, Len: 16, Fitness_tra: 1
Rule 49: 1118817120101220, Class:  5, CF:  1, Len: 13, Fitness_tra: 1
Rule 50: 7118847100100201, Class:  5, CF:0.771632, Len: 11, Fitness_tra: 0
Rule 51: 1a1319b144121c12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1a11151131611531, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 411631115d211137, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 13a6161359615221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 8123711b11311a8f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 2641111211a31323, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 211396116d321b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 75839a6f391d1117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 211a611551111d19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1113121412115129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: aa53136131685171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 112f9ed514123431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: ca19bd353315123b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 16211111a111111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 6313132c27315818, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1313731311111112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 15161352421494a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: b31a3111613c9217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 71531a11151c143b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1336114e59a51411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 000000000e000020, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 112010621a211110, Class:  6, CF:0.999597, Len: 13, Fitness_tra: 1
Rule 93: 60188f0000000001, Class:  8, CF:0.875106, Len:  0, Fitness_tra: 0
Rule 94: 0111c21002093c00, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 1111101009111101, Class:  1, CF:0.785044, Len: 12, Fitness_tra: 1
Rule 96: 090090000200100c, Class:  7, CF:0.793016, Len:  5, Fitness_tra: 7
Rule 97: 08288f5005000003, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 451913aa191d5281, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 05000600502e100e, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule100: d010005120201190, Class:  8, CF:0.526536, Len:  9, Fitness_tra: 1
------Current------
Miss_rate(tra)	:30.4348
------Result------
Miss_rate(tra)	:30.4348
Miss_rate(tst)	:22.2727
ARL				:8.76786

------Generation 90------
Rule  1: 021010110a211010, Class:  6, CF:0.835172, Len: 10, Fitness_tra: 66
Rule  2: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 46
Rule  3: 020000000000000c, Class:  7, CF:0.0980895, Len:  2, Fitness_tra: 36
Rule  4: 090050500c070000, Class:  3, CF:0.114125, Len:  5, Fitness_tra: 35
Rule  5: 011050502521810f, Class:  1, CF:0.828427, Len: 11, Fitness_tra: 29
Rule  6: 1019100012101626, Class:  2, CF:0.578902, Len: 11, Fitness_tra: 27
Rule  7: b918111122901140, Class:  4, CF:0.773009, Len: 14, Fitness_tra: 27
Rule  8: 0514511011101002, Class:  5, CF:0.922995, Len: 11, Fitness_tra: 25
Rule  9: 2010101009171100, Class:  9, CF:0.841857, Len:  9, Fitness_tra: 13
Rule 10: 0009b00000001800, Class:  8, CF:0.659277, Len:  4, Fitness_tra: 12
Rule 11: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 12
Rule 12: a90055400b070041, Class:  3, CF:0.853649, Len:  9, Fitness_tra: 10
Rule 13: 0520261011820000, Class:  8, CF:  1, Len:  9, Fitness_tra: 9
Rule 14: 5000004000040850, Class:  8, CF:0.961694, Len:  5, Fitness_tra: 9
Rule 15: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule 16: 05111e1217111113, Class:  5, CF:  1, Len: 15, Fitness_tra: 8
Rule 17: 090090000200100c, Class:  7, CF:0.793016, Len:  5, Fitness_tra: 7
Rule 18: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 8
Rule 19: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 7
Rule 20: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 6
Rule 21: 5019100012040656, Class:  4, CF:0.781723, Len: 10, Fitness_tra: 6
Rule 22: 0021155d02201113, Class:  9, CF:0.699502, Len: 12, Fitness_tra: 5
Rule 23: 6111010250049021, Class:  1, CF:0.99956, Len: 11, Fitness_tra: 5
Rule 24: 00e000000e000000, Class:  9, CF:0.652778, Len:  2, Fitness_tra: 5
Rule 25: 1112c171a131120f, Class:  2, CF:  1, Len: 15, Fitness_tra: 5
Rule 26: 1919111122101140, Class:  4, CF:0.961711, Len: 14, Fitness_tra: 4
Rule 27: 00005060090204a0, Class:  9, CF:0.967178, Len:  6, Fitness_tra: 4
Rule 28: 0500a0101e080003, Class:  9, CF:  1, Len:  7, Fitness_tra: 4
Rule 29: 011112501211112f, Class:  1, CF:0.65424, Len: 14, Fitness_tra: 4
Rule 30: 41153212112326a3, Class:  9, CF:0.736868, Len: 16, Fitness_tra: 4
Rule 31: 5009500002001656, Class:  2, CF:0.725687, Len:  8, Fitness_tra: 4
Rule 32: 011801015000000e, Class:  0, CF:0.970935, Len:  7, Fitness_tra: 3
Rule 33: 1111451231611121, Class:  1, CF:0.950989, Len: 16, Fitness_tra: 2
Rule 34: 0501a0001205111f, Class:  4, CF:0.604085, Len: 10, Fitness_tra: 3
Rule 35: 0600000000000023, Class:  1, CF:0.707662, Len:  3, Fitness_tra: 3
Rule 36: 5000000f00000000, Class:  8, CF:0.0412777, Len:  2, Fitness_tra: 3
Rule 37: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: 2
Rule 38: 0500a0001e010103, Class:  9, CF:0.950518, Len:  7, Fitness_tra: 2
Rule 39: 090050800d070000, Class:  9, CF:0.160444, Len:  5, Fitness_tra: 2
Rule 40: 60188f0000000001, Class:  8, CF:0.875106, Len:  6, Fitness_tra: 2
Rule 41: 0000000004070c08, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 42: 000095e104081000, Class:  1, CF:0.448458, Len:  7, Fitness_tra: 2
Rule 43: 000095e102081000, Class:  1, CF:0.43201, Len:  7, Fitness_tra: 2
Rule 44: 006030030d087000, Class:  4, CF:0.520956, Len:  6, Fitness_tra: 1
Rule 45: 0600700000000000, Class:  8, CF:0.193742, Len:  2, Fitness_tra: 1
Rule 46: 00009f0003080000, Class:  8, CF:0.615828, Len:  4, Fitness_tra: 1
Rule 47: 0d0e0000b0d00c00, Class:  8, CF:0.886259, Len:  5, Fitness_tra: 1
Rule 48: d919511112211112, Class:  5, CF:0.576167, Len: 16, Fitness_tra: 1
Rule 49: 1118817120101220, Class:  5, CF:  1, Len: 13, Fitness_tra: 1
Rule 50: d010005120201190, Class:  8, CF:0.526536, Len:  9, Fitness_tra: 1
Rule 51: 112010621a211110, Class:  6, CF:0.999597, Len: 13, Fitness_tra: 1
Rule 52: 1111101009111101, Class:  1, CF:0.785044, Len: 12, Fitness_tra: 0
Rule 53: 1111318311119211, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 54: 00009f1073080000, Class:  8, CF:0.716513, Len:  6, Fitness_tra: 1
Rule 55: 711e327111332603, Class:  1, CF:0.486493, Len: 15, Fitness_tra: 1
Rule 56: 00005060090704a0, Class:  9, CF:0.900565, Len:  6, Fitness_tra: 1
Rule 57: 0000560050000000, Class:  0, CF:0.958281, Len:  3, Fitness_tra: 0
Rule 58: 4514511e11101007, Class:  8, CF:0.998039, Len: 13, Fitness_tra: 1
Rule 59: 50002040b004d00c, Class:  8, CF:0.989881, Len:  7, Fitness_tra: 1
Rule 60: 112152c112a11110, Class:  1, CF:0.674772, Len: 15, Fitness_tra: 0
Rule 61: 73163e3817211535, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c3b5421b12a91a43, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 41191613a391d117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 711a3355511111a5, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 731631211162942b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 16d3191119a25271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 4e8311514c1b52f7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13936a33121254b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1113715461391641, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 162972c112ad111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: f1111e1217111113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 13332312221b5122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 311f1e1511428511, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13113191111117b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 1313151111111114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: af5645421b1b5c41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 1143211811331814, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 114e4d113565623b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 368341111e151117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 1e22c1e7a1311671, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111fa31111b11234, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 16111a1311e51427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: ff00000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1611112135f16114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0550000050000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 163a318655611172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1136151c42121117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000000026, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: aa138111211b1121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 000900000c000900, Class:  8, CF:0.0181974, Len:  3, Fitness_tra: 1
Rule 91: 05005060090501a0, Class:  9, CF:0.995558, Len:  7, Fitness_tra: 1
Rule 92: 1711101009111101, Class:  1, CF:  1, Len: 12, Fitness_tra: 2
Rule 93: 5a0a0000000c0850, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 0011100d1200169b, Class:  1, CF:0.900887, Len: 10, Fitness_tra: 2
Rule 95: 014010532228111f, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1989161122101146, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: d91050a002210012, Class:  8, CF:0.98941, Len: 10, Fitness_tra: -1
Rule 98: 7009b00000001800, Class:  8, CF:0.577503, Len:  5, Fitness_tra: 0
Rule 99: 1018817712141256, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 0100060050000000, Class:  0, CF:0.993389, Len:  3, Fitness_tra: 4
------Current------
Miss_rate(tra)	:29.2391
------Result------
Miss_rate(tra)	:29.2391
Miss_rate(tst)	:21.3636
ARL				:8.55224

------Generation 100------
Rule  1: 021010110a211010, Class:  6, CF:0.835172, Len: 10, Fitness_tra: 66
Rule  2: 0500060050000000, Class:  0, CF:0.950632, Len:  3, Fitness_tra: 46
Rule  3: 020000000000000c, Class:  7, CF:0.0980895, Len:  2, Fitness_tra: 36
Rule  4: 090050500c070000, Class:  3, CF:0.114125, Len:  5, Fitness_tra: 29
Rule  5: 1019100012101626, Class:  2, CF:0.578902, Len: 11, Fitness_tra: 37
Rule  6: 011050502521810f, Class:  1, CF:0.828427, Len: 11, Fitness_tra: 30
Rule  7: 0514511011101002, Class:  5, CF:0.922995, Len: 11, Fitness_tra: 25
Rule  8: b918111122901140, Class:  4, CF:0.773009, Len: 14, Fitness_tra: 18
Rule  9: 0500a0004c070003, Class:  4, CF:0.610144, Len:  6, Fitness_tra: 15
Rule 10: 0009b00000001800, Class:  8, CF:0.659277, Len:  4, Fitness_tra: 14
Rule 11: 2010101009171100, Class:  9, CF:0.841857, Len:  9, Fitness_tra: 12
Rule 12: 0009000000090c00, Class:  4, CF:0.889457, Len:  3, Fitness_tra: 12
Rule 13: a90055400b070041, Class:  3, CF:0.853649, Len:  9, Fitness_tra: 6
Rule 14: 5000004000040850, Class:  8, CF:0.961694, Len:  5, Fitness_tra: 10
Rule 15: 0520261011820000, Class:  8, CF:  1, Len:  9, Fitness_tra: 9
Rule 16: 05111e1217111113, Class:  5, CF:  1, Len: 15, Fitness_tra: 7
Rule 17: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 7
Rule 18: 090090000200100c, Class:  7, CF:0.793016, Len:  5, Fitness_tra: 7
Rule 19: 1918817100100400, Class:  5, CF:0.799351, Len: 10, Fitness_tra: 7
Rule 20: 050006005000000e, Class:  0, CF:0.999084, Len:  4, Fitness_tra: 6
Rule 21: 0021155d02201113, Class:  9, CF:0.699502, Len: 12, Fitness_tra: 5
Rule 22: 6111010250049021, Class:  1, CF:0.99956, Len: 11, Fitness_tra: 5
Rule 23: 00e000000e000000, Class:  9, CF:0.652778, Len:  2, Fitness_tra: 5
Rule 24: 1112c171a131120f, Class:  2, CF:  1, Len: 15, Fitness_tra: 5
Rule 25: 00005060090204a0, Class:  9, CF:0.967178, Len:  6, Fitness_tra: 4
Rule 26: 0500a0101e080003, Class:  9, CF:  1, Len:  7, Fitness_tra: 4
Rule 27: 011112501211112f, Class:  1, CF:0.65424, Len: 14, Fitness_tra: 4
Rule 28: 5009500002001656, Class:  2, CF:0.725687, Len:  8, Fitness_tra: 4
Rule 29: 0100060050000000, Class:  0, CF:0.993389, Len:  3, Fitness_tra: 4
Rule 30: 5000000f00000000, Class:  8, CF:0.0412777, Len:  2, Fitness_tra: 4
Rule 31: 111915112221111f, Class:  3, CF:0.263955, Len: 16, Fitness_tra: -4
Rule 32: d11915112221111f, Class:  9, CF:0.90718, Len: 16, Fitness_tra: 3
Rule 33: 011801015000000e, Class:  0, CF:0.970935, Len:  7, Fitness_tra: 3
Rule 34: 1919111122101140, Class:  4, CF:0.961711, Len: 14, Fitness_tra: 3
Rule 35: 0600000000000023, Class:  1, CF:0.707662, Len:  3, Fitness_tra: 3
Rule 36: 5019100012040656, Class:  4, CF:0.781723, Len: 10, Fitness_tra: 2
Rule 37: 0500a0001e010103, Class:  9, CF:0.950518, Len:  7, Fitness_tra: 2
Rule 38: 090050800d070000, Class:  9, CF:0.160444, Len:  5, Fitness_tra: 7
Rule 39: 60188f0000000001, Class:  8, CF:0.875106, Len:  6, Fitness_tra: 2
Rule 40: 0000000004070c08, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 41: 000095e104081000, Class:  1, CF:0.448458, Len:  7, Fitness_tra: 2
Rule 42: 000095e102081000, Class:  1, CF:0.43201, Len:  7, Fitness_tra: 2
Rule 43: 1111451231611121, Class:  1, CF:0.950989, Len: 16, Fitness_tra: 2
Rule 44: 1711101009111101, Class:  1, CF:  1, Len: 12, Fitness_tra: 2
Rule 45: 0011100d1200169b, Class:  1, CF:0.900887, Len: 10, Fitness_tra: 2
Rule 46: b910111009001440, Class:  4, CF:0.962932, Len: 10, Fitness_tra: 1
