------Generation 0------
Rule  1: 212a13195d31522b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 114a151511281113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0500000800942000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 16131171281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e13732113111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1619121122111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2113a11514121571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13211e51db221815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3326712111fcf111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13d381225b121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15211af6153d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1111252111f59157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 211313aa91d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111163511212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c151669568a15721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11112b11f1931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b31313511b11d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d11f615d12341b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 331a291111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 41b522376d362a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fa368911b4125122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 331611128b421111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4e1f511511221432, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1616131111111211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 090050500c070000, Class:  3, CF:0.176015, Len:  5, Fitness_tra: -1
Rule 85: 000f000900200b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0d0000050094c000, Class:  9, CF:0.0558193, Len:  5, Fitness_tra: -9
Rule 87: 1fd6131369121742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 11111613f1111222, Class:  5, CF:  1, Len: 16, Fitness_tra: 6
Rule 89: 0509000f0e3d0c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 165a6611d8222115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 111611390e811561, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 3fa11d1432125271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0e0250168021d031, Class:  7, CF:0.97564, Len: 11, Fitness_tra: 0
Rule 94: 1303511172130300, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 8f519328542252d1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 6813e11514421171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 1600053220058a0a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1145114552481183, Class:  1, CF:0.608361, Len: 16, Fitness_tra: 4
Rule 99: 1e00702013111167, Class:  6, CF:  1, Len: 12, Fitness_tra: 1
Rule100: 21112b1110951001, Class:  8, CF:0.758201, Len: 13, Fitness_tra: -1
------Current------
Miss_rate(tra)	:69.8913
------Result------
Miss_rate(tra)	:69.8913
Miss_rate(tst)	:65
ARL				:11.9231

------Generation 100------
Rule  1: 00000f0020000000, Class:  0, CF:0.847986, Len:  2, Fitness_tra: 42
Rule  2: 1900200001f50159, Class:  5, CF:  1, Len:  9, Fitness_tra: 26
Rule  3: 19151b4458111313, Class:  4, CF:0.991837, Len: 16, Fitness_tra: 13
Rule  4: 2911151324211683, Class:  4, CF:  1, Len: 16, Fitness_tra: 2
Rule  5: 090050160001d023, Class:  2, CF:0.996843, Len:  8, Fitness_tra: 9
Rule  6: 0000506009020400, Class:  9, CF:0.977374, Len:  5, Fitness_tra: 11
Rule  7: 0001101b12101a11, Class:  6, CF:0.876878, Len: 11, Fitness_tra: 11
Rule  8: 11111613f1111222, Class:  5, CF:  1, Len: 16, Fitness_tra: 6
Rule  9: 1145114552481183, Class:  1, CF:0.608361, Len: 16, Fitness_tra: 4
Rule 10: 0910210204253361, Class:  4, CF:0.939436, Len: 12, Fitness_tra: 3
Rule 11: 1e11932117215231, Class:  8, CF:  1, Len: 16, Fitness_tra: 6
Rule 12: 2111153121211633, Class:  9, CF:0.982502, Len: 16, Fitness_tra: 5
Rule 13: 1910250104233361, Class:  3, CF:0.934201, Len: 13, Fitness_tra: 21
Rule 14: 1e00702013111167, Class:  6, CF:  1, Len: 12, Fitness_tra: 0
Rule 15: 0910111394113387, Class:  8, CF:  1, Len: 14, Fitness_tra: 1
Rule 16: 111113b124111121, Class:  8, CF:0.961715, Len: 16, Fitness_tra: 0
Rule 17: 00006000020b0c08, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 18: 11141116b2821421, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 19: 1141151512481143, Class:  9, CF:0.301666, Len: 16, Fitness_tra: 2
Rule 20: 1125153212258aaa, Class:  9, CF:0.78745, Len: 16, Fitness_tra: 3
Rule 21: 11d480125b825121, Class:  1, CF:  1, Len: 15, Fitness_tra: 1
Rule 22: 31561318c7e4d872, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 000000000005030e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: ba50000080000008, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 3f511d1432125271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 1ade157217111c2c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: a1e31118b4821411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 83234112f535181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1321181b12111a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 2121754115656211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 191f111214223761, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 1316134511153117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 060f000090d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 5a81151114a115b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 133fee1115311744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1121411735161111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 152c5b611153c621, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 6f13857215311c32, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 050e000000204800, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 1311111172133316, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 1a16516119985174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2123b4116ca51f23, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 111a111315611b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 1615111142153a16, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 0900000000000009, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1a15115424418663, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 1123131f31111c11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 1f51151854121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 090000000000d003, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: c6151111111d81ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 335111711835181b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 6356c5b11b641221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 6313111333111147, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: ba0030000000000d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 962115119b31f116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 13211712f19a2121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 6313731333311217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 132e2db41b611541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 6336131511121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 114a151511281113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0500000800942000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 16131171281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 3e13732113111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1619121122111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 2113a11514121571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 13211e51db221815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 3326712111fcf111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 13d381225b121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 15211af6153d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 1111252111f59157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 211313aa91d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1111163511212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: c151669568a15721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 11112b11f1931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: b31313511b11d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: d11f615d12341b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 331a291111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 41b522376d362a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: fa368911b4125122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 162a1138171c1166, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 003d0e0006030000, Class:  1, CF:0.339306, Len:  5, Fitness_tra: 1
Rule 83: 131631131d11141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 4d299e6133353c94, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2e1613512c21146b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1116111111741212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 292f53c54112926b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 13531f115822141b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 11512d1151329871, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1813363191d11c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2915115424218663, Class:  9, CF:0.913817, Len: 16, Fitness_tra: 21
Rule 92: 001201122b020010, Class:  4, CF:0.407934, Len:  9, Fitness_tra: -7
Rule 93: 161311b1281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 91e3b46662821f21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 1323adb41b751541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 3fa11d1452725271, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 684175b514421141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 1313731333311217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: c32313151532184b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 11111613f1213222, Class:  5, CF:  1, Len: 16, Fitness_tra: 0
------Current------
Miss_rate(tra)	:69.7826
------Result------
Miss_rate(tra)	:69.7826
Miss_rate(tst)	:70
ARL				:12.48

------Generation 200------
Rule  1: 00000f0020000000, Class:  0, CF:0.847986, Len:  2, Fitness_tra: 45
Rule  2: 00000000003b2a00, Class:  2, CF:0.840026, Len:  4, Fitness_tra: 44
Rule  3: 2e20700113010117, Class:  6, CF:0.996757, Len: 11, Fitness_tra: 44
Rule  4: 0500d00c04004000, Class:  3, CF:0.346272, Len:  5, Fitness_tra: 32
Rule  5: 0e00000000050003, Class:  4, CF:0.65496, Len:  3, Fitness_tra: 34
Rule  6: 020000000000000c, Class:  7, CF:0.0841363, Len:  2, Fitness_tra: 32
Rule  7: 600000000d007000, Class:  1, CF:0.083888, Len:  3, Fitness_tra: 30
Rule  8: 1005800060400303, Class:  2, CF:0.930166, Len:  7, Fitness_tra: 23
Rule  9: 0900000000050009, Class:  5, CF:0.231299, Len:  3, Fitness_tra: 22
Rule 10: 2010100024000083, Class:  4, CF:0.851698, Len:  7, Fitness_tra: 23
Rule 11: 090090500c070000, Class:  3, CF:0.338719, Len:  5, Fitness_tra: 1
Rule 12: 2120b000020b0603, Class:  9, CF:0.778401, Len:  8, Fitness_tra: 11
Rule 13: 01000040003b2009, Class:  8, CF:0.934589, Len:  6, Fitness_tra: 18
Rule 14: 052d700113004007, Class:  6, CF:0.977578, Len:  9, Fitness_tra: 13
Rule 15: 003d000c04004000, Class:  4, CF:0.895173, Len:  5, Fitness_tra: 11
Rule 16: 110500000d2800d0, Class:  1, CF:0.438995, Len:  7, Fitness_tra: 12
Rule 17: 00000000000bdc03, Class:  6, CF:0.604157, Len:  4, Fitness_tra: 11
Rule 18: 00058000004b23a3, Class:  9, CF:0.240167, Len:  8, Fitness_tra: 9
Rule 19: 08000000000c000c, Class:  7, CF:0.969739, Len:  3, Fitness_tra: 8
Rule 20: 7100600a00000000, Class:  0, CF:0.963599, Len:  4, Fitness_tra: 8
Rule 21: 000000000000dd7e, Class:  0, CF:0.692515, Len:  4, Fitness_tra: 7
Rule 22: 00191010081b031f, Class:  5, CF:0.635424, Len: 10, Fitness_tra: 6
Rule 23: 000000b00d000000, Class:  9, CF:0.440914, Len:  2, Fitness_tra: 6
Rule 24: 0500d00021012c00, Class:  7, CF:0.88167, Len:  7, Fitness_tra: 6
Rule 25: 710d018000000050, Class:  5, CF:0.840929, Len:  6, Fitness_tra: 6
Rule 26: 0000560000000000, Class:  8, CF:0.315173, Len:  2, Fitness_tra: 5
Rule 27: 0000000000005db9, Class:  8, CF:0.227705, Len:  4, Fitness_tra: 5
Rule 28: 0020700050f00000, Class:  8, CF:  1, Len:  4, Fitness_tra: 4
Rule 29: 100d1000000300b0, Class:  6, CF:0.453397, Len:  5, Fitness_tra: 5
Rule 30: 01000040003b0403, Class:  2, CF:0.699587, Len:  6, Fitness_tra: 3
Rule 31: 00000000007b4c03, Class:  7, CF:0.961141, Len:  5, Fitness_tra: 3
Rule 32: 00303e0006030000, Class:  1, CF:0.493603, Len:  5, Fitness_tra: 3
Rule 33: 0501d51114114001, Class:  1, CF:0.147777, Len: 12, Fitness_tra: 3
Rule 34: 1105000000480383, Class:  1, CF:0.304852, Len:  8, Fitness_tra: 3
Rule 35: 0311205002110113, Class:  1, CF:  1, Len: 11, Fitness_tra: 2
Rule 36: 000000b00000f000, Class:  1, CF:0.576218, Len:  2, Fitness_tra: 2
Rule 37: 0000d60000302000, Class:  5, CF:0.990061, Len:  4, Fitness_tra: 2
Rule 38: d0000000400ba003, Class:  1, CF:0.815549, Len:  5, Fitness_tra: 2
Rule 39: 0030de8c06004000, Class:  7, CF:0.383667, Len:  7, Fitness_tra: 2
Rule 40: 000e20000225d00a, Class:  9, CF:0.449758, Len:  7, Fitness_tra: 1
Rule 41: d90e00000000e530, Class:  8, CF:0.707812, Len:  6, Fitness_tra: 2
Rule 42: 003dce0009070000, Class:  1, CF:0.367773, Len:  6, Fitness_tra: 2
Rule 43: d90e0040000b0433, Class:  6, CF:0.264031, Len:  8, Fitness_tra: 2
Rule 44: 003d00ac04004003, Class:  4, CF:0.992514, Len:  7, Fitness_tra: 2
Rule 45: 090000000d300003, Class:  7, CF:0.682131, Len:  4, Fitness_tra: 2
Rule 46: 0000506005020400, Class:  9, CF:0.914155, Len:  5, Fitness_tra: 1
Rule 47: 010e0e30002b0433, Class:  5, CF:0.653925, Len:  9, Fitness_tra: 1
Rule 48: 002060000261f106, Class:  1, CF:  1, Len:  8, Fitness_tra: 1
Rule 49: 200000000870a080, Class:  1, CF:  1, Len:  5, Fitness_tra: 1
Rule 50: 200000000d000080, Class:  9, CF:0.12228, Len:  3, Fitness_tra: 0
Rule 51: 000000006e000000, Class:  9, CF:  1, Len:  2, Fitness_tra: 1
Rule 52: 191500100001d0d3, Class:  4, CF:0.842541, Len:  9, Fitness_tra: 1
Rule 53: 00006000020b0c08, Class:  8, CF:  1, Len:  5, Fitness_tra: 1
Rule 54: d110615010340400, Class:  8, CF:  1, Len: 10, Fitness_tra: 1
Rule 55: 003d3e0009070a00, Class:  9, CF:0.862839, Len:  7, Fitness_tra: 0
Rule 56: 103d1e00090300a0, Class:  9, CF:0.998245, Len:  8, Fitness_tra: 0
Rule 57: 0a01010014eb1113, Class:  8, CF:  1, Len: 11, Fitness_tra: 0
Rule 58: 0020708c13014010, Class:  5, CF:0.224174, Len:  9, Fitness_tra: 1
Rule 59: 6336131511121144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 114a151511281113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0500000800942000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 16131171281812f4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 3e13732113111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1619121122111623, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 2113a11514121571, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 13211e51db221815, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 3326712111fcf111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 13d381225b121121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 15211af6153d1211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 1111252111f59157, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 211313aa91d11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1111163511212232, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: c151669568a15721, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 11112b11f1931121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: b31313511b11d131, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d11f615d12341b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 331a291111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 41b522376d362a41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: fa368911b4125122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 3f562121171252b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000000050, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 1629351212212ff6, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 2f1111211511a132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 3313215117145161, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000a00f8e000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: ff1111419d318411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 090090500c0b0000, Class:  3, CF:0.376002, Len:  5, Fitness_tra: 22
Rule 88: 411f13539df13711, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 060f000090d00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2355124112313321, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 020000000020d003, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 050ed01104104030, Class:  3, CF:0.123177, Len:  9, Fitness_tra: 0
Rule 93: 205572201210a115, Class:  8, CF:  1, Len: 13, Fitness_tra: 0
Rule 94: 04006000020b0c0b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0100250002350403, Class:  9, CF:0.206004, Len:  8, Fitness_tra: 0
Rule 96: d200000002005003, Class:  9, CF:0.171289, Len:  5, Fitness_tra: 8
Rule 97: 010ed53300210303, Class:  2, CF:0.378537, Len: 10, Fitness_tra: -1
Rule 98: 00303e0006030080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 00207a0050f00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 001010009d1b0310, Class:  9, CF:0.766317, Len:  8, Fitness_tra: 3
------Current------
Miss_rate(tra)	:24.0217
------Result------
Miss_rate(tra)	:24.0217
Miss_rate(tst)	:20.9091
ARL				:6.18462

------Generation 300------
Rule  1: 00000f0020000000, Class:  0, CF:0.847986, Len:  2, Fitness_tra: 47
Rule  2: 000e0000003b2a00, Class:  2, CF:0.881217, Len:  5, Fitness_tra: 46
Rule  3: 2e20700113010117, Class:  6, CF:0.996757, Len: 11, Fitness_tra: 44
Rule  4: 000010009d0b0010, Class:  9, CF:0.885814, Len:  5, Fitness_tra: 39
Rule  5: 09000000003d0050, Class:  5, CF:0.999986, Len:  4, Fitness_tra: 37
Rule  6: 0500d00c04004000, Class:  3, CF:0.346272, Len:  5, Fitness_tra: 36
Rule  7: 0e00000000050003, Class:  4, CF:0.65496, Len:  3, Fitness_tra: 35
Rule  8: 600000000d007000, Class:  1, CF:0.083888, Len:  3, Fitness_tra: 22
Rule  9: 020000000000000c, Class:  7, CF:0.0841363, Len:  2, Fitness_tra: 25
Rule 10: 090090500c0b0000, Class:  3, CF:0.376002, Len:  5, Fitness_tra: 24
Rule 11: 1005800060400303, Class:  2, CF:0.930166, Len:  7, Fitness_tra: 22
Rule 12: 2010100024000083, Class:  4, CF:0.851698, Len:  7, Fitness_tra: 21
Rule 13: 1e000000130100db, Class:  7, CF:0.945076, Len:  7, Fitness_tra: 13
Rule 14: 10000000003b0009, Class:  8, CF:0.537256, Len:  4, Fitness_tra: 12
Rule 15: 003d000c04004000, Class:  4, CF:0.895173, Len:  5, Fitness_tra: 12
Rule 16: 1000000021000c09, Class:  8, CF:0.600816, Len:  5, Fitness_tra: 9
Rule 17: 090000a0000b040c, Class:  6, CF:0.926243, Len:  5, Fitness_tra: 9
Rule 18: 052d700113004007, Class:  6, CF:0.977578, Len:  9, Fitness_tra: 9
Rule 19: 00000000000bdc03, Class:  6, CF:0.604157, Len:  4, Fitness_tra: 9
Rule 20: 000000b00d000000, Class:  9, CF:0.440914, Len:  2, Fitness_tra: 8
Rule 21: 7100600a00000000, Class:  0, CF:0.963599, Len:  4, Fitness_tra: 8
Rule 22: 110500000d2800d0, Class:  1, CF:0.438995, Len:  7, Fitness_tra: 8
Rule 23: 08000000000c000c, Class:  7, CF:0.969739, Len:  3, Fitness_tra: 8
Rule 24: 1000000000370009, Class:  5, CF:0.271188, Len:  4, Fitness_tra: 9
Rule 25: 0500d00021012c00, Class:  7, CF:0.88167, Len:  7, Fitness_tra: 8
Rule 26: 0300200002100110, Class:  1, CF:0.92242, Len:  6, Fitness_tra: 8
Rule 27: 000000000000dd7e, Class:  0, CF:0.692515, Len:  4, Fitness_tra: 7
Rule 28: 00191010081b031f, Class:  5, CF:0.635424, Len: 10, Fitness_tra: 6
Rule 29: 00800f0000e00900, Class:  8, CF:  1, Len:  4, Fitness_tra: 5
Rule 30: 000000000000ddb9, Class:  0, CF:0.633435, Len:  4, Fitness_tra: 5
Rule 31: 0000000000005db9, Class:  8, CF:0.227705, Len:  4, Fitness_tra: 5
Rule 32: 100d1000000300b0, Class:  6, CF:0.453397, Len:  5, Fitness_tra: 5
Rule 33: 0900000000005009, Class:  8, CF:0.0235694, Len:  3, Fitness_tra: 4
Rule 34: 208010c023000063, Class:  5, CF:0.190875, Len:  8, Fitness_tra: 4
Rule 35: 010dd40000004000, Class:  1, CF:0.36719, Len:  5, Fitness_tra: 3
Rule 36: 01000040003b2009, Class:  8, CF:0.934589, Len:  6, Fitness_tra: 4
Rule 37: 0000560000000000, Class:  8, CF:0.315173, Len:  2, Fitness_tra: 4
Rule 38: d200000002005003, Class:  9, CF:0.171289, Len:  5, Fitness_tra: 4
Rule 39: d90e00000000e550, Class:  0, CF:0.618812, Len:  6, Fitness_tra: 4
Rule 40: 090090500c070000, Class:  3, CF:0.338719, Len:  5, Fitness_tra: 3
Rule 41: 000000b00000f000, Class:  1, CF:0.576218, Len:  2, Fitness_tra: 3
Rule 42: 0000d6b000002000, Class:  8, CF:0.5055, Len:  4, Fitness_tra: 3
Rule 43: 01000040003b0403, Class:  2, CF:0.699587, Len:  6, Fitness_tra: 3
Rule 44: 00000000007b4c03, Class:  7, CF:0.961141, Len:  5, Fitness_tra: 3
Rule 45: 050000002001dc03, Class:  4, CF:0.352043, Len:  6, Fitness_tra: 3
Rule 46: 050000002100dc0e, Class:  8, CF:0.803876, Len:  6, Fitness_tra: 3
Rule 47: 00303e0006030000, Class:  1, CF:0.493603, Len:  5, Fitness_tra: 3
Rule 48: 0030de8c06004000, Class:  7, CF:0.383667, Len:  7, Fitness_tra: 2
Rule 49: 0e207001d6010117, Class:  6, CF:0.984716, Len: 10, Fitness_tra: 3
Rule 50: 0500d0000dc00003, Class:  7, CF:0.195558, Len:  5, Fitness_tra: 3
Rule 51: 090e00006007e050, Class:  4, CF:0.640813, Len:  6, Fitness_tra: 3
Rule 52: 0000d4000402f000, Class:  1, CF:0.844859, Len:  5, Fitness_tra: 2
Rule 53: 010e0e30002b0433, Class:  5, CF:0.653925, Len:  9, Fitness_tra: 2
Rule 54: 100000010d004009, Class:  5, CF:0.977212, Len:  5, Fitness_tra: 2
Rule 55: 0555d20c02303021, Class:  1, CF:0.655627, Len: 11, Fitness_tra: 2
Rule 56: 000a000000000000, Class:  0, CF:  1, Len:  1, Fitness_tra: 2
Rule 57: 0020700050f00000, Class:  8, CF:  1, Len:  4, Fitness_tra: 2
Rule 58: d0000000400ba003, Class:  1, CF:0.815549, Len:  5, Fitness_tra: 2
Rule 59: 003dce0009070000, Class:  1, CF:0.367773, Len:  6, Fitness_tra: 2
Rule 60: 00000000003b2a00, Class:  2, CF:0.840026, Len:  4, Fitness_tra: 1
Rule 61: 0035300060000003, Class:  2, CF:0.029565, Len:  5, Fitness_tra: 1
Rule 62: d90e0040000b0433, Class:  6, CF:0.264031, Len:  8, Fitness_tra: 1
Rule 63: 0000d60000302000, Class:  5, CF:0.990061, Len:  4, Fitness_tra: 1
Rule 64: 012d0040130b2007, Class:  1, CF:0.921563, Len:  9, Fitness_tra: 1
