------Generation 0------
Rule  1: 7113118d12a11171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 00171d4020110200, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 2619162f1161117b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1faf132e11a13412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1129315b212113ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 111f31e53532d2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: fa931d1211115541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3f11931165115144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1f71213565691112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611a112d11312b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 050e000008072000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1311151b22156613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 13b52217a1111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1113181b2c153313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 86b3421ba2f95113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11117112a1113564, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 134a833111111116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1316d1d11228d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 15145262611f1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0509000000300000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5313191131f51217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1f211d1d13115811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1a131217b2156121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13b3151d63911114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131e331333a1124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 435111d5e5121247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9111b5c1113d3613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3e1173c13169111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 711336121151586c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1111111133381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00000f8e90080000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 23133f1e15315727, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 11c31319153c9212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1f1121b851159811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1616132151a21544, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1326113111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1123111161111442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 36
Rule 89: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 2000000000000000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 131e331333a1124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0d30000100075960, Class:  8, CF:0.885267, Len:  7, Fitness_tra: 7
Rule 93: 8090001b00920c13, Class:  6, CF:  1, Len:  9, Fitness_tra: 2
Rule 94: 0500e60050000b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: ab00c00009320000, Class:  1, CF:  1, Len:  6, Fitness_tra: 0
Rule 96: 0200000110900005, Class:  0, CF:0.276169, Len:  5, Fitness_tra: 4
Rule 97: 0509004020510a0c, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0500012050c00110, Class:  4, CF:0.144056, Len:  7, Fitness_tra: -3
Rule 99: 00d0e10020990000, Class:  8, CF:  1, Len:  0, Fitness_tra: 0
Rule100: 0505010000430000, Class:  6, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.7174
------Result------
Miss_rate(tra)	:32.7174
Miss_rate(tst)	:30.9091
ARL				:6.83636

------Generation 80------
Rule  1: 0500060050000000, Class:  0, CF:0.958826, Len:  3, Fitness_tra: 56
Rule  2: 0009000700100005, Class:  8, CF:0.900414, Len:  4, Fitness_tra: 44
Rule  3: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 43
Rule  4: 0501014700e00023, Class:  4, CF:0.984362, Len:  8, Fitness_tra: 38
Rule  5: 01090040275000a4, Class:  3, CF:0.633857, Len:  8, Fitness_tra: 28
Rule  6: 0505011000310a00, Class:  2, CF:0.714193, Len:  7, Fitness_tra: 29
Rule  7: 0501000000a0002e, Class:  5, CF:0.957235, Len:  5, Fitness_tra: 27
Rule  8: 5030000100070c63, Class:  6, CF:0.998533, Len:  7, Fitness_tra: 23
Rule  9: 0011003101815112, Class:  6, CF:0.771874, Len: 11, Fitness_tra: 22
Rule 10: 00003000050000a0, Class:  9, CF:0.579333, Len:  3, Fitness_tra: 19
Rule 11: f900000010000c02, Class:  7, CF:0.987622, Len:  5, Fitness_tra: 19
Rule 12: f900000080000002, Class:  7, CF:0.839832, Len:  4, Fitness_tra: 29
Rule 13: f900e00080000002, Class:  7, CF:0.96078, Len:  5, Fitness_tra: 16
Rule 14: 00005000090000a0, Class:  9, CF:0.411135, Len:  3, Fitness_tra: 14
Rule 15: 0009007000a05100, Class:  2, CF:0.735871, Len:  5, Fitness_tra: 13
Rule 16: 7900000000a00002, Class:  5, CF:0.672667, Len:  4, Fitness_tra: 10
Rule 17: d500e10050000000, Class:  3, CF:0.390909, Len:  5, Fitness_tra: 9
Rule 18: 0006000000000000, Class:  0, CF:0.835476, Len:  1, Fitness_tra: 8
Rule 19: 8000001b02000c13, Class:  4, CF:0.96395, Len:  7, Fitness_tra: 7
Rule 20: 0d30000100075960, Class:  8, CF:0.885267, Len:  7, Fitness_tra: 7
Rule 21: 000520c4b0005623, Class:  2, CF:0.935238, Len:  9, Fitness_tra: 7
Rule 22: 409000c010920000, Class:  5, CF:0.69924, Len:  6, Fitness_tra: 6
Rule 23: 100520c410005623, Class:  2, CF:0.920029, Len: 10, Fitness_tra: 7
Rule 24: 0505c1c0d0430a00, Class:  5, CF:0.749194, Len:  9, Fitness_tra: 5
Rule 25: 00191d41211102a4, Class:  6, CF:0.531905, Len: 13, Fitness_tra: 5
Rule 26: 00c9300005020000, Class:  9, CF:0.761725, Len:  5, Fitness_tra: 5
Rule 27: 0000b70009000000, Class:  4, CF:0.888499, Len:  3, Fitness_tra: 5
Rule 28: 0200000110900005, Class:  0, CF:0.276169, Len:  5, Fitness_tra: 4
Rule 29: 1090905014910061, Class:  3, CF:0.87124, Len: 10, Fitness_tra: 5
Rule 30: 500020400004d00c, Class:  6, CF:0.755201, Len:  6, Fitness_tra: 3
Rule 31: 01d00e4700e00013, Class:  3, CF:0.0754326, Len:  8, Fitness_tra: 3
Rule 32: 4090c070d4910a60, Class:  5, CF:0.895962, Len: 10, Fitness_tra: 3
Rule 33: a090c00000920000, Class:  5, CF:0.998885, Len:  5, Fitness_tra: 2
Rule 34: a000c00080920002, Class:  8, CF:0.58384, Len:  6, Fitness_tra: 2
Rule 35: 8090001b00920c13, Class:  6, CF:  1, Len:  9, Fitness_tra: 2
Rule 36: 00d00e0020990010, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 37: 4090c0c000920000, Class:  9, CF:0.880727, Len:  6, Fitness_tra: 1
Rule 38: 4000c0c4d0430a23, Class:  1, CF:0.518056, Len: 10, Fitness_tra: 1
Rule 39: 1530161030310000, Class:  5, CF:0.999744, Len:  9, Fitness_tra: 1
Rule 40: 1519111131121461, Class:  5, CF:0.998234, Len: 16, Fitness_tra: 1
Rule 41: 0000000000005db3, Class:  8, CF:  1, Len:  4, Fitness_tra: 1
Rule 42: a010100000a15101, Class:  2, CF:0.740452, Len:  8, Fitness_tra: 1
Rule 43: 1e111111113151b2, Class:  8, CF:  1, Len: 16, Fitness_tra: 1
Rule 44: 490000e010a00002, Class:  8, CF:0.731278, Len:  6, Fitness_tra: 1
Rule 45: 01900000e0970c02, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 46: 01300601e0021962, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 47: 0910102021110da2, Class:  8, CF:0.962822, Len: 11, Fitness_tra: 1
Rule 48: 0000e00080020005, Class:  8, CF:0.712119, Len:  4, Fitness_tra: 1
Rule 49: 0905d0c010a05093, Class:  2, CF:0.989289, Len:  9, Fitness_tra: 1
Rule 50: 0509010a07300060, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 51: 0100e40180020005, Class:  8, CF:0.815262, Len:  7, Fitness_tra: 0
Rule 52: 1faf132e11a13412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 1129315b212113ff, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 111f31e53532d2b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: fa931d1211115541, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 000060a0020b5c65, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 3f11931165115144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 1f71213565691112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611a112d11312b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 050e000008072000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1311151b22156613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 13b52217a1111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1113181b2c153313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 86b3421ba2f95113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11117112a1113564, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 134a833111111116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1316d1d11228d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 15145262611f1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0509000000300000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5313191131f51217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1f211d1d13115811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1a131217b2156121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13b3151d63911114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131e331333a1124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 435111d5e5121247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9111b5c1113d3613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3e1173c13169111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 711336121151586c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1111111133381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7121333195611412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1313131511613217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 31d1454824611211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 21da3e1d15f13244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 111311144c511a11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 363153616991127b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1616197112156231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000000005, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 11114d2114113111, Class:  8, CF:0.999858, Len: 16, Fitness_tra: 0
Rule 91: 02000001100739a0, Class:  8, CF:  1, Len:  7, Fitness_tra: 0
Rule 92: 101c403505891112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 0905e0c0b0000602, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 3a1903e10160101b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 151910a131022000, Class:  4, CF:0.505724, Len: 11, Fitness_tra: 5
Rule 96: 4290c070da910a00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0d00000b02075930, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 11d0c04b00220003, Class:  2, CF:0.857118, Len:  9, Fitness_tra: -1
Rule 99: f900000082000313, Class:  3, CF:0.242603, Len:  7, Fitness_tra: 8
Rule100: d34a813051011010, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:26.3043
------Result------
Miss_rate(tra)	:26.3043
Miss_rate(tst)	:26.3636
ARL				:7.23214

------Generation 90------
Rule  1: 0500060050000000, Class:  0, CF:0.958826, Len:  3, Fitness_tra: 56
Rule  2: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 42
Rule  3: 0501014700e00023, Class:  4, CF:0.984362, Len:  8, Fitness_tra: 38
Rule  4: 0009000700100005, Class:  8, CF:0.900414, Len:  4, Fitness_tra: 33
Rule  5: f900000080000002, Class:  7, CF:0.839832, Len:  4, Fitness_tra: 29
Rule  6: 01090040275000a4, Class:  3, CF:0.633857, Len:  8, Fitness_tra: 28
Rule  7: 100020c110030623, Class:  2, CF:0.657973, Len:  9, Fitness_tra: 27
Rule  8: 0501000000a0002e, Class:  5, CF:0.957235, Len:  5, Fitness_tra: 26
Rule  9: 0009000100100005, Class:  8, CF:0.811915, Len:  4, Fitness_tra: 24
Rule 10: 5030000100070c63, Class:  6, CF:0.998533, Len:  7, Fitness_tra: 23
Rule 11: 0001003060015113, Class:  6, CF:0.661807, Len:  8, Fitness_tra: 21
Rule 12: 00003000050000a0, Class:  9, CF:0.579333, Len:  3, Fitness_tra: 19
Rule 13: f900000010000c02, Class:  7, CF:0.987622, Len:  5, Fitness_tra: 19
Rule 14: f900e00080000002, Class:  7, CF:0.96078, Len:  5, Fitness_tra: 16
Rule 15: 0505011000310a00, Class:  2, CF:0.714193, Len:  7, Fitness_tra: 14
Rule 16: 00005000090000a0, Class:  9, CF:0.411135, Len:  3, Fitness_tra: 12
Rule 17: 7900000000a00002, Class:  5, CF:0.672667, Len:  4, Fitness_tra: 11
Rule 18: d500e10050000000, Class:  3, CF:0.390909, Len:  5, Fitness_tra: 9
Rule 19: 0006000000000000, Class:  0, CF:0.835476, Len:  1, Fitness_tra: 8
Rule 20: f900000082000313, Class:  3, CF:0.242603, Len:  7, Fitness_tra: 8
Rule 21: 8000001b02000c13, Class:  4, CF:0.96395, Len:  7, Fitness_tra: 7
Rule 22: 0011003101815112, Class:  6, CF:0.771874, Len: 11, Fitness_tra: 6
Rule 23: 409000c010920000, Class:  5, CF:0.69924, Len:  6, Fitness_tra: 6
Rule 24: 151910a131022000, Class:  4, CF:0.505724, Len: 11, Fitness_tra: 6
Rule 25: 0009007000a05100, Class:  2, CF:0.735871, Len:  5, Fitness_tra: 5
Rule 26: 0000b70009000000, Class:  4, CF:0.888499, Len:  3, Fitness_tra: 5
Rule 27: 0505c1c0d0430a00, Class:  5, CF:0.749194, Len:  9, Fitness_tra: 5
Rule 28: 00c9300005020000, Class:  9, CF:0.761725, Len:  5, Fitness_tra: 5
Rule 29: 000520c4b0005623, Class:  2, CF:0.935238, Len:  9, Fitness_tra: 4
Rule 30: 100520c410005623, Class:  2, CF:0.920029, Len: 10, Fitness_tra: 4
Rule 31: 00191d41211102a4, Class:  6, CF:0.531905, Len: 13, Fitness_tra: 3
Rule 32: 01d00e4700e00013, Class:  3, CF:0.0754326, Len:  8, Fitness_tra: 3
Rule 33: 500020400004d00c, Class:  6, CF:0.755201, Len:  6, Fitness_tra: 3
Rule 34: 1090905014910061, Class:  3, CF:0.87124, Len: 10, Fitness_tra: 3
Rule 35: e505c010b1101a01, Class:  6, CF:0.33214, Len: 11, Fitness_tra: 3
Rule 36: 4090c070d4910a60, Class:  5, CF:0.895962, Len: 10, Fitness_tra: 3
Rule 37: 0d30000100075960, Class:  8, CF:0.885267, Len:  7, Fitness_tra: 2
Rule 38: a000c00080920002, Class:  8, CF:0.58384, Len:  6, Fitness_tra: 1
Rule 39: 1099905014910a61, Class:  3, CF:0.964337, Len: 12, Fitness_tra: 2
Rule 40: 00d00e0020990010, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 41: a090c00000920000, Class:  5, CF:0.998885, Len:  5, Fitness_tra: 2
Rule 42: 0200000110900005, Class:  0, CF:0.276169, Len:  5, Fitness_tra: 2
Rule 43: 02c9000105020000, Class:  9, CF:0.453944, Len:  6, Fitness_tra: 1
Rule 44: 0010003001005db2, Class:  0, CF:0.814117, Len:  7, Fitness_tra: 1
Rule 45: 01900000e0970c02, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 46: 01300601e0021962, Class:  0, CF:  1, Len: 10, Fitness_tra: 1
Rule 47: 0000e00080020005, Class:  8, CF:0.712119, Len:  4, Fitness_tra: 1
Rule 48: 8090001b00920c13, Class:  6, CF:  1, Len:  9, Fitness_tra: 1
Rule 49: e0000500f5000000, Class:  5, CF:  1, Len:  4, Fitness_tra: 1
Rule 50: 1519111131121461, Class:  5, CF:0.998234, Len: 16, Fitness_tra: 1
Rule 51: 4090c0c000920000, Class:  9, CF:0.880727, Len:  6, Fitness_tra: 1
Rule 52: 5500000108032c00, Class:  4, CF:0.350208, Len:  7, Fitness_tra: 1
Rule 53: 7e00000002600002, Class:  5, CF:0.9776, Len:  5, Fitness_tra: 1
Rule 54: 490000e010a00002, Class:  8, CF:0.731278, Len:  6, Fitness_tra: 0
Rule 55: 0509010a07300060, Class:  8, CF:  1, Len:  7, Fitness_tra: 0
Rule 56: 1530161030310000, Class:  5, CF:0.999744, Len:  9, Fitness_tra: 0
Rule 57: 0000000000005db3, Class:  8, CF:  1, Len:  4, Fitness_tra: 0
Rule 58: 1f71213565691112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 611a112d11312b71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 050e000008072000, Class:  5, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1311151b22156613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 13b52217a1111115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 1113181b2c153313, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 86b3421ba2f95113, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 11117112a1113564, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 134a833111111116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 1316d1d11228d115, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 15145262611f1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 0509000000300000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 5313191131f51217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 1f211d1d13115811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1a131217b2156121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 13b3151d63911114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 131e331333a1124b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 435111d5e5121247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 9111b5c1113d3613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 3e1173c13169111b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 711336121151586c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 11d1111111133381, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 000a000000000000, Class:  0, CF:0.821918, Len:  1, Fitness_tra: 0
Rule 82: 111a11e911121421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 1313211595f13514, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 1316cd41c2646522, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1651331965311411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 13112154f8f31141, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 1651113335325bb1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 163115b85865321b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1611711111319112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 13211d3911115114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: e0015000b3100aa1, Class:  1, CF:0.932305, Len:  9, Fitness_tra: 0
Rule 92: 1016803201625db1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 1001000014900061, Class:  9, CF:0.131313, Len:  7, Fitness_tra: 1
Rule 94: 7e00000002607002, Class:  5, CF:0.987568, Len:  6, Fitness_tra: 0
Rule 95: 01300600e70219a4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: a000c00080920002, Class:  8, CF:0.58384, Len:  0, Fitness_tra: 0
Rule 97: 7e00b70009600000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 30100631e1025e62, Class:  0, CF:  1, Len: 12, Fitness_tra: 0
Rule 99: 1004000010910db1, Class:  0, CF:0.857869, Len:  8, Fitness_tra: 0
Rule100: 10d1001101135182, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:24.5652
------Result------
Miss_rate(tra)	:24.5652
Miss_rate(tst)	:26.8182
ARL				:6.84375

------Generation 100------
Rule  1: 0500060050000000, Class:  0, CF:0.958826, Len:  3, Fitness_tra: 57
Rule  2: 0c00000908000000, Class:  1, CF:0.793282, Len:  3, Fitness_tra: 48
Rule  3: 0501014700e00023, Class:  4, CF:0.984362, Len:  8, Fitness_tra: 40
Rule  4: 0009000700100005, Class:  8, CF:0.900414, Len:  4, Fitness_tra: 32
Rule  5: f900000080000002, Class:  7, CF:0.839832, Len:  4, Fitness_tra: 29
Rule  6: 100020c110030623, Class:  2, CF:0.657973, Len:  9, Fitness_tra: 28
Rule  7: 0009000100100005, Class:  8, CF:0.811915, Len:  4, Fitness_tra: 25
Rule  8: 0501000000a0002e, Class:  5, CF:0.957235, Len:  5, Fitness_tra: 26
Rule  9: 01090040275000a4, Class:  3, CF:0.633857, Len:  8, Fitness_tra: 25
Rule 10: 1000001b10900171, Class:  6, CF:0.650072, Len:  8, Fitness_tra: 23
Rule 11: 0001003060015113, Class:  6, CF:0.661807, Len:  8, Fitness_tra: 20
Rule 12: f900000010000c02, Class:  7, CF:0.987622, Len:  5, Fitness_tra: 19
Rule 13: f900e00080000002, Class:  7, CF:0.96078, Len:  5, Fitness_tra: 17
Rule 14: 1000500014d10a60, Class:  3, CF:0.5675, Len:  8, Fitness_tra: 16
Rule 15: 0505011000310a00, Class:  2, CF:0.714193, Len:  7, Fitness_tra: 16
Rule 16: 0010003020005d12, Class:  0, CF:0.933872, Len:  7, Fitness_tra: 15
Rule 17: 5030000100070c63, Class:  6, CF:0.998533, Len:  7, Fitness_tra: 13
Rule 18: 00003000050000a0, Class:  9, CF:0.579333, Len:  3, Fitness_tra: 4
Rule 19: 00005000090000a0, Class:  9, CF:0.411135, Len:  3, Fitness_tra: 7
Rule 20: 151910a131022000, Class:  4, CF:0.505724, Len: 11, Fitness_tra: 13
Rule 21: 7900000000a00002, Class:  5, CF:0.672667, Len:  4, Fitness_tra: 11
Rule 22: 0006000000000000, Class:  0, CF:0.835476, Len:  1, Fitness_tra: 8
Rule 23: d500e10050000000, Class:  3, CF:0.390909, Len:  5, Fitness_tra: 9
Rule 24: 8000001b02000c13, Class:  4, CF:0.96395, Len:  7, Fitness_tra: 7
Rule 25: 0000b00e050000a0, Class:  9, CF:0.891339, Len:  4, Fitness_tra: 4
Rule 26: 409000c010920000, Class:  5, CF:0.69924, Len:  6, Fitness_tra: 6
Rule 27: f900000082000313, Class:  3, CF:0.242603, Len:  7, Fitness_tra: 9
Rule 28: 0011003101815112, Class:  6, CF:0.771874, Len: 11, Fitness_tra: 6
Rule 29: 0000b70009000000, Class:  4, CF:0.888499, Len:  3, Fitness_tra: 5
Rule 30: d2c9010c00020000, Class:  4, CF:0.356155, Len:  7, Fitness_tra: 5
Rule 31: 0009007000a05100, Class:  2, CF:0.735871, Len:  5, Fitness_tra: 5
Rule 32: 000520c4b0005623, Class:  2, CF:0.935238, Len:  9, Fitness_tra: 4
Rule 33: 100520c410005623, Class:  2, CF:0.920029, Len: 10, Fitness_tra: 4
Rule 34: 00c9300005020000, Class:  9, CF:0.761725, Len:  5, Fitness_tra: 4
Rule 35: 500020400004d00c, Class:  6, CF:0.755201, Len:  6, Fitness_tra: 3
Rule 36: 00191d41211102a4, Class:  6, CF:0.531905, Len: 13, Fitness_tra: 3
Rule 37: 02c9000105020000, Class:  9, CF:0.453944, Len:  6, Fitness_tra: 0
Rule 38: e505c010b1101a01, Class:  6, CF:0.33214, Len: 11, Fitness_tra: 3
Rule 39: 00c03e000502000a, Class:  9, CF:0.957403, Len:  6, Fitness_tra: 3
Rule 40: d800010002000002, Class:  8, CF:0.601868, Len:  5, Fitness_tra: 1
Rule 41: a000c00080920002, Class:  8, CF:0.58384, Len:  6, Fitness_tra: 2
Rule 42: 0000e00080020005, Class:  8, CF:0.712119, Len:  4, Fitness_tra: 2
Rule 43: 4090c070d4910a60, Class:  5, CF:0.895962, Len: 10, Fitness_tra: 3
Rule 44: 0505c1c0d0430a00, Class:  5, CF:0.749194, Len:  9, Fitness_tra: 2
Rule 45: 01d00e4700e00013, Class:  3, CF:0.0754326, Len:  8, Fitness_tra: 2
Rule 46: 0009c0700490ba60, Class:  5, CF:0.617287, Len:  8, Fitness_tra: 2
Rule 47: a090c00000920000, Class:  5, CF:0.998885, Len:  5, Fitness_tra: 2
Rule 48: 00d00e0020990010, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 49: 01900000e0970c02, Class:  8, CF:  1, Len:  7, Fitness_tra: 1
Rule 50: 7e00000002600002, Class:  5, CF:0.9776, Len:  5, Fitness_tra: 1
Rule 51: 1519111131121461, Class:  5, CF:0.998234, Len: 16, Fitness_tra: 1
