------Generation 0------
Rule  1: 111f3311316cd412, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 40d000000080d640, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 31: 112e111131111211, Class:  6, CF:0.893127, Len: 16, Fitness_tra: 2
Rule 32: 8911142412113611, Class:  9, CF:  1, Len: 16, Fitness_tra: 0
Rule 33: 104072112e0d0010, Class:  1, CF:0.887067, Len: 10, Fitness_tra: 2
Rule 34: 111e121114115163, Class:  5, CF:0.838118, Len: 16, Fitness_tra: 2
Rule 35: 08008462001000fc, Class:  6, CF:  1, Len:  8, Fitness_tra: 1
Rule 36: d559111844451106, Class:  9, CF:  1, Len: 15, Fitness_tra: 1
Rule 37: 1113717114a21521, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 38: 0101921612113120, Class:  5, CF:  1, Len: 13, Fitness_tra: 1
Rule 39: 0b0006d050000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 1
Rule 40: 31111616a3315122, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 41: fe115c0121271421, Class:  7, CF:0.935385, Len: 15, Fitness_tra: 2
Rule 42: 405e000000804800, Class:  8, CF:0.707106, Len:  6, Fitness_tra: 1
Rule 43: 1315121112119121, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 44: 01b0003182e01105, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 010034611210e6f0, Class:  6, CF:  1, Len: 11, Fitness_tra: 1
Rule 46: 1d2d116616115852, Class:  5, CF:  1, Len: 16, Fitness_tra: 1
Rule 47: 00e000c00e050000, Class:  9, CF:  1, Len:  4, Fitness_tra: 1
Rule 48: 004c101129107610, Class:  4, CF:  1, Len: 11, Fitness_tra: 1
Rule 49: 0e11060171205101, Class:  8, CF:  1, Len: 11, Fitness_tra: 0
Rule 50: 11115731f116cf2d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 1951135911241267, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: c1712411f863df41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 19165951712152a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8951512172111461, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13215611122b2b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8a7311db61151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 412f1e1d1c1152ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: fa11592121871421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000e0900000d000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 26df535817181168, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 164112112415161a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c316135591611221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11361e11c1171121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11135511172821a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 71111a3311311114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b1591113a33d3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 8621121b186ed311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 361f1111141113af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1a192d1111651c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1161318d2124231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161a1f66311d1c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5a11111861a13114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113313115111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00d070006e0d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: f316431224115572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11111125422494f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 135a1115148251a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113331111111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5116131911722431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 815a319d12721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 1313131f19621212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 331615311b251961, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0fc0e00000000000, Class:  9, CF:  1, Len:  3, Fitness_tra: 0
Rule 84: 3f16131531318771, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 511a11111115d1b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 511e197111126c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 6616191c1b3111b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1a81452212f11222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 2118974221116a21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 00e000c00e050000, Class:  9, CF:  1, Len:  0, Fitness_tra: 0
Rule 91: 0701042400170600, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 18
Rule 93: 1515010952001110, Class:  9, CF:0.452148, Len: 11, Fitness_tra: 3
Rule 94: 6313111f13151112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0510600002380411, Class:  4, CF:  1, Len:  9, Fitness_tra: 0
Rule 96: 1f460d10ae313110, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 40d051154448d100, Class:  9, CF:0.999436, Len: 12, Fitness_tra: 0
Rule 98: f9111c0921241421, Class:  4, CF:  1, Len: 15, Fitness_tra: 0
Rule 99: 30e1000002080311, Class:  9, CF:0.991017, Len:  8, Fitness_tra: 2
Rule100: 0b1080900000001c, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.7174
------Result------
Miss_rate(tra)	:47.7174
Miss_rate(tst)	:46.3636
ARL				:10.5179

------Generation 70------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 52
Rule  2: 080000d20010000c, Class:  7, CF:0.710622, Len:  5, Fitness_tra: 43
Rule  3: 0e11040171205101, Class:  6, CF:0.420332, Len: 11, Fitness_tra: 39
Rule  4: 40c000101030d621, Class:  2, CF:0.974707, Len:  9, Fitness_tra: 19
Rule  5: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 18
Rule  6: 0500600000300000, Class:  8, CF:0.607856, Len:  3, Fitness_tra: 17
Rule  7: 151001002210d011, Class:  4, CF:0.807566, Len: 10, Fitness_tra: 16
Rule  8: 405e000050804000, Class:  3, CF:0.680694, Len:  6, Fitness_tra: 15
Rule  9: 00407040f30d0000, Class:  5, CF:0.866993, Len:  6, Fitness_tra: 15
Rule 10: 117925111361d621, Class:  2, CF:0.867804, Len: 16, Fitness_tra: 12
Rule 11: 1179151113115121, Class:  2, CF:0.869609, Len: 16, Fitness_tra: 11
Rule 12: 05c8011000000249, Class:  8, CF:0.800897, Len:  8, Fitness_tra: 10
Rule 13: 11151192121cc116, Class:  1, CF:0.896749, Len: 16, Fitness_tra: 9
Rule 14: 0800005101215005, Class:  8, CF:0.924252, Len:  8, Fitness_tra: 8
Rule 15: 63c8010001114241, Class:  1, CF:  1, Len: 12, Fitness_tra: 6
Rule 16: 0500560000000000, Class:  8, CF:0.72648, Len:  3, Fitness_tra: 8
Rule 17: 05600600f0000000, Class:  5, CF:0.938632, Len:  4, Fitness_tra: 7
Rule 18: 1e18110022474411, Class:  4, CF:0.981017, Len: 14, Fitness_tra: 6
Rule 19: a80000160110010c, Class:  7, CF:0.982137, Len:  8, Fitness_tra: 6
Rule 20: 0ec0001010a05621, Class:  2, CF:  1, Len:  9, Fitness_tra: 6
Rule 21: 21453d1124212163, Class:  9, CF:0.719483, Len: 16, Fitness_tra: 6
Rule 22: 1500510000500000, Class:  3, CF:0.0303655, Len:  5, Fitness_tra: 8
Rule 23: 0045101122109121, Class:  4, CF:0.838237, Len: 12, Fitness_tra: 7
Rule 24: 05500100107a1002, Class:  6, CF:0.309693, Len:  8, Fitness_tra: 5
Rule 25: 080006000000000c, Class:  0, CF:0.898318, Len:  3, Fitness_tra: 5
Rule 26: 1515010952001110, Class:  9, CF:0.452148, Len: 11, Fitness_tra: 5
Rule 27: 001020901910e110, Class:  1, CF:  1, Len:  9, Fitness_tra: 4
Rule 28: 34111c02a1300125, Class:  5, CF:  1, Len: 13, Fitness_tra: 4
Rule 29: 080000d00000000c, Class:  7, CF:0.098935, Len:  3, Fitness_tra: 4
Rule 30: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 3
Rule 31: 05400010121a9101, Class:  6, CF:0.189722, Len: 10, Fitness_tra: 4
Rule 32: 131151852217d111, Class:  1, CF:  1, Len: 16, Fitness_tra: 0
Rule 33: 0000506009e0e400, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 34: 104072112e0d0010, Class:  1, CF:0.887067, Len: 10, Fitness_tra: 2
Rule 35: 40d000000080d640, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 36: 405e000000804800, Class:  8, CF:0.707106, Len:  6, Fitness_tra: 2
Rule 37: 0101921612113120, Class:  5, CF:  1, Len: 13, Fitness_tra: 2
Rule 38: 30e1000002080311, Class:  9, CF:0.991017, Len:  8, Fitness_tra: 2
Rule 39: b555110054200106, Class:  3, CF:0.714446, Len: 11, Fitness_tra: 2
Rule 40: 110025d2171011a3, Class:  3, CF:0.743195, Len: 13, Fitness_tra: 2
Rule 41: 112e111131111211, Class:  6, CF:0.893127, Len: 16, Fitness_tra: 2
Rule 42: b5d00100c550d0a0, Class:  5, CF:0.495069, Len:  9, Fitness_tra: 2
Rule 43: fe115c0121271421, Class:  7, CF:0.935385, Len: 15, Fitness_tra: 1
Rule 44: 120050111928e401, Class:  9, CF:  1, Len: 12, Fitness_tra: 1
Rule 45: 111e5211172151a3, Class:  3, CF:0.970292, Len: 16, Fitness_tra: 2
Rule 46: 1315121112119121, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 47: 0000009000000d00, Class:  8, CF:0.124318, Len:  2, Fitness_tra: 1
Rule 48: 07c5021112105621, Class:  1, CF:0.630992, Len: 13, Fitness_tra: 1
Rule 49: 111e7211172151a3, Class:  5, CF:0.745205, Len: 16, Fitness_tra: 1
Rule 50: 15d951080050d100, Class:  3, CF:0.554561, Len: 10, Fitness_tra: 0
Rule 51: 0b0006d050000000, Class:  0, CF:  1, Len:  4, Fitness_tra: 0
Rule 52: c1712411f863df41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 19165951712152a7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 8951512172111461, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13215611122b2b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8a7311db61151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 412f1e1d1c1152ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: fa11592121871421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000e0900000d000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 26df535817181168, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 164112112415161a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c316135591611221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11361e11c1171121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11135511172821a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 71111a3311311114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b1591113a33d3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 8621121b186ed311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 361f1111141113af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1a192d1111651c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1161318d2124231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161a1f66311d1c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5a11111861a13114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113313115111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00d070006e0d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: f316431224115572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11111125422494f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 135a1115148251a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113331111111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5116131911722431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 815a319d12721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 00c0000000040000, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 00e000c00e050000, Class:  9, CF:  1, Len:  4, Fitness_tra: 0
Rule 83: 212f161532111c38, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 6353431331115211, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1a1683113de21127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: a15a13313315112b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 11111613136131b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1a11311111111111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 1331111c41421712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1f11457827321221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 115e05d057804003, Class:  3, CF:0.867809, Len: 11, Fitness_tra: -3
Rule 92: 00017246f2010000, Class:  5, CF:0.589101, Len:  8, Fitness_tra: 2
Rule 93: 15100210f0010130, Class:  8, CF:0.141752, Len:  9, Fitness_tra: -1
Rule 94: 05601e00fc00009b, Class:  2, CF:  1, Len:  8, Fitness_tra: 0
Rule 95: 13ee141112119111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 01005d0117082901, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: f5100112201a1502, Class:  7, CF:  1, Len: 12, Fitness_tra: 0
Rule 98: 1510000050301110, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11b10150121a9101, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 131101800217d141, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
------Current------
Miss_rate(tra)	:40.4348
------Result------
Miss_rate(tra)	:40.4348
Miss_rate(tst)	:38.6364
ARL				:9.41379

------Generation 80------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 52
Rule  2: 080000d20010000c, Class:  7, CF:0.710622, Len:  5, Fitness_tra: 44
Rule  3: 0e11040171205101, Class:  6, CF:0.420332, Len: 11, Fitness_tra: 45
Rule  4: 40c000101030d621, Class:  2, CF:0.974707, Len:  9, Fitness_tra: 19
Rule  5: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 18
Rule  6: 0500600000300000, Class:  8, CF:0.607856, Len:  3, Fitness_tra: 20
Rule  7: 151001002210d011, Class:  4, CF:0.807566, Len: 10, Fitness_tra: 17
Rule  8: 405e000050804000, Class:  3, CF:0.680694, Len:  6, Fitness_tra: 15
Rule  9: 00407040f30d0000, Class:  5, CF:0.866993, Len:  6, Fitness_tra: 15
Rule 10: 117925111361d621, Class:  2, CF:0.867804, Len: 16, Fitness_tra: 10
Rule 11: 05c8011000000249, Class:  8, CF:0.800897, Len:  8, Fitness_tra: 10
Rule 12: 11151192121cc116, Class:  1, CF:0.896749, Len: 16, Fitness_tra: 3
Rule 13: 0500560000000000, Class:  8, CF:0.72648, Len:  3, Fitness_tra: 8
Rule 14: 0800005101215005, Class:  8, CF:0.924252, Len:  8, Fitness_tra: 8
Rule 15: 1179151113115121, Class:  2, CF:0.869609, Len: 16, Fitness_tra: 7
Rule 16: 05600600f0000000, Class:  5, CF:0.938632, Len:  4, Fitness_tra: 7
Rule 17: 131101800217d141, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 18: 1500510000500000, Class:  3, CF:0.0303655, Len:  5, Fitness_tra: 8
Rule 19: 0045101122109121, Class:  4, CF:0.838237, Len: 12, Fitness_tra: 3
Rule 20: 63c8010001114241, Class:  1, CF:  1, Len: 12, Fitness_tra: 5
Rule 21: 21453d1124212163, Class:  9, CF:0.719483, Len: 16, Fitness_tra: 6
Rule 22: 1e18110022474411, Class:  4, CF:0.981017, Len: 14, Fitness_tra: 6
Rule 23: a80000160110010c, Class:  7, CF:0.982137, Len:  8, Fitness_tra: 6
Rule 24: 0ec0001010a05621, Class:  2, CF:  1, Len:  9, Fitness_tra: 6
Rule 25: 05500100107a1002, Class:  6, CF:0.309693, Len:  8, Fitness_tra: 4
Rule 26: 1515010952001110, Class:  9, CF:0.452148, Len: 11, Fitness_tra: 7
Rule 27: 080006000000000c, Class:  0, CF:0.898318, Len:  3, Fitness_tra: 5
Rule 28: 004159112117b121, Class:  1, CF:0.0672119, Len: 14, Fitness_tra: 0
Rule 29: 0e10040171305621, Class:  2, CF:0.634506, Len: 11, Fitness_tra: 5
Rule 30: 001020901910e110, Class:  1, CF:  1, Len:  9, Fitness_tra: 4
Rule 31: 34111c02a1300125, Class:  5, CF:  1, Len: 13, Fitness_tra: 4
Rule 32: 080000d00000000c, Class:  7, CF:0.098935, Len:  3, Fitness_tra: 4
Rule 33: 05400010121a9101, Class:  6, CF:0.189722, Len: 10, Fitness_tra: 3
Rule 34: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 3
Rule 35: 104072112e0d0010, Class:  1, CF:0.887067, Len: 10, Fitness_tra: 2
Rule 36: 405e000000804800, Class:  8, CF:0.707106, Len:  6, Fitness_tra: 2
Rule 37: 0101921612113120, Class:  5, CF:  1, Len: 13, Fitness_tra: 0
Rule 38: 30e1000002080311, Class:  9, CF:0.991017, Len:  8, Fitness_tra: 3
Rule 39: b555110054200106, Class:  3, CF:0.714446, Len: 11, Fitness_tra: 1
Rule 40: 110025d2171011a3, Class:  3, CF:0.743195, Len: 13, Fitness_tra: 4
Rule 41: 112e111131111211, Class:  6, CF:0.893127, Len: 16, Fitness_tra: 2
Rule 42: b5d00100c550d0a0, Class:  5, CF:0.495069, Len:  9, Fitness_tra: 2
Rule 43: 00017040f201000e, Class:  5, CF:0.817738, Len:  7, Fitness_tra: 2
Rule 44: 0000506009e0e400, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 45: 40d000000080d640, Class:  9, CF:  1, Len:  6, Fitness_tra: 2
Rule 46: 111e5211172151a3, Class:  3, CF:0.970292, Len: 16, Fitness_tra: 1
Rule 47: 0000009000000d00, Class:  8, CF:0.124318, Len:  2, Fitness_tra: 1
Rule 48: 07c5021112105621, Class:  1, CF:0.630992, Len: 13, Fitness_tra: 1
Rule 49: 111e7211172151a3, Class:  5, CF:0.745205, Len: 16, Fitness_tra: 1
Rule 50: 120050111928e401, Class:  9, CF:  1, Len: 12, Fitness_tra: 1
Rule 51: fe115c0121271421, Class:  7, CF:0.935385, Len: 15, Fitness_tra: 1
Rule 52: 1315121112119121, Class:  0, CF:  1, Len: 16, Fitness_tra: 1
Rule 53: 00017246f2010000, Class:  5, CF:0.589101, Len:  8, Fitness_tra: 0
Rule 54: 8951512172111461, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 13215611122b2b14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 8a7311db61151123, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 412f1e1d1c1152ab, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: fa11592121871421, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 0000e0900000d000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 26df535817181168, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 164112112415161a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: c316135591611221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 11361e11c1171121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 11135511172821a1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 71111a3311311114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: b1591113a33d3811, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 8621121b186ed311, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 361f1111141113af, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 1a192d1111651c1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b1161318d2124231, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 161a1f66311d1c14, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 5a11111861a13114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1113313115111117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 00d070006e0d0000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: f316431224115572, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 11111125422494f2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 135a1115148251a2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 1113331111111162, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 5116131911722431, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 815a319d12721132, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 111171271162111a, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 19361311f112d7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b3211619d15112f1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: f116152c12145822, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 2111111a13311117, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 1111121171151616, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 665f511361125bb2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1918112b51331613, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000080000000, Class:  7, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 1643451111313212, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 2110010124212011, Class:  9, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 0310430224110500, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 301509195117b120, Class:  1, CF:0.966862, Len: 13, Fitness_tra: -1
Rule 94: 012e01110011621c, Class:  7, CF:0.722158, Len: 12, Fitness_tra: 0
Rule 95: 0e11040171205101, Class:  6, CF:0.420332, Len:  0, Fitness_tra: 0
Rule 96: 1e18121010105121, Class:  4, CF:0.988789, Len: 13, Fitness_tra: 7
Rule 97: 00016d40f001000e, Class:  8, CF:0.103565, Len:  7, Fitness_tra: 0
Rule 98: 21453d1121212121, Class:  8, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0001020012003100, Class:  1, CF:0.622642, Len:  6, Fitness_tra: -2
Rule100: 00005c90002d1421, Class:  4, CF:0.201835, Len:  9, Fitness_tra: 0
------Current------
Miss_rate(tra)	:37.0652
------Result------
Miss_rate(tra)	:37.0652
Miss_rate(tst)	:33.1818
ARL				:9.55932

------Generation 90------
Rule  1: 0500060050000000, Class:  0, CF:0.980226, Len:  3, Fitness_tra: 52
Rule  2: 0e11040171205101, Class:  6, CF:0.420332, Len: 11, Fitness_tra: 46
Rule  3: 080000d20010000c, Class:  7, CF:0.710622, Len:  5, Fitness_tra: 43
Rule  4: 08c0001210300621, Class:  2, CF:0.438465, Len:  9, Fitness_tra: 28
Rule  5: 0500600000300000, Class:  8, CF:0.607856, Len:  3, Fitness_tra: 20
Rule  6: 0500021050000009, Class:  0, CF:0.731141, Len:  5, Fitness_tra: 17
Rule  7: 151001002210d011, Class:  4, CF:0.807566, Len: 10, Fitness_tra: -3
Rule  8: 405e000050804000, Class:  3, CF:0.680694, Len:  6, Fitness_tra: 15
Rule  9: 05010000f200000e, Class:  5, CF:0.58985, Len:  5, Fitness_tra: 14
Rule 10: 40c000101030d621, Class:  2, CF:0.974707, Len:  9, Fitness_tra: 13
Rule 11: 05c8011000000249, Class:  8, CF:0.800897, Len:  8, Fitness_tra: 11
Rule 12: 1500510000500000, Class:  3, CF:0.0303655, Len:  5, Fitness_tra: 8
Rule 13: 11151192121cc116, Class:  1, CF:0.896749, Len: 16, Fitness_tra: 9
Rule 14: 0500560000000000, Class:  8, CF:0.72648, Len:  3, Fitness_tra: 7
Rule 15: 05500100107a1002, Class:  6, CF:0.309693, Len:  8, Fitness_tra: 8
Rule 16: 131101800217d141, Class:  1, CF:  1, Len: 13, Fitness_tra: 7
Rule 17: 1e18121010105121, Class:  4, CF:0.988789, Len: 13, Fitness_tra: 7
Rule 18: 0800005101215005, Class:  8, CF:0.924252, Len:  8, Fitness_tra: 7
Rule 19: 05600600f0000000, Class:  5, CF:0.938632, Len:  4, Fitness_tra: 6
Rule 20: a80000160110010c, Class:  7, CF:0.982137, Len:  8, Fitness_tra: 6
Rule 21: 63c8010001114241, Class:  1, CF:  1, Len: 12, Fitness_tra: 6
Rule 22: 21453d1124212163, Class:  9, CF:0.719483, Len: 16, Fitness_tra: 6
Rule 23: 1e18110022474411, Class:  4, CF:0.981017, Len: 14, Fitness_tra: 6
Rule 24: 05400140c500d000, Class:  9, CF:0.95649, Len:  7, Fitness_tra: 6
Rule 25: 117925111361d621, Class:  2, CF:0.867804, Len: 16, Fitness_tra: 3
Rule 26: 080006000000000c, Class:  0, CF:0.898318, Len:  3, Fitness_tra: 5
Rule 27: 00407040f30d0000, Class:  5, CF:0.866993, Len:  6, Fitness_tra: 4
Rule 28: 001020901910e110, Class:  1, CF:  1, Len:  9, Fitness_tra: 4
Rule 29: 34111c02a1300125, Class:  5, CF:  1, Len: 13, Fitness_tra: 7
Rule 30: 080000d00000000c, Class:  7, CF:0.098935, Len:  3, Fitness_tra: 4
Rule 31: 1179151113115121, Class:  2, CF:0.869609, Len: 16, Fitness_tra: 1
Rule 32: 1515010952001110, Class:  9, CF:0.452148, Len: 11, Fitness_tra: 4
Rule 33: 1e0802d20010010b, Class:  7, CF:0.726237, Len:  9, Fitness_tra: 3
Rule 34: 000a000000000000, Class:  0, CF:0.777778, Len:  1, Fitness_tra: 3
