------Generation 0------
Rule  1: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Miss_rate(tra)	:43.226
Miss_rate(tst)	:45.2055
ARL				:9.67797

------Generation 60------
Rule  1: b172b971b1, Class:  0, CF:0.447997, Len: 10, Fitness_tra: 2049
Rule  2: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 158
Rule  3: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 31
Rule  4: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule  5: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 5
Rule  6: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 3
Rule  7: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 1944992711, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 4
Rule  9: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 1
Rule 10: 1d7481b127, Class:  1, CF:0.744191, Len: 10, Fitness_tra: 0
Rule 11: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 13: b42183712b, Class:  2, CF:0.790094, Len: 10, Fitness_tra: 0
Rule 14: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule 15: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 2
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72228e2477, Class:  2, CF:0.750408, Len: 10, Fitness_tra: 0
Rule 18: 227416b222, Class:  4, CF:0.999206, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4227892774, Class:  2, CF:0.465061, Len: 10, Fitness_tra: 0
Rule 21: 417b814142, Class:  2, CF:0.990022, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b12216427b, Class:  4, CF:0.999406, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414b16217b, Class:  4, CF:0.994441, Len: 10, Fitness_tra: 0
Rule 30: 48447e24bb, Class:  0, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 31: b1b21324b7, Class:  4, CF:0.933062, Len: 10, Fitness_tra: 0
Rule 32: 7175f671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b4145a1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b417214bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 24bb814744, Class:  2, CF:0.981571, Len: 10, Fitness_tra: 0
Rule 36: 71b4412212, Class:  2, CF:0.710769, Len: 10, Fitness_tra: 0
Rule 37: b47bc6bbb7, Class:  2, CF:0.762693, Len: 10, Fitness_tra: 0
Rule 38: 17725a7b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2bb42a77b1, Class:  4, CF:0.13715, Len: 10, Fitness_tra: 0
Rule 40: 7692537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4274412b14, Class:  4, CF:0.285669, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  2, CF:0.275937, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  4, CF:0.987214, Len: 10, Fitness_tra: 0
Rule 45: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714726b477, Class:  4, CF:0.998533, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c64177, Class:  2, CF:0.925213, Len: 10, Fitness_tra: 0
Rule 48: 44b721477b, Class:  2, CF:0.451352, Len: 10, Fitness_tra: 1
Rule 49: 4872252144, Class:  4, CF:0.271549, Len: 10, Fitness_tra: 0
Rule 50: 442216b174, Class:  4, CF:0.998718, Len: 10, Fitness_tra: 0
Rule 51: 77bb11b272, Class:  2, CF:0.39933, Len: 10, Fitness_tra: 0
Rule 52: 44271641b2, Class:  4, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b724ca227b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4b475a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b12b194bbb, Class:  0, CF:0.0584671, Len: 10, Fitness_tra: 0
Rule 58: b47b214b57, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 1d12457127, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1147164742, Class:  4, CF:0.996909, Len: 10, Fitness_tra: 0
Rule 62: b14b8a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 22b7494b4b, Class:  1, CF:0.457488, Len: 10, Fitness_tra: 0
Rule 64: 2c72492224, Class:  2, CF:0.98046, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2247337417, Class:  4, CF:0.435469, Len: 10, Fitness_tra: 0
Rule 68: 4172ca1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 224713b777, Class:  4, CF:0.988512, Len: 10, Fitness_tra: 0
Rule 70: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 4052c0b070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 73: 17b74fbbb2, Class:  4, CF:0.999006, Len: 10, Fitness_tra: 0
Rule 74: 4b7481b2b4, Class:  2, CF:0.998714, Len: 10, Fitness_tra: 0
Rule 75: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 76: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 14b22124bb, Class:  2, CF:0.269368, Len: 10, Fitness_tra: 0
Rule 80: 11725f7b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4c41231bb1, Class:  4, CF:0.959846, Len: 10, Fitness_tra: -46
Rule 83: 424241b247, Class:  2, CF:0.979248, Len: 10, Fitness_tra: 1
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1b24167242, Class:  4, CF:0.996531, Len: 10, Fitness_tra: 0
Rule 86: 147b294411, Class:  1, CF:0.0246427, Len: 10, Fitness_tra: -144
Rule 87: b2b11abb71, Class:  4, CF:0.998535, Len: 10, Fitness_tra: 0
Rule 88: 15b17d2bb7, Class:  4, CF:0.8619, Len: 10, Fitness_tra: -142
Rule 89: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5124c1b249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b0000a0e70, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 411b16217b, Class:  4, CF:0.953733, Len: 10, Fitness_tra: -1
Rule 94: 941b917be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 194b9a1b19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1b735a0129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 48447e24bb, Class:  0, CF:0.999985, Len:  0, Fitness_tra: 0
Rule 98: 2000d60222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11121cbb77, Class:  4, CF:0.0590122, Len: 10, Fitness_tra: -763
Rule100: b0b01320b0, Class:  4, CF:0.790422, Len:  6, Fitness_tra: -136
------Current------
Miss_rate(tra)	:43.226
------Result------
Miss_rate(tra)	:43.226
Miss_rate(tst)	:45.2055
ARL				:9.67797

------Generation 70------
Rule  1: b172b971b1, Class:  0, CF:0.447997, Len: 10, Fitness_tra: 2049
Rule  2: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 158
Rule  3: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 31
Rule  4: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule  5: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 5
Rule  6: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 3
Rule  7: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 1944992711, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 4
Rule  9: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 1
Rule 10: 1d7481b127, Class:  1, CF:0.744191, Len: 10, Fitness_tra: 0
Rule 11: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 13: b42183712b, Class:  2, CF:0.790094, Len: 10, Fitness_tra: 0
Rule 14: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule 15: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 2
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72228e2477, Class:  2, CF:0.750408, Len: 10, Fitness_tra: 0
Rule 18: 227416b222, Class:  4, CF:0.999206, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4227892774, Class:  2, CF:0.465061, Len: 10, Fitness_tra: 0
Rule 21: 417b814142, Class:  2, CF:0.990022, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b12216427b, Class:  4, CF:0.999406, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414b16217b, Class:  4, CF:0.994441, Len: 10, Fitness_tra: 0
Rule 30: 48447e24bb, Class:  0, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 31: b1b21324b7, Class:  4, CF:0.933062, Len: 10, Fitness_tra: 0
Rule 32: 7175f671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b4145a1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b417214bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 24bb814744, Class:  2, CF:0.981571, Len: 10, Fitness_tra: 0
Rule 36: 71b4412212, Class:  2, CF:0.710769, Len: 10, Fitness_tra: 0
Rule 37: b47bc6bbb7, Class:  2, CF:0.762693, Len: 10, Fitness_tra: 0
Rule 38: 17725a7b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2bb42a77b1, Class:  4, CF:0.13715, Len: 10, Fitness_tra: 0
Rule 40: 7692537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4274412b14, Class:  4, CF:0.285669, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  2, CF:0.275937, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  4, CF:0.987214, Len: 10, Fitness_tra: 0
Rule 45: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714726b477, Class:  4, CF:0.998533, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c64177, Class:  2, CF:0.925213, Len: 10, Fitness_tra: 0
Rule 48: 44b721477b, Class:  2, CF:0.451352, Len: 10, Fitness_tra: 1
Rule 49: 4872252144, Class:  4, CF:0.271549, Len: 10, Fitness_tra: 0
Rule 50: 442216b174, Class:  4, CF:0.998718, Len: 10, Fitness_tra: 0
Rule 51: 77bb11b272, Class:  2, CF:0.39933, Len: 10, Fitness_tra: 0
Rule 52: 44271641b2, Class:  4, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b724ca227b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4b475a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b12b194bbb, Class:  0, CF:0.0584671, Len: 10, Fitness_tra: 0
Rule 58: b47b214b57, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 1d12457127, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1147164742, Class:  4, CF:0.996909, Len: 10, Fitness_tra: 0
Rule 62: b14b8a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 22b7494b4b, Class:  1, CF:0.457488, Len: 10, Fitness_tra: 0
Rule 64: 2c72492224, Class:  2, CF:0.98046, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2247337417, Class:  4, CF:0.435469, Len: 10, Fitness_tra: 0
Rule 68: 4172ca1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 224713b777, Class:  4, CF:0.988512, Len: 10, Fitness_tra: 0
Rule 70: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 4052c0b070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 73: 17b74fbbb2, Class:  4, CF:0.999006, Len: 10, Fitness_tra: 0
Rule 74: 4b7481b2b4, Class:  2, CF:0.998714, Len: 10, Fitness_tra: 0
Rule 75: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 76: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 14b22124bb, Class:  2, CF:0.269368, Len: 10, Fitness_tra: 0
Rule 80: 11725f7b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4c41231bb1, Class:  4, CF:0.959846, Len: 10, Fitness_tra: -46
Rule 83: 424241b247, Class:  2, CF:0.979248, Len: 10, Fitness_tra: 1
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1b24167242, Class:  4, CF:0.996531, Len: 10, Fitness_tra: 0
Rule 86: 147b294411, Class:  1, CF:0.0246427, Len: 10, Fitness_tra: -144
Rule 87: b2b11abb71, Class:  4, CF:0.998535, Len: 10, Fitness_tra: 0
Rule 88: 15b17d2bb7, Class:  4, CF:0.8619, Len: 10, Fitness_tra: -142
Rule 89: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5124c1b249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b0000a0e70, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 411b16217b, Class:  4, CF:0.953733, Len: 10, Fitness_tra: -1
Rule 94: 941b917be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 194b9a1b19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1b735a0129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 48447e24bb, Class:  0, CF:0.999985, Len:  0, Fitness_tra: 0
Rule 98: 2000d60222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11121cbb77, Class:  4, CF:0.0590122, Len: 10, Fitness_tra: -763
Rule100: b0b01320b0, Class:  4, CF:0.790422, Len:  6, Fitness_tra: -136
------Current------
Miss_rate(tra)	:43.226
------Result------
Miss_rate(tra)	:43.226
Miss_rate(tst)	:45.2055
ARL				:9.67797

------Generation 80------
Rule  1: b172b971b1, Class:  0, CF:0.447997, Len: 10, Fitness_tra: 2049
Rule  2: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 158
Rule  3: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 31
Rule  4: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule  5: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 5
Rule  6: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 3
Rule  7: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 1944992711, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 4
Rule  9: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 1
Rule 10: 1d7481b127, Class:  1, CF:0.744191, Len: 10, Fitness_tra: 0
Rule 11: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 13: b42183712b, Class:  2, CF:0.790094, Len: 10, Fitness_tra: 0
Rule 14: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule 15: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 2
Rule 16: 7442d31b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 72228e2477, Class:  2, CF:0.750408, Len: 10, Fitness_tra: 0
Rule 18: 227416b222, Class:  4, CF:0.999206, Len: 10, Fitness_tra: 0
Rule 19: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 4227892774, Class:  2, CF:0.465061, Len: 10, Fitness_tra: 0
Rule 21: 417b814142, Class:  2, CF:0.990022, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b12216427b, Class:  4, CF:0.999406, Len: 10, Fitness_tra: 0
Rule 24: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: bb745a2b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 27: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1b7b5a1127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 414b16217b, Class:  4, CF:0.994441, Len: 10, Fitness_tra: 0
Rule 30: 48447e24bb, Class:  0, CF:0.999985, Len: 10, Fitness_tra: 0
Rule 31: b1b21324b7, Class:  4, CF:0.933062, Len: 10, Fitness_tra: 0
Rule 32: 7175f671b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: b4145a1774, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: b417214bb1, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 24bb814744, Class:  2, CF:0.981571, Len: 10, Fitness_tra: 0
Rule 36: 71b4412212, Class:  2, CF:0.710769, Len: 10, Fitness_tra: 0
Rule 37: b47bc6bbb7, Class:  2, CF:0.762693, Len: 10, Fitness_tra: 0
Rule 38: 17725a7b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 2bb42a77b1, Class:  4, CF:0.13715, Len: 10, Fitness_tra: 0
Rule 40: 7692537112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 4274412b14, Class:  4, CF:0.285669, Len: 10, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 4b2b114b42, Class:  2, CF:0.275937, Len: 10, Fitness_tra: 0
Rule 44: 7247137b27, Class:  4, CF:0.987214, Len: 10, Fitness_tra: 0
Rule 45: 2171d31b11, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 714726b477, Class:  4, CF:0.998533, Len: 10, Fitness_tra: 0
Rule 47: 2bb4c64177, Class:  2, CF:0.925213, Len: 10, Fitness_tra: 0
Rule 48: 44b721477b, Class:  2, CF:0.451352, Len: 10, Fitness_tra: 1
Rule 49: 4872252144, Class:  4, CF:0.271549, Len: 10, Fitness_tra: 0
Rule 50: 442216b174, Class:  4, CF:0.998718, Len: 10, Fitness_tra: 0
Rule 51: 77bb11b272, Class:  2, CF:0.39933, Len: 10, Fitness_tra: 0
Rule 52: 44271641b2, Class:  4, CF:0.998738, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b724ca227b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 4b475a7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b12b194bbb, Class:  0, CF:0.0584671, Len: 10, Fitness_tra: 0
Rule 58: b47b214b57, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 59: 1d12457127, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 1147164742, Class:  4, CF:0.996909, Len: 10, Fitness_tra: 0
Rule 62: b14b8a1171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 22b7494b4b, Class:  1, CF:0.457488, Len: 10, Fitness_tra: 0
Rule 64: 2c72492224, Class:  2, CF:0.98046, Len: 10, Fitness_tra: 0
Rule 65: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 2247337417, Class:  4, CF:0.435469, Len: 10, Fitness_tra: 0
Rule 68: 4172ca1244, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 224713b777, Class:  4, CF:0.988512, Len: 10, Fitness_tra: 0
Rule 70: 194b1127cc, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 71: 4052c0b070, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: b114c64274, Class:  2, CF:0.958467, Len: 10, Fitness_tra: 0
Rule 73: 17b74fbbb2, Class:  4, CF:0.999006, Len: 10, Fitness_tra: 0
Rule 74: 4b7481b2b4, Class:  2, CF:0.998714, Len: 10, Fitness_tra: 0
Rule 75: 27b78347bb, Class:  2, CF:0.610592, Len: 10, Fitness_tra: 0
Rule 76: 11221e7b77, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000009, Class:  4, CF:  1, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 14b22124bb, Class:  2, CF:0.269368, Len: 10, Fitness_tra: 0
Rule 80: 11725f7b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4c41231bb1, Class:  4, CF:0.959846, Len: 10, Fitness_tra: -46
Rule 83: 424241b247, Class:  2, CF:0.979248, Len: 10, Fitness_tra: 1
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 1b24167242, Class:  4, CF:0.996531, Len: 10, Fitness_tra: 0
Rule 86: 147b294411, Class:  1, CF:0.0246427, Len: 10, Fitness_tra: -144
Rule 87: b2b11abb71, Class:  4, CF:0.998535, Len: 10, Fitness_tra: 0
Rule 88: 15b17d2bb7, Class:  4, CF:0.8619, Len: 10, Fitness_tra: -142
Rule 89: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 5124c1b249, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b0000a0e70, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 411b16217b, Class:  4, CF:0.953733, Len: 10, Fitness_tra: -1
Rule 94: 941b917be2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 194b9a1b19, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 1b735a0129, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 48447e24bb, Class:  0, CF:0.999985, Len:  0, Fitness_tra: 0
Rule 98: 2000d60222, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 11121cbb77, Class:  4, CF:0.0590122, Len: 10, Fitness_tra: -763
Rule100: b0b01320b0, Class:  4, CF:0.790422, Len:  6, Fitness_tra: -136
------Current------
Miss_rate(tra)	:43.226
------Result------
Miss_rate(tra)	:43.226
Miss_rate(tst)	:45.2055
ARL				:9.67797

------Generation 90------
Rule  1: b172b971b1, Class:  0, CF:0.447997, Len: 10, Fitness_tra: 2049
Rule  2: 1872b971b1, Class:  0, CF:0.999096, Len: 10, Fitness_tra: 158
Rule  3: 1944c12711, Class:  1, CF:0.992901, Len: 10, Fitness_tra: 31
Rule  4: 4b121ab174, Class:  4, CF:0.930832, Len: 10, Fitness_tra: 0
Rule  5: 2122c11242, Class:  2, CF:0.987438, Len: 10, Fitness_tra: 5
Rule  6: 117255bb22, Class:  1, CF:0.0592611, Len: 10, Fitness_tra: 3
Rule  7: 0000000009, Class:  4, CF:  1, Len:  1, Fitness_tra: 2
Rule  8: 1944992711, Class:  1, CF:0.999988, Len: 10, Fitness_tra: 4
Rule  9: 722b1a1b22, Class:  4, CF:0.999994, Len: 10, Fitness_tra: 1
Rule 10: 1d7481b127, Class:  1, CF:0.744191, Len: 10, Fitness_tra: 0
Rule 11: e407200000, Class:  3, CF:  1, Len:  4, Fitness_tra: 1
Rule 12: b741c67712, Class:  2, CF:0.943968, Len: 10, Fitness_tra: 0
Rule 13: b42183712b, Class:  2, CF:0.790094, Len: 10, Fitness_tra: 0
Rule 14: b12481b222, Class:  2, CF:0.998061, Len: 10, Fitness_tra: 1
Rule 15: 2472594247, Class:  2, CF:0.991095, Len: 10, Fitness_tra: 2
