------Generation 0------
Rule  1: 7471c91472, Class:  2, CF:0.998633, Len: 10, Fitness_tra: -36
Rule  5: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 3
Rule  6: 0c00067000, Class:  1, CF:0.106372, Len:  3, Fitness_tra: 0
Rule  7: 1c62507017, Class:  1, CF:0.93429, Len:  8, Fitness_tra: 2
Rule  8: 4042c02024, Class:  2, CF:0.997482, Len:  7, Fitness_tra: 1
Rule  9: c000000000, Class:  3, CF:0.491242, Len:  1, Fitness_tra: 1
Rule 10: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: 0
Rule 11: 7b71d61427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 14: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 17: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 18: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 19: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 21: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 22: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: 0
Rule 25: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 724bc6b422, Class:  2, CF:0.745943, Len: 10, Fitness_tra: 0
Rule 27: 77142172bb, Class:  2, CF:0.721961, Len: 10, Fitness_tra: 0
Rule 28: 414471b277, Class:  2, CF:0.331314, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4171864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2422ca2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b5b24d7b44, Class:  4, CF:0.488238, Len: 10, Fitness_tra: 0
Rule 33: 1224812bb2, Class:  1, CF:0.17421, Len: 10, Fitness_tra: 0
Rule 34: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71448d274b, Class:  2, CF:0.988044, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 27475a4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2022c020d7, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 2c421121bb, Class:  4, CF:0.931818, Len: 10, Fitness_tra: 0
Rule 40: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 41b253b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4142c12224, Class:  2, CF:0.998836, Len: 10, Fitness_tra: 0
Rule 43: 4b71134217, Class:  4, CF:0.899191, Len: 10, Fitness_tra: 0
Rule 44: 21bb212272, Class:  2, CF:0.808606, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b428311b2, Class:  2, CF:0.971388, Len: 10, Fitness_tra: 0
Rule 47: 7b27c92b78, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 42b2292722, Class:  2, CF:0.720081, Len: 10, Fitness_tra: 0
Rule 49: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b2128174bb, Class:  2, CF:0.777612, Len: 10, Fitness_tra: 0
Rule 51: 4c74294b74, Class:  2, CF:0.0404487, Len: 10, Fitness_tra: 0
Rule 52: 71271127b4, Class:  4, CF:0.526292, Len: 10, Fitness_tra: 0
Rule 53: 45722e4bb2, Class:  1, CF:0.830073, Len: 10, Fitness_tra: 0
Rule 54: 2d422e2b12, Class:  1, CF:0.65285, Len: 10, Fitness_tra: 0
Rule 55: 24725f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: bb27867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 27218a4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 212b561472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 414bcd4b72, Class:  2, CF:0.930275, Len: 10, Fitness_tra: 0
Rule 60: 727bc31b22, Class:  2, CF:0.834271, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 274721b2b2, Class:  2, CF:0.554742, Len: 10, Fitness_tra: 0
Rule 63: 4d72784141, Class:  2, CF:0.4269, Len: 10, Fitness_tra: 0
Rule 64: 44b4132721, Class:  4, CF:0.973543, Len: 10, Fitness_tra: 0
Rule 65: 1117c12b18, Class:  2, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bbbb5374bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 277b864142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b227214422, Class:  2, CF:0.982474, Len: 10, Fitness_tra: 0
Rule 71: 2b2b19bb72, Class:  2, CF:0.997075, Len: 10, Fitness_tra: 0
Rule 72: 4cb4861741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1b27134b1b, Class:  4, CF:0.445488, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4c74577024, Class:  2, CF:0.989195, Len:  9, Fitness_tra: 0
Rule 76: 7b1b8f2214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2442112244, Class:  2, CF:0.806159, Len: 10, Fitness_tra: 0
Rule 78: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 0
Rule 79: 4914c37b27, Class:  1, CF:0.959236, Len: 10, Fitness_tra: 0
Rule 80: 4422cfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 2724cabb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 4414917b1b, Class:  1, CF:0.694055, Len: 10, Fitness_tra: 0
Rule 83: 7b4b86727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 742b537b41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 27b423bb1b, Class:  4, CF:0.786483, Len: 10, Fitness_tra: 0
Rule 86: 221253b77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 222b1f4b77, Class:  4, CF:0.999882, Len: 10, Fitness_tra: 0
Rule 88: 47bb117277, Class:  2, CF:0.241903, Len: 10, Fitness_tra: 0
Rule 89: 17725a4177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: b227d11471, Class:  2, CF:0.843986, Len: 10, Fitness_tra: 0
Rule 91: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 222b561474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b2628324b2, Class:  2, CF:0.531529, Len: 10, Fitness_tra: 0
Rule 94: 0d0021dd12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 14710172bb, Class:  4, CF:0.00920462, Len:  9, Fitness_tra: 0
Rule 96: 44b48177b1, Class:  2, CF:0.898996, Len: 10, Fitness_tra: -1
Rule 97: bb7d001c06, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7c40e6b420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0401a10200, Class:  4, CF:0.852664, Len:  5, Fitness_tra: -726
Rule100: 0148c04b72, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
------Current------
Miss_rate(tra)	:32.1225
------Result------
Miss_rate(tra)	:32.1225
Miss_rate(tst)	:32.6941
ARL				:9

------Generation 80------
Rule  1: 020701000b, Class:  0, CF:0.170333, Len:  4, Fitness_tra: 3368
Rule  2: 0008000000, Class:  1, CF:0.99025, Len:  1, Fitness_tra: 30
Rule  3: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 2
Rule  4: 1c62507017, Class:  1, CF:0.93429, Len:  8, Fitness_tra: 0
Rule  5: c000000000, Class:  3, CF:0.491242, Len:  1, Fitness_tra: 1
Rule  6: 4042c02024, Class:  2, CF:0.997482, Len:  7, Fitness_tra: 1
Rule  7: 0148c04b72, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 0c00067000, Class:  1, CF:0.106372, Len:  3, Fitness_tra: 3
Rule  9: 7c40e6b420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: 6
Rule 11: 7b71d61427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 14: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 17: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 18: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 19: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 21: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 22: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: -1
Rule 25: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 724bc6b422, Class:  2, CF:0.745943, Len: 10, Fitness_tra: 0
Rule 27: 77142172bb, Class:  2, CF:0.721961, Len: 10, Fitness_tra: 0
Rule 28: 414471b277, Class:  2, CF:0.331314, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4171864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2422ca2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b5b24d7b44, Class:  4, CF:0.488238, Len: 10, Fitness_tra: 0
Rule 33: 1224812bb2, Class:  1, CF:0.17421, Len: 10, Fitness_tra: 0
Rule 34: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71448d274b, Class:  2, CF:0.988044, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 27475a4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2022c020d7, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 2c421121bb, Class:  4, CF:0.931818, Len: 10, Fitness_tra: 0
Rule 40: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 41b253b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4142c12224, Class:  2, CF:0.998836, Len: 10, Fitness_tra: 0
Rule 43: 4b71134217, Class:  4, CF:0.899191, Len: 10, Fitness_tra: 0
Rule 44: 21bb212272, Class:  2, CF:0.808606, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b428311b2, Class:  2, CF:0.971388, Len: 10, Fitness_tra: 0
Rule 47: 7b27c92b78, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 42b2292722, Class:  2, CF:0.720081, Len: 10, Fitness_tra: 0
Rule 49: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b2128174bb, Class:  2, CF:0.777612, Len: 10, Fitness_tra: 0
Rule 51: 4c74294b74, Class:  2, CF:0.0404487, Len: 10, Fitness_tra: 0
Rule 52: 71271127b4, Class:  4, CF:0.526292, Len: 10, Fitness_tra: 0
Rule 53: 45722e4bb2, Class:  1, CF:0.830073, Len: 10, Fitness_tra: 0
Rule 54: 2d422e2b12, Class:  1, CF:0.65285, Len: 10, Fitness_tra: 0
Rule 55: 24725f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: bb27867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 27218a4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 212b561472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 414bcd4b72, Class:  2, CF:0.930275, Len: 10, Fitness_tra: 0
Rule 60: 727bc31b22, Class:  2, CF:0.834271, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 274721b2b2, Class:  2, CF:0.554742, Len: 10, Fitness_tra: 0
Rule 63: 4d72784141, Class:  2, CF:0.4269, Len: 10, Fitness_tra: 0
Rule 64: 44b4132721, Class:  4, CF:0.973543, Len: 10, Fitness_tra: 0
Rule 65: 1117c12b18, Class:  2, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bbbb5374bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 277b864142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b227214422, Class:  2, CF:0.982474, Len: 10, Fitness_tra: 1
Rule 71: 2b2b19bb72, Class:  2, CF:0.997075, Len: 10, Fitness_tra: 0
Rule 72: 4cb4861741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1b27134b1b, Class:  4, CF:0.445488, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4c74577024, Class:  2, CF:0.989195, Len:  9, Fitness_tra: 0
Rule 76: 7b1b8f2214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2442112244, Class:  2, CF:0.806159, Len: 10, Fitness_tra: 0
Rule 78: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 0
Rule 79: 4914c37b27, Class:  1, CF:0.959236, Len: 10, Fitness_tra: 0
Rule 80: 4422cfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4b7196b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 144456472b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4b41c34777, Class:  2, CF:0.962435, Len: 10, Fitness_tra: 0
Rule 86: 14b4232742, Class:  4, CF:0.905776, Len: 10, Fitness_tra: 0
Rule 87: 11b12e7bb4, Class:  1, CF:0.360453, Len: 10, Fitness_tra: -142
Rule 88: 24148fb4b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 47b253a272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2472797bb2, Class:  0, CF:0.987444, Len: 10, Fitness_tra: 0
Rule 93: bb7d001b06, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0400900000, Class:  1, CF:0.477459, Len:  2, Fitness_tra: 28
Rule 95: 714481274b, Class:  2, CF:0.991619, Len: 10, Fitness_tra: 0
Rule 96: 7422cd2b77, Class:  2, CF:0.752451, Len: 10, Fitness_tra: 0
Rule 97: 022b060404, Class:  4, CF:0.996927, Len:  6, Fitness_tra: 1
Rule 98: 7927c61b78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0b0713001b, Class:  4, CF:0.228826, Len:  6, Fitness_tra: -34
Rule100: 0b08001c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.7414
------Result------
Miss_rate(tra)	:15.7414
Miss_rate(tst)	:15.4338
ARL				:8.86207

------Generation 90------
Rule  1: 020701000b, Class:  0, CF:0.170333, Len:  4, Fitness_tra: 3368
Rule  2: 0008000000, Class:  1, CF:0.99025, Len:  1, Fitness_tra: 30
Rule  3: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 2
Rule  4: 1c62507017, Class:  1, CF:0.93429, Len:  8, Fitness_tra: 0
Rule  5: c000000000, Class:  3, CF:0.491242, Len:  1, Fitness_tra: 1
Rule  6: 4042c02024, Class:  2, CF:0.997482, Len:  7, Fitness_tra: 1
Rule  7: 0148c04b72, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule  8: 0c00067000, Class:  1, CF:0.106372, Len:  3, Fitness_tra: 3
Rule  9: 7c40e6b420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 10: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: 6
Rule 11: 7b71d61427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 14: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 17: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 18: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 19: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
Rule 21: 1c22267117, Class:  4, CF:0.967872, Len: 10, Fitness_tra: 0
Rule 22: 00000000a0, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 1142112b44, Class:  4, CF:0.623542, Len: 10, Fitness_tra: -1
Rule 25: 1714117b11, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 724bc6b422, Class:  2, CF:0.745943, Len: 10, Fitness_tra: 0
Rule 27: 77142172bb, Class:  2, CF:0.721961, Len: 10, Fitness_tra: 0
Rule 28: 414471b277, Class:  2, CF:0.331314, Len: 10, Fitness_tra: 0
Rule 29: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4171864411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 2422ca2127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b5b24d7b44, Class:  4, CF:0.488238, Len: 10, Fitness_tra: 0
Rule 33: 1224812bb2, Class:  1, CF:0.17421, Len: 10, Fitness_tra: 0
Rule 34: b2428621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 71448d274b, Class:  2, CF:0.988044, Len: 10, Fitness_tra: 0
Rule 36: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 27475a4b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 2022c020d7, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 39: 2c421121bb, Class:  4, CF:0.931818, Len: 10, Fitness_tra: 0
Rule 40: 74bb534411, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 41b253b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 4142c12224, Class:  2, CF:0.998836, Len: 10, Fitness_tra: 0
Rule 43: 4b71134217, Class:  4, CF:0.899191, Len: 10, Fitness_tra: 0
Rule 44: 21bb212272, Class:  2, CF:0.808606, Len: 10, Fitness_tra: 0
Rule 45: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b428311b2, Class:  2, CF:0.971388, Len: 10, Fitness_tra: 0
Rule 47: 7b27c92b78, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 48: 42b2292722, Class:  2, CF:0.720081, Len: 10, Fitness_tra: 0
Rule 49: bbb4861724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b2128174bb, Class:  2, CF:0.777612, Len: 10, Fitness_tra: 0
Rule 51: 4c74294b74, Class:  2, CF:0.0404487, Len: 10, Fitness_tra: 0
Rule 52: 71271127b4, Class:  4, CF:0.526292, Len: 10, Fitness_tra: 0
Rule 53: 45722e4bb2, Class:  1, CF:0.830073, Len: 10, Fitness_tra: 0
Rule 54: 2d422e2b12, Class:  1, CF:0.65285, Len: 10, Fitness_tra: 0
Rule 55: 24725f1114, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: bb27867127, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 27218a4414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 212b561472, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 414bcd4b72, Class:  2, CF:0.930275, Len: 10, Fitness_tra: 0
Rule 60: 727bc31b22, Class:  2, CF:0.834271, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 274721b2b2, Class:  2, CF:0.554742, Len: 10, Fitness_tra: 0
Rule 63: 4d72784141, Class:  2, CF:0.4269, Len: 10, Fitness_tra: 0
Rule 64: 44b4132721, Class:  4, CF:0.973543, Len: 10, Fitness_tra: 0
Rule 65: 1117c12b18, Class:  2, CF:0.998396, Len: 10, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: bbbb5374bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 277b864142, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b227214422, Class:  2, CF:0.982474, Len: 10, Fitness_tra: 1
Rule 71: 2b2b19bb72, Class:  2, CF:0.997075, Len: 10, Fitness_tra: 0
Rule 72: 4cb4861741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 1b27134b1b, Class:  4, CF:0.445488, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4c74577024, Class:  2, CF:0.989195, Len:  9, Fitness_tra: 0
Rule 76: 7b1b8f2214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 2442112244, Class:  2, CF:0.806159, Len: 10, Fitness_tra: 0
Rule 78: ac428ebbbb, Class:  1, CF:0.474097, Len: 10, Fitness_tra: 0
Rule 79: 4914c37b27, Class:  1, CF:0.959236, Len: 10, Fitness_tra: 0
Rule 80: 4422cfb474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 4b7196b772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 144456472b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 4b41c34777, Class:  2, CF:0.962435, Len: 10, Fitness_tra: 0
Rule 86: 14b4232742, Class:  4, CF:0.905776, Len: 10, Fitness_tra: 0
Rule 87: 11b12e7bb4, Class:  1, CF:0.360453, Len: 10, Fitness_tra: -142
Rule 88: 24148fb4b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 47b253a272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 2472797bb2, Class:  0, CF:0.987444, Len: 10, Fitness_tra: 0
Rule 93: bb7d001b06, Class:  0, CF:  1, Len:  7, Fitness_tra: 0
Rule 94: 0400900000, Class:  1, CF:0.477459, Len:  2, Fitness_tra: 28
Rule 95: 714481274b, Class:  2, CF:0.991619, Len: 10, Fitness_tra: 0
Rule 96: 7422cd2b77, Class:  2, CF:0.752451, Len: 10, Fitness_tra: 0
Rule 97: 022b060404, Class:  4, CF:0.996927, Len:  6, Fitness_tra: 1
Rule 98: 7927c61b78, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0b0713001b, Class:  4, CF:0.228826, Len:  6, Fitness_tra: -34
Rule100: 0b08001c00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:15.7414
------Result------
Miss_rate(tra)	:15.7414
Miss_rate(tst)	:15.4338
ARL				:8.86207

------Generation 100------
Rule  1: 020701000b, Class:  0, CF:0.170333, Len:  4, Fitness_tra: 3295
Rule  2: 0008000000, Class:  1, CF:0.99025, Len:  1, Fitness_tra: 27
Rule  3: 0400900000, Class:  1, CF:0.477459, Len:  2, Fitness_tra: 28
Rule  4: 124b454717, Class:  1, CF:0.0325384, Len: 10, Fitness_tra: -1
Rule  5: 0c00067000, Class:  1, CF:0.106372, Len:  3, Fitness_tra: 0
Rule  6: bb70001c00, Class:  2, CF:0.962037, Len:  5, Fitness_tra: 0
Rule  7: 022b060404, Class:  4, CF:0.996927, Len:  6, Fitness_tra: 0
Rule  8: c000000000, Class:  3, CF:0.491242, Len:  1, Fitness_tra: 1
Rule  9: b227214422, Class:  2, CF:0.982474, Len: 10, Fitness_tra: 0
Rule 10: 4042c02024, Class:  2, CF:0.997482, Len:  7, Fitness_tra: 1
Rule 11: 0148c04b72, Class:  1, CF:  1, Len:  8, Fitness_tra: 0
Rule 12: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 44bbc97bb7, Class:  0, CF:0.996228, Len: 10, Fitness_tra: 0
Rule 14: 4214537b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 4542114172, Class:  4, CF:0.687194, Len: 10, Fitness_tra: 0
Rule 17: 15b7812172, Class:  1, CF:0.616227, Len: 10, Fitness_tra: 0
Rule 18: 11222327b2, Class:  4, CF:0.870425, Len: 10, Fitness_tra: 0
Rule 19: 44b7862b77, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: b22b26b424, Class:  4, CF:0.999928, Len: 10, Fitness_tra: 0
