------Generation 0------
Rule  1: b5bbc14221, Class:  2, CF:0.979394, Len: 10, Fitness_tra: 0
Rule  6: b5bbc14221, Class:  2, CF:0.979394, Len: 10, Fitness_tra: 0
Rule  7: 22125f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22278e7742, Class:  2, CF:0.779452, Len: 10, Fitness_tra: 0
Rule  9: 42bb49bb7b, Class:  1, CF:0.453985, Len: 10, Fitness_tra: 0
Rule 10: 1242114144, Class:  2, CF:0.565809, Len: 10, Fitness_tra: -1
Rule 11: 722485b277, Class:  2, CF:0.863008, Len: 10, Fitness_tra: 0
Rule 12: b21126bb21, Class:  4, CF:0.961283, Len: 10, Fitness_tra: 0
Rule 13: 221b2e2144, Class:  2, CF:0.541515, Len: 10, Fitness_tra: -2
Rule 14: 44129f7b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: b24223747b, Class:  4, CF:0.993162, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b1741927bb, Class:  2, CF:0.516297, Len: 10, Fitness_tra: 0
Rule 18: 1174217414, Class:  2, CF:0.686775, Len: 10, Fitness_tra: -188
Rule 19: 412721b1b4, Class:  2, CF:0.21059, Len: 10, Fitness_tra: 0
Rule 20: 4c2b4141b2, Class:  4, CF:0.788758, Len: 10, Fitness_tra: 0
Rule 21: 221429bb2b, Class:  1, CF:0.737794, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7e7213b7b1, Class:  1, CF:0.659424, Len: 10, Fitness_tra: 0
Rule 25: 717451b2bb, Class:  2, CF:0.983748, Len: 10, Fitness_tra: 0
Rule 26: 772b214141, Class:  2, CF:0.351838, Len: 10, Fitness_tra: 0
Rule 27: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b22181b141, Class:  2, CF:0.987379, Len: 10, Fitness_tra: -12
Rule 29: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1bb28a1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 45b7c1b442, Class:  2, CF:0.986495, Len: 10, Fitness_tra: 0
Rule 32: 217751747b, Class:  2, CF:0.993242, Len: 10, Fitness_tra: 0
Rule 33: 2b111f424b, Class:  3, CF:0.186479, Len: 10, Fitness_tra: 0
Rule 34: b2748fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 774436747b, Class:  4, CF:0.999831, Len: 10, Fitness_tra: 0
Rule 36: b1b11d2444, Class:  2, CF:0.958953, Len: 10, Fitness_tra: -2
Rule 37: 2b12164427, Class:  4, CF:0.993402, Len: 10, Fitness_tra: 0
Rule 38: b174114771, Class:  4, CF:0.494796, Len: 10, Fitness_tra: 0
Rule 39: 712b13bb41, Class:  4, CF:0.979674, Len: 10, Fitness_tra: 0
Rule 40: 2114c9b44b, Class:  0, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 41: 487811bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 717251211c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 7142834177, Class:  0, CF:0.204129, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 772416b7b2, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 46: 4417811127, Class:  2, CF:0.946261, Len: 10, Fitness_tra: -1076
Rule 47: 244111b477, Class:  2, CF:0.124846, Len: 10, Fitness_tra: 0
Rule 48: b41b814b22, Class:  2, CF:0.918528, Len: 10, Fitness_tra: 0
Rule 49: b2141ab714, Class:  4, CF:0.986375, Len: 10, Fitness_tra: 0
Rule 50: 2712c52174, Class:  2, CF:0.95343, Len: 10, Fitness_tra: 0
Rule 51: 4271264472, Class:  4, CF:0.999874, Len: 10, Fitness_tra: 0
Rule 52: 4c27812147, Class:  2, CF:0.959967, Len: 10, Fitness_tra: 0
Rule 53: 272b81b212, Class:  2, CF:0.994934, Len: 10, Fitness_tra: 0
Rule 54: 4174dab144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2214834447, Class:  2, CF:0.873587, Len: 10, Fitness_tra: 0
Rule 56: 4b44534171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 45121a17b7, Class:  4, CF:0.999453, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2c1456211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c1253b17b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 44129f7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: bb14262124, Class:  4, CF:0.927774, Len: 10, Fitness_tra: 0
Rule 63: 28b18a7bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 127bc61b71, Class:  1, CF:0.100155, Len: 10, Fitness_tra: 1
Rule 65: 4271162142, Class:  4, CF:0.998742, Len: 10, Fitness_tra: 0
Rule 66: 114b217b72, Class:  4, CF:0.100597, Len: 10, Fitness_tra: 0
Rule 67: 712bd1b114, Class:  2, CF:0.974583, Len: 10, Fitness_tra: 0
Rule 68: bbb22e74b4, Class:  2, CF:0.995194, Len: 10, Fitness_tra: 0
Rule 69: 244b21b1b2, Class:  4, CF:0.157673, Len: 10, Fitness_tra: 0
Rule 70: 47711142b1, Class:  4, CF:0.367521, Len: 10, Fitness_tra: -3
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b81bc17177, Class:  2, CF:0.429683, Len: 10, Fitness_tra: 0
Rule 75: 224756bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7c47261b22, Class:  4, CF:0.99797, Len: 10, Fitness_tra: 0
Rule 77: 417bc94177, Class:  2, CF:0.910885, Len: 10, Fitness_tra: 0
Rule 78: 2bbb21b277, Class:  2, CF:0.918603, Len: 10, Fitness_tra: 0
Rule 79: 2441864741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b2125abb2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b47713bb4b, Class:  4, CF:0.996656, Len: 10, Fitness_tra: 0
Rule 82: 712822b142, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 174251271b, Class:  2, CF:0.904178, Len: 10, Fitness_tra: 0
Rule 84: 4c411611b1, Class:  4, CF:0.993712, Len: 10, Fitness_tra: -3
Rule 85: 717151b4b1, Class:  2, CF:0.997492, Len: 10, Fitness_tra: 0
Rule 86: 72475f4272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000e00000, Class:  3, CF:0.357646, Len:  1, Fitness_tra: -119
Rule 89: 1414c52471, Class:  2, CF:0.635119, Len: 10, Fitness_tra: -1003
Rule 90: 141b8fb227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 42279f7b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 44b75621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b41b814b22, Class:  2, CF:0.918528, Len:  0, Fitness_tra: 0
Rule 94: e27780070b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0740137000, Class:  4, CF:0.560424, Len:  5, Fitness_tra: -152
Rule 96: 127b214227, Class:  2, CF:0.961444, Len: 10, Fitness_tra: 2
Rule 97: 4cb11a17be, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 771416467b, Class:  4, CF:0.958708, Len: 10, Fitness_tra: 0
Rule 99: 000d000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule100: 5227817477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.5966
------Result------
Miss_rate(tra)	:96.5966
Miss_rate(tst)	:97.2578
ARL				:9.66176

------Generation 70------
Rule  1: 2147421442, Class:  2, CF:0.944445, Len: 10, Fitness_tra: -289
Rule  2: 4224111271, Class:  4, CF:0.647756, Len: 10, Fitness_tra: -745
Rule  3: 11b1d1b241, Class:  2, CF:0.997172, Len: 10, Fitness_tra: -36
Rule  4: 751285b421, Class:  1, CF:0.933061, Len: 10, Fitness_tra: 0
Rule  5: 127b212217, Class:  2, CF:0.703944, Len: 10, Fitness_tra: -1
Rule  6: b5bbc14221, Class:  2, CF:0.979394, Len: 10, Fitness_tra: 0
Rule  7: 22125f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  8: 22278e7742, Class:  2, CF:0.779452, Len: 10, Fitness_tra: 0
Rule  9: 42bb49bb7b, Class:  1, CF:0.453985, Len: 10, Fitness_tra: 0
Rule 10: 1242114144, Class:  2, CF:0.565809, Len: 10, Fitness_tra: -1
Rule 11: 722485b277, Class:  2, CF:0.863008, Len: 10, Fitness_tra: 0
Rule 12: b21126bb21, Class:  4, CF:0.961283, Len: 10, Fitness_tra: 0
Rule 13: 221b2e2144, Class:  2, CF:0.541515, Len: 10, Fitness_tra: -2
Rule 14: 44129f7b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: b24223747b, Class:  4, CF:0.993162, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b1741927bb, Class:  2, CF:0.516297, Len: 10, Fitness_tra: 0
Rule 18: 1174217414, Class:  2, CF:0.686775, Len: 10, Fitness_tra: -188
Rule 19: 412721b1b4, Class:  2, CF:0.21059, Len: 10, Fitness_tra: 0
Rule 20: 4c2b4141b2, Class:  4, CF:0.788758, Len: 10, Fitness_tra: 0
Rule 21: 221429bb2b, Class:  1, CF:0.737794, Len: 10, Fitness_tra: 0
Rule 22: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7e7213b7b1, Class:  1, CF:0.659424, Len: 10, Fitness_tra: 0
Rule 25: 717451b2bb, Class:  2, CF:0.983748, Len: 10, Fitness_tra: 0
Rule 26: 772b214141, Class:  2, CF:0.351838, Len: 10, Fitness_tra: 0
Rule 27: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: b22181b141, Class:  2, CF:0.987379, Len: 10, Fitness_tra: -12
Rule 29: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 1bb28a1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 45b7c1b442, Class:  2, CF:0.986495, Len: 10, Fitness_tra: 0
Rule 32: 217751747b, Class:  2, CF:0.993242, Len: 10, Fitness_tra: 0
Rule 33: 2b111f424b, Class:  3, CF:0.186479, Len: 10, Fitness_tra: 0
Rule 34: b2748fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 774436747b, Class:  4, CF:0.999831, Len: 10, Fitness_tra: 0
Rule 36: b1b11d2444, Class:  2, CF:0.958953, Len: 10, Fitness_tra: -2
Rule 37: 2b12164427, Class:  4, CF:0.993402, Len: 10, Fitness_tra: 0
Rule 38: b174114771, Class:  4, CF:0.494796, Len: 10, Fitness_tra: 0
Rule 39: 712b13bb41, Class:  4, CF:0.979674, Len: 10, Fitness_tra: 0
Rule 40: 2114c9b44b, Class:  0, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 41: 487811bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 42: 717251211c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 7142834177, Class:  0, CF:0.204129, Len: 10, Fitness_tra: 0
Rule 44: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 772416b7b2, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 46: 4417811127, Class:  2, CF:0.946261, Len: 10, Fitness_tra: -1076
Rule 47: 244111b477, Class:  2, CF:0.124846, Len: 10, Fitness_tra: 0
Rule 48: b41b814b22, Class:  2, CF:0.918528, Len: 10, Fitness_tra: 0
Rule 49: b2141ab714, Class:  4, CF:0.986375, Len: 10, Fitness_tra: 0
Rule 50: 2712c52174, Class:  2, CF:0.95343, Len: 10, Fitness_tra: 0
Rule 51: 4271264472, Class:  4, CF:0.999874, Len: 10, Fitness_tra: 0
Rule 52: 4c27812147, Class:  2, CF:0.959967, Len: 10, Fitness_tra: 0
Rule 53: 272b81b212, Class:  2, CF:0.994934, Len: 10, Fitness_tra: 0
Rule 54: 4174dab144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 2214834447, Class:  2, CF:0.873587, Len: 10, Fitness_tra: 0
Rule 56: 4b44534171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 45121a17b7, Class:  4, CF:0.999453, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 2c1456211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 1c1253b17b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 44129f7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: bb14262124, Class:  4, CF:0.927774, Len: 10, Fitness_tra: 0
Rule 63: 28b18a7bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 127bc61b71, Class:  1, CF:0.100155, Len: 10, Fitness_tra: 1
Rule 65: 4271162142, Class:  4, CF:0.998742, Len: 10, Fitness_tra: 0
Rule 66: 114b217b72, Class:  4, CF:0.100597, Len: 10, Fitness_tra: 0
Rule 67: 712bd1b114, Class:  2, CF:0.974583, Len: 10, Fitness_tra: 0
Rule 68: bbb22e74b4, Class:  2, CF:0.995194, Len: 10, Fitness_tra: 0
Rule 69: 244b21b1b2, Class:  4, CF:0.157673, Len: 10, Fitness_tra: 0
Rule 70: 47711142b1, Class:  4, CF:0.367521, Len: 10, Fitness_tra: -3
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: b81bc17177, Class:  2, CF:0.429683, Len: 10, Fitness_tra: 0
Rule 75: 224756bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7c47261b22, Class:  4, CF:0.99797, Len: 10, Fitness_tra: 0
Rule 77: 417bc94177, Class:  2, CF:0.910885, Len: 10, Fitness_tra: 0
Rule 78: 2bbb21b277, Class:  2, CF:0.918603, Len: 10, Fitness_tra: 0
Rule 79: 2441864741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: b2125abb2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b47713bb4b, Class:  4, CF:0.996656, Len: 10, Fitness_tra: 0
Rule 82: 712822b142, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 83: 174251271b, Class:  2, CF:0.904178, Len: 10, Fitness_tra: 0
Rule 84: 4c411611b1, Class:  4, CF:0.993712, Len: 10, Fitness_tra: -3
Rule 85: 717151b4b1, Class:  2, CF:0.997492, Len: 10, Fitness_tra: 0
Rule 86: 72475f4272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000e00000, Class:  3, CF:0.357646, Len:  1, Fitness_tra: -119
Rule 89: 1414c52471, Class:  2, CF:0.635119, Len: 10, Fitness_tra: -1003
Rule 90: 141b8fb227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 42279f7b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 44b75621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: b41b814b22, Class:  2, CF:0.918528, Len:  0, Fitness_tra: 0
Rule 94: e27780070b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 0740137000, Class:  4, CF:0.560424, Len:  5, Fitness_tra: -152
Rule 96: 127b214227, Class:  2, CF:0.961444, Len: 10, Fitness_tra: 2
Rule 97: 4cb11a17be, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 771416467b, Class:  4, CF:0.958708, Len: 10, Fitness_tra: 0
Rule 99: 000d000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 6
Rule100: 5227817477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:96.5966
------Result------
Miss_rate(tra)	:96.5966
Miss_rate(tst)	:97.2578
ARL				:9.66176

------Generation 80------
Rule  1: 217419766b, Class:  0, CF:0.184799, Len: 10, Fitness_tra: 0
Rule  2: 000d000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule  3: 712b13bb41, Class:  4, CF:0.979674, Len: 10, Fitness_tra: -20
Rule  4: 221429bb2b, Class:  1, CF:0.737794, Len: 10, Fitness_tra: -2
Rule  5: 127bc61b71, Class:  1, CF:0.100155, Len: 10, Fitness_tra: 1
Rule  6: b41b814b22, Class:  2, CF:0.918528, Len: 10, Fitness_tra: 0
Rule  7: b21126bb21, Class:  4, CF:0.961283, Len: 10, Fitness_tra: -3
Rule  8: 22125f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule  9: 212bd1b43b, Class:  2, CF:0.983577, Len: 10, Fitness_tra: 0
Rule 10: 722485b277, Class:  2, CF:0.863008, Len: 10, Fitness_tra: 0
Rule 11: 22278e7742, Class:  2, CF:0.779452, Len: 10, Fitness_tra: 0
Rule 12: 44129f7b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b24223747b, Class:  4, CF:0.993162, Len: 10, Fitness_tra: 0
Rule 14: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: b1741927bb, Class:  2, CF:0.516297, Len: 10, Fitness_tra: 0
Rule 16: 412721b1b4, Class:  2, CF:0.21059, Len: 10, Fitness_tra: -167
Rule 17: 5227817477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 717451b2bb, Class:  2, CF:0.983748, Len: 10, Fitness_tra: 0
Rule 21: 417b561717, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 44775621b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 1bb28a1b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 45b7c1b442, Class:  2, CF:0.986495, Len: 10, Fitness_tra: 0
Rule 25: 217751747b, Class:  2, CF:0.993242, Len: 10, Fitness_tra: 0
Rule 26: 2b111f424b, Class:  3, CF:0.186479, Len: 10, Fitness_tra: 1
Rule 27: b2748fb77b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 774436747b, Class:  4, CF:0.999831, Len: 10, Fitness_tra: 0
Rule 29: 2b12164427, Class:  4, CF:0.993402, Len: 10, Fitness_tra: 0
Rule 30: b5bbc14221, Class:  2, CF:0.979394, Len: 10, Fitness_tra: 0
Rule 31: 2114c9b44b, Class:  0, CF:0.993709, Len: 10, Fitness_tra: 0
Rule 32: 487811bbb4, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 33: 717251211c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: 7142834177, Class:  0, CF:0.204129, Len: 10, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 772416b7b2, Class:  4, CF:0.999769, Len: 10, Fitness_tra: 0
Rule 37: b8cb916177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4271264472, Class:  4, CF:0.999874, Len: 10, Fitness_tra: 0
Rule 39: 4c27812147, Class:  2, CF:0.959967, Len: 10, Fitness_tra: 0
Rule 40: 272b81b212, Class:  2, CF:0.994934, Len: 10, Fitness_tra: 0
Rule 41: 4174dab144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2214834447, Class:  2, CF:0.873587, Len: 10, Fitness_tra: 1
Rule 43: 4b44534171, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 45121a17b7, Class:  4, CF:0.999453, Len: 10, Fitness_tra: -2
Rule 45: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2c1456211b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 1c1253b17b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 44129f7bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: bb14262124, Class:  4, CF:0.927774, Len: 10, Fitness_tra: 0
Rule 50: 28b18a7bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 114b217b72, Class:  4, CF:0.100597, Len: 10, Fitness_tra: -1
Rule 52: 712bd1b114, Class:  2, CF:0.974583, Len: 10, Fitness_tra: -4
Rule 53: bbb22e74b4, Class:  2, CF:0.995194, Len: 10, Fitness_tra: 0
Rule 54: 244b21b1b2, Class:  4, CF:0.157673, Len: 10, Fitness_tra: 0
Rule 55: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 224756bb41, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 7c47261b22, Class:  4, CF:0.99797, Len: 10, Fitness_tra: 0
Rule 60: 417bc94177, Class:  2, CF:0.910885, Len: 10, Fitness_tra: 1
Rule 61: 2bbb21b277, Class:  2, CF:0.918603, Len: 10, Fitness_tra: 0
Rule 62: 2441864741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b2125abb2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: b47713bb4b, Class:  4, CF:0.996656, Len: 10, Fitness_tra: -5
Rule 65: 712822b142, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 66: 174251271b, Class:  2, CF:0.904178, Len: 10, Fitness_tra: -1
Rule 67: 72475f4272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 141b8fb227, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 42279f7b64, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 7247e14147, Class:  2, CF:0.541396, Len: 10, Fitness_tra: 0
Rule 72: 8cbb1abb71, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2144567741, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 282b29b122, Class:  1, CF:0.566571, Len: 10, Fitness_tra: 0
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 774226711b, Class:  4, CF:0.985761, Len: 10, Fitness_tra: -2
Rule 77: 0000800000, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 000186e041, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 7c77261b22, Class:  4, CF:0.99797, Len: 10, Fitness_tra: -2
Rule 80: 708455b2b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b174c5127b, Class:  2, CF:0.94235, Len: 10, Fitness_tra: -187
Rule 82: 462881b247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 77b156b712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 2b27591417, Class:  2, CF:0.99752, Len: 10, Fitness_tra: -19
Rule 85: 424781b7b4, Class:  2, CF:0.861544, Len: 10, Fitness_tra: 0
Rule 86: 4144457427, Class:  2, CF:0.962525, Len: 10, Fitness_tra: 1
Rule 87: b1244dbb2b, Class:  2, CF:0.44536, Len: 10, Fitness_tra: 0
Rule 88: bcb1d947b2, Class:  1, CF:0.0982656, Len: 10, Fitness_tra: 0
Rule 89: 122b11b722, Class:  4, CF:0.28083, Len: 10, Fitness_tra: -99
Rule 90: 2142812711, Class:  2, CF:0.94151, Len: 10, Fitness_tra: -56
Rule 91: 242b557b2b, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 412721b4b4, Class:  2, CF:0.523199, Len: 10, Fitness_tra: 0
Rule 93: 7044114272, Class:  2, CF:0.300978, Len:  9, Fitness_tra: 0
Rule 94: 217419066b, Class:  0, CF:0.102971, Len:  9, Fitness_tra: 2744
Rule 95: 7530117200, Class:  2, CF:0.204931, Len:  7, Fitness_tra: -127
Rule 96: b81b2a8b25, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 4c272bb177, Class:  4, CF:0.98836, Len: 10, Fitness_tra: -6
Rule 98: 226419bb6b, Class:  1, CF:0.43872, Len: 10, Fitness_tra: 1
Rule 99: 4bbe801b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 15b2c11b11, Class:  1, CF:0.852046, Len: 10, Fitness_tra: -68
------Current------
Miss_rate(tra)	:34.3307
------Result------
Miss_rate(tra)	:34.3307
Miss_rate(tst)	:33.4552
ARL				:9.76667

------Generation 90------
Rule  1: 217419066b, Class:  0, CF:0.102971, Len:  9, Fitness_tra: 1499
Rule  2: 000d000000, Class:  1, CF:  1, Len:  1, Fitness_tra: 10
Rule  3: 226419bb6b, Class:  1, CF:0.43872, Len: 10, Fitness_tra: 1
Rule  4: 2b111f424b, Class:  3, CF:0.186479, Len: 10, Fitness_tra: -3
Rule  5: 2214834447, Class:  2, CF:0.873587, Len: 10, Fitness_tra: 0
Rule  6: 417bc94177, Class:  2, CF:0.910885, Len: 10, Fitness_tra: 0
Rule  7: 4144457427, Class:  2, CF:0.962525, Len: 10, Fitness_tra: 0
Rule  8: 127bc61b71, Class:  1, CF:0.100155, Len: 10, Fitness_tra: 1
Rule  9: 217419766b, Class:  0, CF:0.184799, Len: 10, Fitness_tra: 0
Rule 10: 722485b277, Class:  2, CF:0.863008, Len: 10, Fitness_tra: 0
Rule 11: 22278e7742, Class:  2, CF:0.779452, Len: 10, Fitness_tra: 0
Rule 12: 44129f7b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: b24223747b, Class:  4, CF:0.993162, Len: 10, Fitness_tra: 0
Rule 14: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: b1741927bb, Class:  2, CF:0.516297, Len: 10, Fitness_tra: 0
Rule 16: 4bbe801b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 5227817477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 717451b2bb, Class:  2, CF:0.983748, Len: 10, Fitness_tra: 0
