------Generation 0------
Rule  1: 12b13e7141, Class:  2, CF:0.72487, Len: 10, Fitness_tra: -1515
Rule  7: 41b11a1274, Class:  4, CF:0.981811, Len: 10, Fitness_tra: -1
Rule  8: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: -14
Rule  9: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 0
Rule 10: 541b432111, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 11: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 2
Rule 12: 00000e0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 15: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 19: 42718eb472, Class:  2, CF:0.993071, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 22: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 24: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2db7e12bb2, Class:  1, CF:0.933537, Len: 10, Fitness_tra: 0
Rule 27: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 42b229422b, Class:  2, CF:0.936442, Len: 10, Fitness_tra: 0
Rule 30: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 72971e7db4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1222c141b4, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b14b712714, Class:  2, CF:0.0209867, Len: 10, Fitness_tra: -66
Rule 38: 214415712c, Class:  2, CF:0.907618, Len: 10, Fitness_tra: -2
Rule 39: 779219b7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b12419b744, Class:  2, CF:0.992905, Len: 10, Fitness_tra: 0
Rule 43: cb07c0440b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2413214b, Class:  4, CF:0.85426, Len: 10, Fitness_tra: 0
Rule 47: 2221c9bbb7, Class:  2, CF:0.303096, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 0
Rule 52: 4822c9bb4b, Class:  0, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 53: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b82229b14b, Class:  1, CF:0.733937, Len: 10, Fitness_tra: 0
Rule 56: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 42271e421b, Class:  2, CF:0.725537, Len: 10, Fitness_tra: 0
Rule 58: 122783b142, Class:  2, CF:0.461381, Len: 10, Fitness_tra: 0
Rule 59: 1772212b24, Class:  2, CF:0.0570215, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7b72512742, Class:  2, CF:0.999904, Len: 10, Fitness_tra: 0
Rule 64: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 227213bb72, Class:  4, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 67: 17b7c621bb, Class:  2, CF:0.999693, Len: 10, Fitness_tra: 0
Rule 68: 1b7bda4b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 21b2117722, Class:  2, CF:0.261792, Len: 10, Fitness_tra: 0
Rule 70: 71178a7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b8b4c617b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 7472532121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71245ab422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4242592177, Class:  2, CF:0.397407, Len: 10, Fitness_tra: 0
Rule 75: 2127232224, Class:  2, CF:0.910164, Len: 10, Fitness_tra: 0
Rule 76: 42711eb57b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 71425a4474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2231561221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b8476f1277, Class:  4, CF:0.999993, Len: 10, Fitness_tra: 1
Rule 82: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000500000, Class:  3, CF:0.127567, Len:  1, Fitness_tra: -398
Rule 86: 741b3ab111, Class:  4, CF:0.244672, Len: 10, Fitness_tra: -4
Rule 87: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 422b53bbb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b10419b000, Class:  2, CF:0.447282, Len:  6, Fitness_tra: -2403
Rule 93: 0b708070bb, Class:  2, CF:0.998206, Len:  6, Fitness_tra: -90
Rule 94: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3272524477, Class:  1, CF:0.29842, Len: 10, Fitness_tra: 0
Rule 96: 10b0037040, Class:  4, CF:0.723586, Len:  5, Fitness_tra: -177
Rule 97: 7341499722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7b744a81d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4822c9bb4b, Class:  0, CF:0.999952, Len:  0, Fitness_tra: 0
Rule100: 43b75e2172, Class:  2, CF:0.997276, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.9758
------Result------
Miss_rate(tra)	:76.9758
Miss_rate(tst)	:75.4113
ARL				:9.23913

------Generation 70------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 740
Rule  2: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule  3: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 16
Rule  4: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 4
Rule  5: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 0
Rule  7: 41b11a1274, Class:  4, CF:0.981811, Len: 10, Fitness_tra: -1
Rule  8: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: -14
Rule  9: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 0
Rule 10: 541b432111, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 11: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 2
Rule 12: 00000e0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 15: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 19: 42718eb472, Class:  2, CF:0.993071, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 22: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 24: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2db7e12bb2, Class:  1, CF:0.933537, Len: 10, Fitness_tra: 0
Rule 27: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 42b229422b, Class:  2, CF:0.936442, Len: 10, Fitness_tra: 0
Rule 30: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 72971e7db4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1222c141b4, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b14b712714, Class:  2, CF:0.0209867, Len: 10, Fitness_tra: -66
Rule 38: 214415712c, Class:  2, CF:0.907618, Len: 10, Fitness_tra: -2
Rule 39: 779219b7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b12419b744, Class:  2, CF:0.992905, Len: 10, Fitness_tra: 0
Rule 43: cb07c0440b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2413214b, Class:  4, CF:0.85426, Len: 10, Fitness_tra: 0
Rule 47: 2221c9bbb7, Class:  2, CF:0.303096, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 0
Rule 52: 4822c9bb4b, Class:  0, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 53: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b82229b14b, Class:  1, CF:0.733937, Len: 10, Fitness_tra: 0
Rule 56: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 42271e421b, Class:  2, CF:0.725537, Len: 10, Fitness_tra: 0
Rule 58: 122783b142, Class:  2, CF:0.461381, Len: 10, Fitness_tra: 0
Rule 59: 1772212b24, Class:  2, CF:0.0570215, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7b72512742, Class:  2, CF:0.999904, Len: 10, Fitness_tra: 0
Rule 64: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 227213bb72, Class:  4, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 67: 17b7c621bb, Class:  2, CF:0.999693, Len: 10, Fitness_tra: 0
Rule 68: 1b7bda4b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 21b2117722, Class:  2, CF:0.261792, Len: 10, Fitness_tra: 0
Rule 70: 71178a7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b8b4c617b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 7472532121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71245ab422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4242592177, Class:  2, CF:0.397407, Len: 10, Fitness_tra: 0
Rule 75: 2127232224, Class:  2, CF:0.910164, Len: 10, Fitness_tra: 0
Rule 76: 42711eb57b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 71425a4474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2231561221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b8476f1277, Class:  4, CF:0.999993, Len: 10, Fitness_tra: 1
Rule 82: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000500000, Class:  3, CF:0.127567, Len:  1, Fitness_tra: -398
Rule 86: 741b3ab111, Class:  4, CF:0.244672, Len: 10, Fitness_tra: -4
Rule 87: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 422b53bbb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b10419b000, Class:  2, CF:0.447282, Len:  6, Fitness_tra: -2403
Rule 93: 0b708070bb, Class:  2, CF:0.998206, Len:  6, Fitness_tra: -90
Rule 94: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3272524477, Class:  1, CF:0.29842, Len: 10, Fitness_tra: 0
Rule 96: 10b0037040, Class:  4, CF:0.723586, Len:  5, Fitness_tra: -177
Rule 97: 7341499722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7b744a81d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4822c9bb4b, Class:  0, CF:0.999952, Len:  0, Fitness_tra: 0
Rule100: 43b75e2172, Class:  2, CF:0.997276, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.9758
------Result------
Miss_rate(tra)	:76.9758
Miss_rate(tst)	:75.4113
ARL				:9.23913

------Generation 80------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 740
Rule  2: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule  3: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 16
Rule  4: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 4
Rule  5: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 0
Rule  7: 41b11a1274, Class:  4, CF:0.981811, Len: 10, Fitness_tra: -1
Rule  8: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: -14
Rule  9: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 0
Rule 10: 541b432111, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 11: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 2
Rule 12: 00000e0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 15: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 19: 42718eb472, Class:  2, CF:0.993071, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 22: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 24: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 2db7e12bb2, Class:  1, CF:0.933537, Len: 10, Fitness_tra: 0
Rule 27: 0000c00000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 42b229422b, Class:  2, CF:0.936442, Len: 10, Fitness_tra: 0
Rule 30: 47148f1744, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 72971e7db4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 12bb537442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 7b748a74bb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 2222864477, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 1222c141b4, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: b14b712714, Class:  2, CF:0.0209867, Len: 10, Fitness_tra: -66
Rule 38: 214415712c, Class:  2, CF:0.907618, Len: 10, Fitness_tra: -2
Rule 39: 779219b7b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 4121c99bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: b12419b744, Class:  2, CF:0.992905, Len: 10, Fitness_tra: 0
Rule 43: cb07c0440b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 4a24111228, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 4b2bd61bbb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 2b2413214b, Class:  4, CF:0.85426, Len: 10, Fitness_tra: 0
Rule 47: 2221c9bbb7, Class:  2, CF:0.303096, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 44721f127b, Class:  4, CF:0.999858, Len: 10, Fitness_tra: 0
Rule 52: 4822c9bb4b, Class:  0, CF:0.999952, Len: 10, Fitness_tra: 0
Rule 53: 21178fb772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: b82229b14b, Class:  1, CF:0.733937, Len: 10, Fitness_tra: 0
Rule 56: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 42271e421b, Class:  2, CF:0.725537, Len: 10, Fitness_tra: 0
Rule 58: 122783b142, Class:  2, CF:0.461381, Len: 10, Fitness_tra: 0
Rule 59: 1772212b24, Class:  2, CF:0.0570215, Len: 10, Fitness_tra: 0
Rule 60: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7b72512742, Class:  2, CF:0.999904, Len: 10, Fitness_tra: 0
Rule 64: 2222567b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 227213bb72, Class:  4, CF:0.993284, Len: 10, Fitness_tra: 0
Rule 67: 17b7c621bb, Class:  2, CF:0.999693, Len: 10, Fitness_tra: 0
Rule 68: 1b7bda4b44, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 21b2117722, Class:  2, CF:0.261792, Len: 10, Fitness_tra: 0
Rule 70: 71178a7174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: b8b4c617b7, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 72: 7472532121, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 71245ab422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 4242592177, Class:  2, CF:0.397407, Len: 10, Fitness_tra: 0
Rule 75: 2127232224, Class:  2, CF:0.910164, Len: 10, Fitness_tra: 0
Rule 76: 42711eb57b, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 77: 71425a4474, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 2231561221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: b8476f1277, Class:  4, CF:0.999993, Len: 10, Fitness_tra: 1
Rule 82: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000500000, Class:  3, CF:0.127567, Len:  1, Fitness_tra: -398
Rule 86: 741b3ab111, Class:  4, CF:0.244672, Len: 10, Fitness_tra: -4
Rule 87: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 422b53bbb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: b10419b000, Class:  2, CF:0.447282, Len:  6, Fitness_tra: -2403
Rule 93: 0b708070bb, Class:  2, CF:0.998206, Len:  6, Fitness_tra: -90
Rule 94: 0800000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 3272524477, Class:  1, CF:0.29842, Len: 10, Fitness_tra: 0
Rule 96: 10b0037040, Class:  4, CF:0.723586, Len:  5, Fitness_tra: -177
Rule 97: 7341499722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7b744a81d2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 4822c9bb4b, Class:  0, CF:0.999952, Len:  0, Fitness_tra: 0
Rule100: 43b75e2172, Class:  2, CF:0.997276, Len: 10, Fitness_tra: 0
------Current------
Miss_rate(tra)	:76.9758
------Result------
Miss_rate(tra)	:76.9758
Miss_rate(tst)	:75.4113
ARL				:9.23913

------Generation 90------
Rule  1: 37727234a7, Class:  0, CF:0.0341354, Len: 10, Fitness_tra: 740
Rule  2: 151b491112, Class:  0, CF:0.0685077, Len: 10, Fitness_tra: 82
Rule  3: a511d00000, Class:  1, CF:0.992216, Len:  5, Fitness_tra: 16
Rule  4: b77111772b, Class:  4, CF:0.0179784, Len: 10, Fitness_tra: 4
Rule  5: 0080c00000, Class:  2, CF:  1, Len:  2, Fitness_tra: 3
Rule  6: bb71d17774, Class:  2, CF:0.999986, Len: 10, Fitness_tra: 0
Rule  7: 41b11a1274, Class:  4, CF:0.981811, Len: 10, Fitness_tra: -1
Rule  8: 2c42117777, Class:  4, CF:0.699415, Len: 10, Fitness_tra: -14
Rule  9: 4121c9bbbb, Class:  0, CF:0.994026, Len: 10, Fitness_tra: 0
Rule 10: 541b432111, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 11: 2341c97b22, Class:  2, CF:0.999922, Len: 10, Fitness_tra: 2
Rule 12: 00000e0000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 2c12562272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: bb741622b1, Class:  4, CF:0.97335, Len: 10, Fitness_tra: 0
Rule 15: 1211da714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 16: 7ce7411722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 444253b722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 2242514477, Class:  2, CF:0.852114, Len: 10, Fitness_tra: 0
Rule 19: 42718eb472, Class:  2, CF:0.993071, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2142517277, Class:  2, CF:0.995475, Len: 10, Fitness_tra: 0
Rule 22: b71bda1122, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: b141812222, Class:  2, CF:0.999587, Len: 10, Fitness_tra: 1
Rule 24: bbb7514412, Class:  2, CF:0.999746, Len: 10, Fitness_tra: 0
Rule 25: 0000000000, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
