------Generation 0------
Rule  1: 227711147b, Class:  4, CF:0.418455, Len: 10, Fitness_tra: -81
Rule 53: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 2724234b1b, Class:  4, CF:0.843158, Len: 10, Fitness_tra: -24
Rule 55: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 56: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 57: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 59: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 77b211b172, Class:  4, CF:0.00292631, Len: 10, Fitness_tra: -12
Rule 61: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 64: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 65: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 70: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 74: 787425417b, Class:  4, CF:0.131121, Len: 10, Fitness_tra: 0
Rule 75: bc128e7b42, Class:  2, CF:0.56881, Len: 10, Fitness_tra: 0
Rule 76: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 74b7c3b227, Class:  2, CF:0.608304, Len: 10, Fitness_tra: 0
Rule 79: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 80: 75224db244, Class:  2, CF:0.862854, Len: 10, Fitness_tra: 0
Rule 81: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: 777449411b, Class:  2, CF:0.83903, Len: 10, Fitness_tra: 0
Rule 84: 17722ab714, Class:  4, CF:0.997495, Len: 10, Fitness_tra: 0
Rule 85: b711c17471, Class:  2, CF:0.994764, Len: 10, Fitness_tra: -47
Rule 86: 7b74161721, Class:  4, CF:0.993289, Len: 10, Fitness_tra: -2
Rule 87: 1c2b1eb244, Class:  2, CF:0.902668, Len: 10, Fitness_tra: 0
Rule 88: 4747ce2141, Class:  2, CF:0.971705, Len: 10, Fitness_tra: 0
Rule 89: b144fa472b, Class:  4, CF:0.999665, Len: 10, Fitness_tra: 0
Rule 90: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 002b05b110, Class:  1, CF:0.696437, Len:  6, Fitness_tra: -2761
Rule 92: 29212142db, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 93: a2128a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 7774c62b42, Class:  2, CF:0.763614, Len: 10, Fitness_tra: 0
Rule 95: 282b26b171, Class:  4, CF:0.998149, Len: 10, Fitness_tra: -11
Rule 96: 2b4b91747d, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 00000090a0, Class:  1, CF:  1, Len:  0, Fitness_tra: 0
Rule 98: 10020f2022, Class:  4, CF:0.978701, Len:  6, Fitness_tra: -7
Rule 99: 1217a5b71b, Class:  0, CF:0.828857, Len: 10, Fitness_tra: 0
Rule100: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
------Current------
Miss_rate(tra)	:74.6859
------Result------
Miss_rate(tra)	:74.6859
Miss_rate(tst)	:74.7032
ARL				:9.32143

------Generation 70------
Rule  1: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 978
Rule  2: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 285
Rule  3: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 810
Rule  4: 1247c37171, Class:  1, CF:0.628011, Len: 10, Fitness_tra: 15
Rule  5: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 0
Rule  6: 7921212281, Class:  2, CF:0.999878, Len: 10, Fitness_tra: 3
Rule  7: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 2c72164771, Class:  4, CF:0.999217, Len: 10, Fitness_tra: 0
Rule  9: 2b41817447, Class:  2, CF:0.999895, Len: 10, Fitness_tra: 0
Rule 10: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 12221a4412, Class:  4, CF:0.997983, Len: 10, Fitness_tra: 0
Rule 12: 741726427b, Class:  4, CF:0.998728, Len: 10, Fitness_tra: 0
Rule 13: 7c218e7444, Class:  2, CF:0.999042, Len: 10, Fitness_tra: 0
Rule 14: e00220b00b, Class:  3, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 79215eb441, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 009b902102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 22: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b271f271b, Class:  4, CF:0.917259, Len: 10, Fitness_tra: 0
Rule 28: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 29: ad121a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 219b012447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 724c812b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 242245bbb2, Class:  4, CF:0.0300654, Len: 10, Fitness_tra: 0
Rule 36: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 212bc5bc24, Class:  2, CF:0.999492, Len: 10, Fitness_tra: 0
Rule 41: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2e24294471, Class:  1, CF:0.980561, Len: 10, Fitness_tra: 0
Rule 44: 2444132bb2, Class:  4, CF:0.989383, Len: 10, Fitness_tra: 0
Rule 45: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 211229b2bc, Class:  2, CF:0.997746, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 50: 2177c54424, Class:  2, CF:0.994305, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 54: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 55: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 57: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 61: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 62: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 71: 787425417b, Class:  4, CF:0.131121, Len: 10, Fitness_tra: 0
Rule 72: bc128e7b42, Class:  2, CF:0.56881, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b7c3b227, Class:  2, CF:0.608304, Len: 10, Fitness_tra: 0
Rule 76: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 77: 75224db244, Class:  2, CF:0.862854, Len: 10, Fitness_tra: 0
Rule 78: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 777449411b, Class:  2, CF:0.83903, Len: 10, Fitness_tra: 0
Rule 81: b1422a7247, Class:  4, CF:0.999987, Len: 10, Fitness_tra: 0
Rule 82: 72428ebb74, Class:  1, CF:0.0110298, Len: 10, Fitness_tra: 0
Rule 83: 4271c37471, Class:  2, CF:0.743399, Len: 10, Fitness_tra: 0
Rule 84: 2272191447, Class:  2, CF:0.89628, Len: 10, Fitness_tra: -6
Rule 85: 44419912b4, Class:  2, CF:0.971614, Len: 10, Fitness_tra: 0
Rule 86: b4144e271b, Class:  2, CF:0.0858179, Len: 10, Fitness_tra: 0
Rule 87: 727b532177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 27248974bb, Class:  2, CF:0.982493, Len: 10, Fitness_tra: 0
Rule 90: b1721e742c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 10000a0040, Class:  4, CF:0.935512, Len:  3, Fitness_tra: 0
Rule 92: 0000e000a0, Class:  3, CF:0.401192, Len:  2, Fitness_tra: -113
Rule 93: 1eb45a4476, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 79b7c3b227, Class:  1, CF:0.879421, Len: 10, Fitness_tra: 0
Rule 95: 100b940400, Class:  1, CF:0.753962, Len:  5, Fitness_tra: -14
Rule 96: 052b964172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8000000000, Class:  3, CF:0.296718, Len:  1, Fitness_tra: 1
Rule 98: 7247c3512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 004000b720, Class:  2, CF:0.44912, Len:  4, Fitness_tra: -1803
Rule100: 4500494ba1, Class:  1, CF:0.869519, Len:  8, Fitness_tra: 1
------Current------
Miss_rate(tra)	:48.435
------Result------
Miss_rate(tra)	:48.435
Miss_rate(tst)	:48.3105
ARL				:8.78182

------Generation 80------
Rule  1: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 978
Rule  2: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 285
Rule  3: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 810
Rule  4: 1247c37171, Class:  1, CF:0.628011, Len: 10, Fitness_tra: 15
Rule  5: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 0
Rule  6: 7921212281, Class:  2, CF:0.999878, Len: 10, Fitness_tra: 3
Rule  7: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 2c72164771, Class:  4, CF:0.999217, Len: 10, Fitness_tra: 0
Rule  9: 2b41817447, Class:  2, CF:0.999895, Len: 10, Fitness_tra: 0
Rule 10: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 12221a4412, Class:  4, CF:0.997983, Len: 10, Fitness_tra: 0
Rule 12: 741726427b, Class:  4, CF:0.998728, Len: 10, Fitness_tra: 0
Rule 13: 7c218e7444, Class:  2, CF:0.999042, Len: 10, Fitness_tra: 0
Rule 14: e00220b00b, Class:  3, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 79215eb441, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 009b902102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 22: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b271f271b, Class:  4, CF:0.917259, Len: 10, Fitness_tra: 0
Rule 28: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 29: ad121a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 219b012447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 724c812b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 242245bbb2, Class:  4, CF:0.0300654, Len: 10, Fitness_tra: 0
Rule 36: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 212bc5bc24, Class:  2, CF:0.999492, Len: 10, Fitness_tra: 0
Rule 41: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2e24294471, Class:  1, CF:0.980561, Len: 10, Fitness_tra: 0
Rule 44: 2444132bb2, Class:  4, CF:0.989383, Len: 10, Fitness_tra: 0
Rule 45: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 211229b2bc, Class:  2, CF:0.997746, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 50: 2177c54424, Class:  2, CF:0.994305, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 54: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 55: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 57: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 61: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 62: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 71: 787425417b, Class:  4, CF:0.131121, Len: 10, Fitness_tra: 0
Rule 72: bc128e7b42, Class:  2, CF:0.56881, Len: 10, Fitness_tra: 0
Rule 73: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 74b7c3b227, Class:  2, CF:0.608304, Len: 10, Fitness_tra: 0
Rule 76: 2527264471, Class:  4, CF:0.999395, Len: 10, Fitness_tra: 0
Rule 77: 75224db244, Class:  2, CF:0.862854, Len: 10, Fitness_tra: 0
Rule 78: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 777449411b, Class:  2, CF:0.83903, Len: 10, Fitness_tra: 0
Rule 81: b1422a7247, Class:  4, CF:0.999987, Len: 10, Fitness_tra: 0
Rule 82: 72428ebb74, Class:  1, CF:0.0110298, Len: 10, Fitness_tra: 0
Rule 83: 4271c37471, Class:  2, CF:0.743399, Len: 10, Fitness_tra: 0
Rule 84: 2272191447, Class:  2, CF:0.89628, Len: 10, Fitness_tra: -6
Rule 85: 44419912b4, Class:  2, CF:0.971614, Len: 10, Fitness_tra: 0
Rule 86: b4144e271b, Class:  2, CF:0.0858179, Len: 10, Fitness_tra: 0
Rule 87: 727b532177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 27248974bb, Class:  2, CF:0.982493, Len: 10, Fitness_tra: 0
Rule 90: b1721e742c, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 91: 10000a0040, Class:  4, CF:0.935512, Len:  3, Fitness_tra: 0
Rule 92: 0000e000a0, Class:  3, CF:0.401192, Len:  2, Fitness_tra: -113
Rule 93: 1eb45a4476, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 94: 79b7c3b227, Class:  1, CF:0.879421, Len: 10, Fitness_tra: 0
Rule 95: 100b940400, Class:  1, CF:0.753962, Len:  5, Fitness_tra: -14
Rule 96: 052b964172, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 8000000000, Class:  3, CF:0.296718, Len:  1, Fitness_tra: 1
Rule 98: 7247c3512b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 004000b720, Class:  2, CF:0.44912, Len:  4, Fitness_tra: -1803
Rule100: 4500494ba1, Class:  1, CF:0.869519, Len:  8, Fitness_tra: 1
------Current------
Miss_rate(tra)	:48.435
------Result------
Miss_rate(tra)	:48.435
Miss_rate(tst)	:48.3105
ARL				:8.78182

------Generation 90------
Rule  1: 112489161b, Class:  0, CF:0.252951, Len: 10, Fitness_tra: 978
Rule  2: 1c1419141b, Class:  0, CF:0.567568, Len: 10, Fitness_tra: 285
Rule  3: 1744c91b1b, Class:  0, CF:0.970309, Len: 10, Fitness_tra: 810
Rule  4: 1247c37171, Class:  1, CF:0.628011, Len: 10, Fitness_tra: 15
Rule  5: 721785b4b1, Class:  1, CF:0.106358, Len: 10, Fitness_tra: 0
Rule  6: 7921212281, Class:  2, CF:0.999878, Len: 10, Fitness_tra: 3
Rule  7: 009b00210d, Class:  4, CF:  1, Len:  5, Fitness_tra: 0
Rule  8: 2c72164771, Class:  4, CF:0.999217, Len: 10, Fitness_tra: 0
Rule  9: 2b41817447, Class:  2, CF:0.999895, Len: 10, Fitness_tra: 0
Rule 10: 0000005000, Class:  1, CF:  1, Len:  1, Fitness_tra: 1
Rule 11: 12221a4412, Class:  4, CF:0.997983, Len: 10, Fitness_tra: 0
Rule 12: 741726427b, Class:  4, CF:0.998728, Len: 10, Fitness_tra: 0
Rule 13: 7c218e7444, Class:  2, CF:0.999042, Len: 10, Fitness_tra: 0
Rule 14: e00220b00b, Class:  3, CF:  1, Len:  5, Fitness_tra: 0
Rule 15: 79215eb441, Class:  1, CF:0.999459, Len: 10, Fitness_tra: 0
Rule 16: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: 009b902102, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 12b25a7712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 41b48e7772, Class:  2, CF:0.974196, Len: 10, Fitness_tra: 0
Rule 22: 12b241721b, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 23: 0024495470, Class:  1, CF:  1, Len:  7, Fitness_tra: 0
Rule 24: 1111934111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 7171da7144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: 411b5f2242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2b271f271b, Class:  4, CF:0.917259, Len: 10, Fitness_tra: 0
Rule 28: b4b4832244, Class:  2, CF:0.228793, Len: 10, Fitness_tra: 0
Rule 29: ad121a4451, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 21278f722b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: 219b012447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 33: 724c812b44, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 34: b2bb8a4b22, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 242245bbb2, Class:  4, CF:0.0300654, Len: 10, Fitness_tra: 0
Rule 36: 1414157217, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 38: 4112114114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 212bc5bc24, Class:  2, CF:0.999492, Len: 10, Fitness_tra: 0
Rule 41: 7c47867424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2e24294471, Class:  1, CF:0.980561, Len: 10, Fitness_tra: 0
Rule 44: 2444132bb2, Class:  4, CF:0.989383, Len: 10, Fitness_tra: 0
Rule 45: 444453b724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 11728f2722, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 211229b2bc, Class:  2, CF:0.997746, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 727451712b, Class:  2, CF:0.760835, Len: 10, Fitness_tra: 0
Rule 50: 2177c54424, Class:  2, CF:0.994305, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 7727552142, Class:  2, CF:0.994788, Len: 10, Fitness_tra: 0
Rule 54: 00000090a0, Class:  1, CF:  1, Len:  2, Fitness_tra: 0
Rule 55: 72418f2b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 7177c62b42, Class:  2, CF:0.895383, Len: 10, Fitness_tra: 0
Rule 57: 1441dab447, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: b4718f727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 282b25b114, Class:  4, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 412b517c1b, Class:  2, CF:0.996998, Len: 10, Fitness_tra: 0
Rule 61: 4547294441, Class:  1, CF:0.961948, Len: 10, Fitness_tra: 0
Rule 62: 12b25a4712, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 41275f7724, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 4548494b21, Class:  1, CF:  1, Len: 10, Fitness_tra: 0
Rule 67: b4728a427b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: 0000000000, Class:  3, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 17775f7772, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 2bb2812724, Class:  2, CF:0.999288, Len: 10, Fitness_tra: 0
Rule 71: 787425417b, Class:  4, CF:0.131121, Len: 10, Fitness_tra: 0
