------Generation 0------
Rule  1: 212b131171, Class:  4, CF:0.928571, Len: 10, Fitness_tra: -137
Rule 94: 171cad4107, Class:  0, CF:  1, Len:  9, Fitness_tra: 0
Rule 95: 7241008100, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 24b7ca2b24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: 0000019420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 7bb14322e7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 0000060089, Class:  4, CF:  1, Len:  3, Fitness_tra: 2
Rule100: 4171d3714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.5144
------Result------
Miss_rate(tra)	:66.5144
Miss_rate(tst)	:66.0878
ARL				:9.55814

------Generation 60------
Rule  1: 127bad4114, Class:  0, CF:0.634006, Len: 10, Fitness_tra: 760
Rule  2: 1c7715111b, Class:  0, CF:0.281934, Len: 10, Fitness_tra: 552
Rule  3: 12bbd141b7, Class:  1, CF:0.442218, Len: 10, Fitness_tra: 0
Rule  4: 7214514b1b, Class:  1, CF:0.443301, Len: 10, Fitness_tra: 0
Rule  5: 0000000806, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  6: 0000060089, Class:  4, CF:  1, Len:  3, Fitness_tra: 2
Rule  7: 72d1432427, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule  8: b247c9b247, Class:  0, CF:0.861632, Len: 10, Fitness_tra: 3
Rule  9: 5b74167b14, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 4171d3714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 11: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12b1df7b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1714897b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 44b82f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2241d17b22, Class:  2, CF:0.979481, Len: 10, Fitness_tra: 0
Rule 16: 1242c11b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b72b532427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 44b45f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000cd0330, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727451b427, Class:  2, CF:0.885411, Len: 10, Fitness_tra: 0
Rule 22: 72bbff4727, Class:  4, CF:0.998149, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21125322b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b2121d7171, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2472d62b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 48115a2b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7bbb8f1bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b27251b771, Class:  2, CF:0.525094, Len: 10, Fitness_tra: 0
Rule 32: 7342214b2c, Class:  2, CF:0.997353, Len: 10, Fitness_tra: 0
Rule 33: 11bcf3b417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 7b27817424, Class:  2, CF:0.999243, Len: 10, Fitness_tra: -2
Rule 36: 22b78a4422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 21bbc3b7b2, Class:  2, CF:0.805974, Len: 10, Fitness_tra: 0
Rule 38: 42b4d31242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 247283724b, Class:  2, CF:0.345774, Len: 10, Fitness_tra: 0
Rule 40: 72b1238112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b1bcf37116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 27418f277b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 427756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 002000d420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 227183242b, Class:  2, CF:0.935408, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 247b9e17b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b22486144b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 744bd1bb44, Class:  2, CF:0.937852, Len: 10, Fitness_tra: 0
Rule 52: b7728371b2, Class:  2, CF:0.76834, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 45744d7b21, Class:  4, CF:0.0200939, Len: 10, Fitness_tra: -22
Rule 55: 7122532144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 24bbca2b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: b4bb564177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: 4724212222, Class:  2, CF:0.853382, Len: 10, Fitness_tra: 0
Rule 59: 772bc37427, Class:  2, CF:0.797522, Len: 10, Fitness_tra: 0
Rule 60: b772884722, Class:  2, CF:0.995481, Len: 10, Fitness_tra: -3
Rule 61: 117b5dbb14, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 7101960009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 4574ed2421, Class:  1, CF:0.992066, Len: 10, Fitness_tra: 0
Rule 64: 7b17ca7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b4718fb424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 7bb293b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 7212ce24b7, Class:  0, CF:0.815886, Len: 10, Fitness_tra: 6
Rule 68: 22b1837b2b, Class:  2, CF:0.556111, Len: 10, Fitness_tra: 0
Rule 69: 0000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 27771174b7, Class:  2, CF:0.0211385, Len: 10, Fitness_tra: -8
Rule 71: b1b48f1442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 2722862414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: b77156114b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 171b53b177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 4171d3714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 412b59b721, Class:  2, CF:0.925375, Len: 10, Fitness_tra: -4
Rule 78: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 422b8e14bb, Class:  1, CF:0.102686, Len: 10, Fitness_tra: -146
Rule 82: 4142162212, Class:  4, CF:0.995924, Len: 10, Fitness_tra: 0
Rule 83: 21b75ab7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 227b292211, Class:  2, CF:0.56332, Len: 10, Fitness_tra: -406
Rule 85: b2bb234477, Class:  4, CF:0.948261, Len: 10, Fitness_tra: -12
Rule 86: b12719247b, Class:  2, CF:0.973067, Len: 10, Fitness_tra: -3
Rule 87: b42253471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 4172da7217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 17bbc3bb27, Class:  2, CF:0.816893, Len: 10, Fitness_tra: -14
Rule 90: 7221261777, Class:  4, CF:0.999989, Len: 10, Fitness_tra: 2
Rule 91: b24bff7727, Class:  4, CF:0.999816, Len: 10, Fitness_tra: 0
Rule 92: 72b14f4727, Class:  4, CF:0.999967, Len: 10, Fitness_tra: 0
Rule 93: b414fb7b1b, Class:  4, CF:0.994826, Len: 10, Fitness_tra: -105
Rule 94: 0002510771, Class:  1, CF:0.437172, Len:  6, Fitness_tra: -206
Rule 95: 2b77167422, Class:  4, CF:0.999216, Len: 10, Fitness_tra: 0
Rule 96: 27418f277b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 97: b7228324cb, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0b404322e0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1b4253b277, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: a4b4c14b5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:66.423
------Result------
Miss_rate(tra)	:66.423
Miss_rate(tst)	:65.7221
ARL				:9.53659

------Generation 70------
Rule  1: 127bad4114, Class:  0, CF:0.634006, Len: 10, Fitness_tra: 275
Rule  2: 1c7715111b, Class:  0, CF:0.281934, Len: 10, Fitness_tra: 416
Rule  3: 7212ce24b7, Class:  0, CF:0.815886, Len: 10, Fitness_tra: 0
Rule  4: 0000000806, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: b247c9b247, Class:  0, CF:0.861632, Len: 10, Fitness_tra: 0
Rule  6: 7221261777, Class:  4, CF:0.999989, Len: 10, Fitness_tra: -13
Rule  7: 0000060089, Class:  4, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 72d1432427, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule  9: 5b74167b14, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 12bbd141b7, Class:  1, CF:0.442218, Len: 10, Fitness_tra: 3
Rule 11: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12b1df7b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1714897b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 44b82f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2241d17b22, Class:  2, CF:0.979481, Len: 10, Fitness_tra: 0
Rule 16: 1242c11b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b72b532427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 44b45f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000cd0330, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727451b427, Class:  2, CF:0.885411, Len: 10, Fitness_tra: 0
Rule 22: 72bbff4727, Class:  4, CF:0.998149, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21125322b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b2121d7171, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2472d62b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 48115a2b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7bbb8f1bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b27251b771, Class:  2, CF:0.525094, Len: 10, Fitness_tra: 0
Rule 32: 7342214b2c, Class:  2, CF:0.997353, Len: 10, Fitness_tra: 0
Rule 33: 11bcf3b417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a4b4c14b5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22b78a4422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 21bbc3b7b2, Class:  2, CF:0.805974, Len: 10, Fitness_tra: 0
Rule 38: 42b4d31242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 247283724b, Class:  2, CF:0.345774, Len: 10, Fitness_tra: 0
Rule 40: 72b1238112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b1bcf37116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 27418f277b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 427756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 002000d420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 227183242b, Class:  2, CF:0.935408, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 247b9e17b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b22486144b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 744bd1bb44, Class:  2, CF:0.937852, Len: 10, Fitness_tra: 0
Rule 52: b7728371b2, Class:  2, CF:0.76834, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7122532144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24bbca2b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b4bb564177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4724212222, Class:  2, CF:0.853382, Len: 10, Fitness_tra: -15
Rule 58: 772bc37427, Class:  2, CF:0.797522, Len: 10, Fitness_tra: 0
Rule 59: 117b5dbb14, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7101960009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4574ed2421, Class:  1, CF:0.992066, Len: 10, Fitness_tra: 0
Rule 62: 7b17ca7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b4718fb424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7bb293b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7214514b1b, Class:  1, CF:0.443301, Len: 10, Fitness_tra: 8
Rule 66: 22b1837b2b, Class:  2, CF:0.556111, Len: 10, Fitness_tra: -2
Rule 67: 0000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b1b48f1442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2722862414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b77156114b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 171b53b177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4171d3714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4142162212, Class:  4, CF:0.995924, Len: 10, Fitness_tra: 1
Rule 78: 21b75ab7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b42253471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4172da7217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7c223a714b, Class:  4, CF:0.985676, Len: 10, Fitness_tra: -2
Rule 83: b44bca4b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 142bc12b27, Class:  2, CF:0.344764, Len: 10, Fitness_tra: -68
Rule 85: 7117191712, Class:  2, CF:0.625875, Len: 10, Fitness_tra: -468
Rule 86: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 244b8621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 74bb9e1247, Class:  2, CF:0.99102, Len: 10, Fitness_tra: 0
Rule 92: 7274517727, Class:  2, CF:0.718089, Len: 10, Fitness_tra: 0
Rule 93: b744c5224b, Class:  2, CF:0.989693, Len: 10, Fitness_tra: 0
Rule 94: 217183214b, Class:  2, CF:0.875547, Len: 10, Fitness_tra: -4
Rule 95: 442453e21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 02100e0000, Class:  1, CF:0.313689, Len:  3, Fitness_tra: -2150
Rule 97: 14bb5126b7, Class:  1, CF:0.656204, Len: 10, Fitness_tra: 0
Rule 98: 24b7cab7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b241d3e14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2000ca0b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:78.3463
------Result------
Miss_rate(tra)	:78.3463
Miss_rate(tst)	:78.5192
ARL				:9.37143

------Generation 80------
Rule  1: 127bad4114, Class:  0, CF:0.634006, Len: 10, Fitness_tra: 275
Rule  2: 1c7715111b, Class:  0, CF:0.281934, Len: 10, Fitness_tra: 416
Rule  3: 7212ce24b7, Class:  0, CF:0.815886, Len: 10, Fitness_tra: 0
Rule  4: 0000000806, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: b247c9b247, Class:  0, CF:0.861632, Len: 10, Fitness_tra: 0
Rule  6: 7221261777, Class:  4, CF:0.999989, Len: 10, Fitness_tra: -13
Rule  7: 0000060089, Class:  4, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 72d1432427, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule  9: 5b74167b14, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 12bbd141b7, Class:  1, CF:0.442218, Len: 10, Fitness_tra: 3
Rule 11: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 12: 12b1df7b1b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: 1714897b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 44b82f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 15: 2241d17b22, Class:  2, CF:0.979481, Len: 10, Fitness_tra: 0
Rule 16: 1242c11b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 17: b72b532427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 44b45f21b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 20: 0000cd0330, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 727451b427, Class:  2, CF:0.885411, Len: 10, Fitness_tra: 0
Rule 22: 72bbff4727, Class:  4, CF:0.998149, Len: 10, Fitness_tra: 0
Rule 23: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 21125322b1, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 25: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b2121d7171, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: 2472d62b12, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 48115a2b21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 7bbb8f1bb4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: b27251b771, Class:  2, CF:0.525094, Len: 10, Fitness_tra: 0
Rule 32: 7342214b2c, Class:  2, CF:0.997353, Len: 10, Fitness_tra: 0
Rule 33: 11bcf3b417, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: a4b4c14b5b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: 22b78a4422, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 37: 21bbc3b7b2, Class:  2, CF:0.805974, Len: 10, Fitness_tra: 0
Rule 38: 42b4d31242, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 247283724b, Class:  2, CF:0.345774, Len: 10, Fitness_tra: 0
Rule 40: 72b1238112, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: b1bcf37116, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 27418f277b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 45: 427756b174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 002000d420, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 227183242b, Class:  2, CF:0.935408, Len: 10, Fitness_tra: 0
Rule 48: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 247b9e17b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: b22486144b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 744bd1bb44, Class:  2, CF:0.937852, Len: 10, Fitness_tra: 0
Rule 52: b7728371b2, Class:  2, CF:0.76834, Len: 10, Fitness_tra: 0
Rule 53: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 7122532144, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 24bbca2b74, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: b4bb564177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 4724212222, Class:  2, CF:0.853382, Len: 10, Fitness_tra: -15
Rule 58: 772bc37427, Class:  2, CF:0.797522, Len: 10, Fitness_tra: 0
Rule 59: 117b5dbb14, Class:  1, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 7101960009, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 61: 4574ed2421, Class:  1, CF:0.992066, Len: 10, Fitness_tra: 0
Rule 62: 7b17ca7221, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: b4718fb424, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 64: 7bb293b241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 7214514b1b, Class:  1, CF:0.443301, Len: 10, Fitness_tra: 8
Rule 66: 22b1837b2b, Class:  2, CF:0.556111, Len: 10, Fitness_tra: -2
Rule 67: 0000b00000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b1b48f1442, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 2722862414, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: b77156114b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 71: 171b53b177, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 4171d3714b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 74: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 4142162212, Class:  4, CF:0.995924, Len: 10, Fitness_tra: 1
Rule 78: 21b75ab7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: b42253471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 4172da7217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 82: 7c223a714b, Class:  4, CF:0.985676, Len: 10, Fitness_tra: -2
Rule 83: b44bca4b17, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 84: 142bc12b27, Class:  2, CF:0.344764, Len: 10, Fitness_tra: -68
Rule 85: 7117191712, Class:  2, CF:0.625875, Len: 10, Fitness_tra: -468
Rule 86: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 89: 244b8621b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 90: 0000000000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 91: 74bb9e1247, Class:  2, CF:0.99102, Len: 10, Fitness_tra: 0
Rule 92: 7274517727, Class:  2, CF:0.718089, Len: 10, Fitness_tra: 0
Rule 93: b744c5224b, Class:  2, CF:0.989693, Len: 10, Fitness_tra: 0
Rule 94: 217183214b, Class:  2, CF:0.875547, Len: 10, Fitness_tra: -4
Rule 95: 442453e21b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 02100e0000, Class:  1, CF:0.313689, Len:  3, Fitness_tra: -2150
Rule 97: 14bb5126b7, Class:  1, CF:0.656204, Len: 10, Fitness_tra: 0
Rule 98: 24b7cab7b2, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b241d3e14b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: 2000ca0b00, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:78.3463
------Result------
Miss_rate(tra)	:78.3463
Miss_rate(tst)	:78.5192
ARL				:9.37143

------Generation 90------
Rule  1: 127bad4114, Class:  0, CF:0.634006, Len: 10, Fitness_tra: 275
Rule  2: 1c7715111b, Class:  0, CF:0.281934, Len: 10, Fitness_tra: 416
Rule  3: 7212ce24b7, Class:  0, CF:0.815886, Len: 10, Fitness_tra: 0
Rule  4: 0000000806, Class:  2, CF:  1, Len:  2, Fitness_tra: 4
Rule  5: b247c9b247, Class:  0, CF:0.861632, Len: 10, Fitness_tra: 0
Rule  6: 7221261777, Class:  4, CF:0.999989, Len: 10, Fitness_tra: -13
Rule  7: 0000060089, Class:  4, CF:  1, Len:  3, Fitness_tra: 2
Rule  8: 72d1432427, Class:  2, CF:  1, Len: 10, Fitness_tra: 2
Rule  9: 5b74167b14, Class:  3, CF:  1, Len: 10, Fitness_tra: 1
Rule 10: 12bbd141b7, Class:  1, CF:0.442218, Len: 10, Fitness_tra: 3
