------Generation 0------
Rule  1: b221df471b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule100: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:51.0964
------Result------
Miss_rate(tra)	:51.0964
Miss_rate(tst)	:51.8282
ARL				:9.06557

------Generation 70------
Rule  1: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 2065
Rule  2: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  3: 77b12ab11b, Class:  4, CF:0.998819, Len: 10, Fitness_tra: 0
Rule  4: 282b897b41, Class:  1, CF:0.650111, Len: 10, Fitness_tra: -2
Rule  5: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 3
Rule  6: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 3
Rule  7: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 3
Rule  8: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  9: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 1
Rule 10: 51000a7002, Class:  3, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 2772c54427, Class:  2, CF:0.992348, Len: 10, Fitness_tra: 0
Rule 12: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 147b2647b7, Class:  4, CF:0.999886, Len: 10, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 7742557427, Class:  2, CF:0.998485, Len: 10, Fitness_tra: -6
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 2b2b1eb44b, Class:  2, CF:0.99961, Len: 10, Fitness_tra: -1
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
Rule 25: 214183b2b4, Class:  2, CF:0.748209, Len: 10, Fitness_tra: 1
Rule 26: b1942ebb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 27: b8124a7221, Class:  4, CF:0.998895, Len: 10, Fitness_tra: 0
Rule 28: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 1214dab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: 4bb7864174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: cccb11b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 32: b1221e7772, Class:  2, CF:0.983679, Len: 10, Fitness_tra: 0
Rule 33: 222183b477, Class:  2, CF:0.498798, Len: 10, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 36: b1471a7224, Class:  4, CF:0.999936, Len: 10, Fitness_tra: 0
Rule 37: 2bbb8924b4, Class:  2, CF:0.997226, Len: 10, Fitness_tra: 0
Rule 38: 1b741f7742, Class:  4, CF:0.963962, Len: 10, Fitness_tra: 0
Rule 39: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 40: 71772a722b, Class:  4, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 41: 2c7b232142, Class:  4, CF:0.984617, Len: 10, Fitness_tra: 0
Rule 42: 441bca7441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 43: 2177264b12, Class:  4, CF:0.999711, Len: 10, Fitness_tra: 0
Rule 44: 2bb1c6b7b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 45: 4c74864b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: b022037c02, Class:  4, CF:0.999221, Len:  7, Fitness_tra: 0
Rule 47: 14b4d31217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 12245a41b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 50: 77218fb217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 51: 27421e7772, Class:  2, CF:0.992762, Len: 10, Fitness_tra: 0
Rule 52: 2c22c37bb2, Class:  0, CF:0.135292, Len: 10, Fitness_tra: 0
Rule 53: b174234477, Class:  4, CF:0.949181, Len: 10, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: 1cb25f7272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 56: 71b756174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 58: bb47192b2b, Class:  0, CF:0.214199, Len: 10, Fitness_tra: 0
Rule 59: 2b745fbb24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 60: 21b2de7b2b, Class:  1, CF:0.218005, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 21b2de7b2b, Class:  1, CF:0.218005, Len:  0, Fitness_tra: 0
Rule 63: 14b4214719, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 64: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: 1412d67444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 66: 7bbb134b44, Class:  4, CF:0.874678, Len: 10, Fitness_tra: 0
Rule 67: 121453727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 68: b127c67742, Class:  0, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 69: b2218f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 70: 71771a7242, Class:  4, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 71: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 72: 000000bd00, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 73: 44b72f7b2b, Class:  4, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 74: 4b41c12242, Class:  2, CF:0.999556, Len: 10, Fitness_tra: 2
Rule 75: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: 7bb12a4447, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 77: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2bb256b7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 79: d070500bb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 80: 7171ca7b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 7574817b74, Class:  1, CF:0.512334, Len: 10, Fitness_tra: 1
Rule 82: 4127c3b272, Class:  2, CF:0.807251, Len: 10, Fitness_tra: 0
Rule 83: b87141b214, Class:  2, CF:0.824778, Len: 10, Fitness_tra: -196
Rule 84: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 85: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 247b8a7214, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 88: 1122137412, Class:  4, CF:0.765951, Len: 10, Fitness_tra: -59
Rule 89: 7147112442, Class:  2, CF:0.644881, Len: 10, Fitness_tra: -1
Rule 90: 4bb723b44b, Class:  4, CF:0.857974, Len: 10, Fitness_tra: 0
Rule 91: 34212dbb27, Class:  2, CF:0.534119, Len: 10, Fitness_tra: -903
Rule 92: bb4719242b, Class:  2, CF:0.999446, Len: 10, Fitness_tra: 0
Rule 93: 1400001d07, Class:  2, CF:  1, Len:  5, Fitness_tra: 0
Rule 94: b1942bb241, Class:  4, CF:  1, Len: 10, Fitness_tra: 0
Rule 95: 71774e7259, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 96: 1004260700, Class:  4, CF:0.793307, Len:  5, Fitness_tra: -8
Rule 97: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: b100c6a000, Class:  3, CF:0.989665, Len:  5, Fitness_tra: -2
Rule100: 050033107b, Class:  4, CF:0.972183, Len:  6, Fitness_tra: -54
------Current------
Miss_rate(tra)	:50.7309
------Result------
Miss_rate(tra)	:50.7309
Miss_rate(tst)	:51.9196
ARL				:8.82759

------Generation 80------
Rule  1: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 1735
Rule  2: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 321
Rule  3: 17772e4b71, Class:  1, CF:0.510086, Len: 10, Fitness_tra: -16
Rule  4: 77b12ab11b, Class:  4, CF:0.998819, Len: 10, Fitness_tra: -4
Rule  5: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule  8: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 4b41c12242, Class:  2, CF:0.999556, Len: 10, Fitness_tra: -1
Rule 10: 51000a7002, Class:  3, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 7574817b74, Class:  1, CF:0.512334, Len: 10, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000d00, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
Rule 25: b1942ebb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b8124a7221, Class:  4, CF:0.998895, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1214dab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4bb7864174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cccb11b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 207005bd27, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 32: 222183b477, Class:  2, CF:0.498798, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b1471a7224, Class:  4, CF:0.999936, Len: 10, Fitness_tra: 0
Rule 36: 2bbb8924b4, Class:  2, CF:0.997226, Len: 10, Fitness_tra: 0
Rule 37: 1b741f7742, Class:  4, CF:0.963962, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71772a722b, Class:  4, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 40: 441bca7441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 21b2d68b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb1c6b7b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4c74864b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b022037c02, Class:  4, CF:0.999221, Len:  7, Fitness_tra: 0
Rule 45: 14b4d31217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 12245a41b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 77218fb217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27421e7772, Class:  2, CF:0.992762, Len: 10, Fitness_tra: 0
Rule 50: 2c22c37bb2, Class:  0, CF:0.135292, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1cb25f7272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71b756174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: bb47192b2b, Class:  0, CF:0.214199, Len: 10, Fitness_tra: 0
Rule 56: 2b745fbb24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21b2de7b2b, Class:  1, CF:0.218005, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21b2de7b2b, Class:  1, CF:0.218005, Len:  0, Fitness_tra: 0
Rule 60: 14b4214719, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1412d67444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7bbb134b44, Class:  4, CF:0.874678, Len: 10, Fitness_tra: 0
Rule 64: 121453727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b127c67742, Class:  0, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 66: b2218f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71771a7242, Class:  4, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000bd00, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 70: 44b72f7b2b, Class:  4, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 71: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 1
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7bb12a4447, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2bb256b7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d070500bb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7171ca7b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2772c54427, Class:  2, CF:0.992348, Len: 10, Fitness_tra: 0
Rule 79: 43b8157b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 282b51b4bb, Class:  1, CF:0.0990704, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b5723f4414, Class:  4, CF:0.996632, Len: 10, Fitness_tra: 0
Rule 84: 114241bb72, Class:  4, CF:0.0450781, Len: 10, Fitness_tra: -304
Rule 85: 0000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 717bcab241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7111137727, Class:  4, CF:0.936492, Len: 10, Fitness_tra: 0
Rule 88: 15b4852b14, Class:  1, CF:0.790061, Len: 10, Fitness_tra: -4
Rule 89: 1671157724, Class:  2, CF:0.997815, Len: 10, Fitness_tra: -923
Rule 90: 2277c92411, Class:  0, CF:0.143725, Len: 10, Fitness_tra: 0
Rule 91: 16b75f182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 71bce6174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7000037bb4, Class:  4, CF:0.951132, Len:  6, Fitness_tra: -155
Rule 94: 4b2b864bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 6000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 744251b0b7, Class:  2, CF:0.954385, Len:  9, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4b93864124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 23b003217b, Class:  4, CF:0.86695, Len:  8, Fitness_tra: 0
Rule100: 22e183b47e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.4189
------Result------
Miss_rate(tra)	:47.4189
Miss_rate(tst)	:48.5375
ARL				:8.82

------Generation 90------
Rule  1: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 1735
Rule  2: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 321
Rule  3: 17772e4b71, Class:  1, CF:0.510086, Len: 10, Fitness_tra: -16
Rule  4: 77b12ab11b, Class:  4, CF:0.998819, Len: 10, Fitness_tra: -4
Rule  5: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule  8: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 4b41c12242, Class:  2, CF:0.999556, Len: 10, Fitness_tra: -1
Rule 10: 51000a7002, Class:  3, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 7574817b74, Class:  1, CF:0.512334, Len: 10, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
Rule 13: bb27864773, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 14: 0000000d00, Class:  2, CF:  1, Len:  0, Fitness_tra: 0
Rule 15: 0000000880, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 16: 4212834727, Class:  2, CF:0.466944, Len: 10, Fitness_tra: 0
Rule 17: 1bbc8341b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 18: 0000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 19: 1bb416b227, Class:  4, CF:0.999576, Len: 10, Fitness_tra: 0
Rule 20: 124b5fb742, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 21: 0160034eb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 22: 744251b4b7, Class:  2, CF:0.980913, Len: 10, Fitness_tra: 0
Rule 23: 4172864427, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 24: 7142814244, Class:  2, CF:0.997252, Len: 10, Fitness_tra: 0
Rule 25: b1942ebb21, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 26: b8124a7221, Class:  4, CF:0.998895, Len: 10, Fitness_tra: 0
Rule 27: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 28: 1214dab247, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 29: 4bb7864174, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 30: cccb11b111, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 31: 207005bd27, Class:  2, CF:  1, Len:  7, Fitness_tra: 0
Rule 32: 222183b477, Class:  2, CF:0.498798, Len: 10, Fitness_tra: 0
Rule 33: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 34: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 35: b1471a7224, Class:  4, CF:0.999936, Len: 10, Fitness_tra: 0
Rule 36: 2bbb8924b4, Class:  2, CF:0.997226, Len: 10, Fitness_tra: 0
Rule 37: 1b741f7742, Class:  4, CF:0.963962, Len: 10, Fitness_tra: 0
Rule 38: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 39: 71772a722b, Class:  4, CF:0.99999, Len: 10, Fitness_tra: 0
Rule 40: 441bca7441, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 41: 21b2d68b2b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 42: 2bb1c6b7b4, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 43: 4c74864b27, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 44: b022037c02, Class:  4, CF:0.999221, Len:  7, Fitness_tra: 0
Rule 45: 14b4d31217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 46: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 47: 12245a41b7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 48: 77218fb217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 49: 27421e7772, Class:  2, CF:0.992762, Len: 10, Fitness_tra: 0
Rule 50: 2c22c37bb2, Class:  0, CF:0.135292, Len: 10, Fitness_tra: 0
Rule 51: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 52: 1cb25f7272, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 53: 71b756174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 54: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 55: bb47192b2b, Class:  0, CF:0.214199, Len: 10, Fitness_tra: 0
Rule 56: 2b745fbb24, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 57: 21b2de7b2b, Class:  1, CF:0.218005, Len: 10, Fitness_tra: 0
Rule 58: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 59: 21b2de7b2b, Class:  1, CF:0.218005, Len:  0, Fitness_tra: 0
Rule 60: 14b4214719, Class:  2, CF:  1, Len: 10, Fitness_tra: 0
Rule 61: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 62: 1412d67444, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 63: 7bbb134b44, Class:  4, CF:0.874678, Len: 10, Fitness_tra: 0
Rule 64: 121453727b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 65: b127c67742, Class:  0, CF:0.999993, Len: 10, Fitness_tra: 0
Rule 66: b2218f2217, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 67: 71771a7242, Class:  4, CF:0.999897, Len: 10, Fitness_tra: 0
Rule 68: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 69: 000000bd00, Class:  2, CF:  1, Len:  2, Fitness_tra: 0
Rule 70: 44b72f7b2b, Class:  4, CF:0.999957, Len: 10, Fitness_tra: 0
Rule 71: 0000037cb0, Class:  4, CF:0.996717, Len:  4, Fitness_tra: 1
Rule 72: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 73: 7bb12a4447, Class:  4, CF:0.999976, Len: 10, Fitness_tra: 0
Rule 74: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 75: 2bb256b7b4, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 76: d070500bb0, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 77: 7171ca7b7b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 78: 2772c54427, Class:  2, CF:0.992348, Len: 10, Fitness_tra: 0
Rule 79: 43b8157b47, Class:  0, CF:  1, Len: 10, Fitness_tra: 0
Rule 80: 4b2b5f1bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 81: 282b51b4bb, Class:  1, CF:0.0990704, Len: 10, Fitness_tra: 0
Rule 82: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 83: b5723f4414, Class:  4, CF:0.996632, Len: 10, Fitness_tra: 0
Rule 84: 114241bb72, Class:  4, CF:0.0450781, Len: 10, Fitness_tra: -304
Rule 85: 0000080000, Class:  2, CF:  0, Len:  0, Fitness_tra: 0
Rule 86: 717bcab241, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 87: 7111137727, Class:  4, CF:0.936492, Len: 10, Fitness_tra: 0
Rule 88: 15b4852b14, Class:  1, CF:0.790061, Len: 10, Fitness_tra: -4
Rule 89: 1671157724, Class:  2, CF:0.997815, Len: 10, Fitness_tra: -923
Rule 90: 2277c92411, Class:  0, CF:0.143725, Len: 10, Fitness_tra: 0
Rule 91: 16b75f182b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 92: 71bce6174b, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 93: 7000037bb4, Class:  4, CF:0.951132, Len:  6, Fitness_tra: -155
Rule 94: 4b2b864bb7, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 95: 6000009080, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 96: 744251b0b7, Class:  2, CF:0.954385, Len:  9, Fitness_tra: 0
Rule 97: 0000000000, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 98: 4b93864124, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
Rule 99: 23b003217b, Class:  4, CF:0.86695, Len:  8, Fitness_tra: 0
Rule100: 22e183b47e, Class:  0, CF:  0, Len:  0, Fitness_tra: 0
------Current------
Miss_rate(tra)	:47.4189
------Result------
Miss_rate(tra)	:47.4189
Miss_rate(tst)	:48.5375
ARL				:8.82

------Generation 100------
Rule  1: 17b1ce1261, Class:  0, CF:0.98572, Len: 10, Fitness_tra: 1735
Rule  2: 27b1c912b1, Class:  0, CF:0.986001, Len: 10, Fitness_tra: 321
Rule  3: 17772e4b71, Class:  1, CF:0.510086, Len: 10, Fitness_tra: -16
Rule  4: 77b12ab11b, Class:  4, CF:0.998819, Len: 10, Fitness_tra: -4
Rule  5: 0000000800, Class:  2, CF:  1, Len:  1, Fitness_tra: 6
Rule  6: 117c0347b2, Class:  1, CF:  1, Len:  9, Fitness_tra: 0
Rule  7: b2211f7774, Class:  4, CF:0.999996, Len: 10, Fitness_tra: 0
Rule  8: 0000000d00, Class:  2, CF:  1, Len:  1, Fitness_tra: 3
Rule  9: 4b41c12242, Class:  2, CF:0.999556, Len: 10, Fitness_tra: -1
Rule 10: 51000a7002, Class:  3, CF:  1, Len:  5, Fitness_tra: 1
Rule 11: 7574817b74, Class:  1, CF:0.512334, Len: 10, Fitness_tra: 0
Rule 12: 23b233217b, Class:  4, CF:0.891225, Len: 10, Fitness_tra: 0
